"sense"	"label"	"%"
"49049"	"765"	"60"
"49050"	"175"	"60"
"49051"	"37"	"100"
"49052"	"793"	"90"
"49053"	"339"	"100"
"49054"	"37"	"60"
"49055"	"486"	"90"
"49056"	"629"	"100"
"49057"	"702"	"90"
"49058"	"551"	"60"
"49059"	"39"	"90"
"49060"	"39"	"90"
"49061"	"726"	"100"
"49062"	"726"	"100"
"49063"	"37"	"90"
"49064"	"270"	"100"
"49066"	"151"	"60"
"49067"	"152"	"100"
"49068"	"152"	"60"
"49069"	"152"	"100"
"49071"	"37"	"90"
"49072"	"37"	"90"
"49073"	"683"	"90"
"49074"	"193"	"100"
"49075"	"193"	"90"
"49076"	"37"	"60"
"49077"	"193"	"90"
"49078"	"193"	"100"
"49079"	"525"	"60"
"49080"	"333"	"100"
"49081"	"290"	"90"
"49082"	"744"	"90"
"49083"	"504"	"90"
"49084"	"152"	"60"
"49086"	"152"	"100"
"49090"	"152"	"100"
"49091"	"155"	"90"
"49092"	"151"	"60"
"49093"	"152"	"60"
"49094"	"182"	"60"
"49095"	"12"	"100"
"49096"	"551"	"60"
"49097"	"37"	"60"
"49098"	"152"	"60"
"49099"	"152"	"60"
"49100"	"37"	"60"
"49101"	"747"	"60"
"49104"	"383"	"90"
"49105"	"330"	"100"
"49106"	"152"	"100"
"49107"	"270"	"100"
"49108"	"363"	"90"
"49109"	"844"	"90"
"49110"	"178"	"100"
"49111"	"152"	"100"
"49112"	"152"	"90"
"49113"	"236"	"90"
"49114"	"486"	"90"
"49115"	"151"	"100"
"49116"	"728"	"90"
"49117"	"152"	"100"
"49118"	"27"	"80"
"49119"	"63"	"90"
"49120"	"225"	"60"
"49121"	"219"	"90"
"49123"	"281"	"60"
"49124"	"848"	"100"
"49125"	"330"	"60"
"49126"	"383"	"60"
"49127"	"383"	"60"
"49128"	"383"	"60"
"49129"	"234"	"100"
"49130"	"848"	"100"
"49131"	"152"	"100"
"49132"	"152"	"60"
"49133"	"800"	"60"
"49134"	"182"	"70"
"49135"	"413"	"100"
"49136"	"413"	"100"
"49137"	"706"	"100"
"49138"	"38"	"60"
"49140"	"152"	"100"
"49141"	"281"	"60"
"49142"	"283"	"100"
"49143"	"233"	"100"
"49144"	"281"	"60"
"49145"	"281"	"60"
"49147"	"303"	"60"
"49148"	"152"	"100"
"49149"	"230"	"60"
"49150"	"152"	"100"
"49151"	"152"	"100"
"49152"	"37"	"60"
"49153"	"403"	"90"
"49154"	"403"	"90"
"49155"	"625"	"90"
"49156"	"333"	"90"
"49157"	"785"	"90"
"49158"	"37"	"60"
"49159"	"859"	"100"
"49160"	"37"	"60"
"49161"	"718"	"60"
"49162"	"291"	"100"
"49163"	"718"	"60"
"49164"	"37"	"60"
"49165"	"446"	"90"
"49166"	"537"	"100"
"49167"	"61"	"90"
"49168"	"537"	"100"
"49169"	"486"	"90"
"49170"	"601"	"100"
"49171"	"61"	"90"
"49172"	"486"	"90"
"49173"	"601"	"100"
"49174"	"601"	"100"
"49175"	"601"	"100"
"49176"	"484"	"90"
"49177"	"734"	"60"
"49179"	"96"	"60"
"49180"	"281"	"100"
"49181"	"865"	"100"
"49182"	"865"	"100"
"49183"	"152"	"100"
"49184"	"255"	"90"
"49185"	"150"	"90"
"49186"	"37"	"90"
"49187"	"926"	"100"
"49188"	"37"	"90"
"49189"	"152"	"100"
"49190"	"303"	"60"
"49191"	"113"	"100"
"49193"	"350"	"100"
"49194"	"113"	"100"
"49195"	"37"	"90"
"49196"	"282"	"100"
"49197"	"873"	"100"
"49198"	"113"	"60"
"49199"	"152"	"100"
"49200"	"270"	"100"
"49201"	"225"	"100"
"49202"	"395"	"90"
"49203"	"152"	"60"
"49204"	"78"	"100"
"49205"	"152"	"60"
"49206"	"698"	"100"
"49207"	"813"	"100"
"49208"	"152"	"100"
"49209"	"152"	"100"
"49210"	"152"	"90"
"49211"	"152"	"60"
"49212"	"303"	"60"
"49213"	"718"	"60"
"49214"	"718"	"60"
"49215"	"151"	"60"
"49216"	"841"	"100"
"49217"	"152"	"90"
"49218"	"649"	"100"
"49219"	"303"	"90"
"49221"	"383"	"90"
"49222"	"580"	"90"
"49223"	"152"	"60"
"49224"	"843"	"100"
"49225"	"152"	"90"
"49226"	"643"	"90"
"49227"	"383"	"100"
"49228"	"152"	"100"
"49229"	"805"	"90"
"49230"	"750"	"60"
"49231"	"233"	"100"
"49232"	"303"	"60"
"49233"	"281"	"60"
"49234"	"37"	"60"
"49235"	"557"	"100"
"49236"	"596"	"60"
"49237"	"75"	"90"
"49238"	"61"	"60"
"49239"	"61"	"100"
"49240"	"61"	"100"
"49241"	"167"	"60"
"49242"	"464"	"100"
"49243"	"559"	"90"
"49244"	"109"	"100"
"49245"	"330"	"100"
"49246"	"151"	"60"
"49247"	"260"	"90"
"49248"	"303"	"60"
"49249"	"634"	"60"
"49250"	"718"	"90"
"49251"	"37"	"60"
"49252"	"37"	"60"
"49253"	"55"	"90"
"49254"	"181"	"60"
"49255"	"152"	"100"
"49256"	"37"	"90"
"49257"	"387"	"100"
"49259"	"330"	"100"
"49260"	"728"	"90"
"49261"	"332"	"60"
"49262"	"152"	"100"
"49263"	"303"	"60"
"49264"	"729"	"100"
"49265"	"37"	"90"
"49266"	"703"	"100"
"49267"	"152"	"100"
"49268"	"460"	"90"
"49269"	"551"	"60"
"49270"	"222"	"100"
"49271"	"747"	"100"
"49272"	"380"	"90"
"49273"	"451"	"90"
"49274"	"113"	"100"
"49275"	"330"	"90"
"49276"	"738"	"100"
"49278"	"152"	"100"
"49279"	"484"	"90"
"49280"	"351"	"90"
"49281"	"825"	"100"
"49282"	"369"	"80"
"49283"	"290"	"90"
"49284"	"674"	"100"
"49285"	"152"	"100"
"49286"	"726"	"90"
"49287"	"152"	"100"
"49288"	"152"	"100"
"49289"	"281"	"60"
"49290"	"386"	"60"
"49291"	"844"	"60"
"49292"	"743"	"90"
"49293"	"674"	"100"
"49294"	"743"	"90"
"49295"	"582"	"90"
"49296"	"718"	"60"
"49297"	"722"	"100"
"49298"	"588"	"90"
"49301"	"330"	"100"
"49302"	"582"	"100"
"49303"	"698"	"100"
"49304"	"413"	"60"
"49305"	"413"	"60"
"49308"	"634"	"90"
"49309"	"726"	"90"
"49310"	"726"	"90"
"49311"	"753"	"100"
"49312"	"718"	"90"
"49313"	"151"	"90"
"49314"	"37"	"70"
"49315"	"303"	"60"
"49316"	"869"	"100"
"49317"	"37"	"70"
"49318"	"718"	"90"
"49319"	"37"	"70"
"49320"	"868"	"100"
"49321"	"438"	"80"
"49322"	"37"	"90"
"49323"	"151"	"90"
"49324"	"484"	"90"
"49325"	"518"	"90"
"49326"	"765"	"90"
"49327"	"634"	"90"
"49328"	"689"	"90"
"49329"	"303"	"60"
"49331"	"178"	"100"
"49332"	"526"	"100"
"49334"	"181"	"100"
"49335"	"330"	"100"
"49336"	"181"	"100"
"49337"	"303"	"90"
"49338"	"785"	"90"
"49339"	"152"	"100"
"49340"	"113"	"90"
"49341"	"643"	"100"
"49342"	"625"	"100"
"49343"	"702"	"100"
"49344"	"254"	"90"
"49345"	"413"	"100"
"49346"	"151"	"90"
"49347"	"601"	"90"
"49348"	"152"	"100"
"49349"	"283"	"60"
"49350"	"113"	"100"
"49351"	"254"	"90"
"49352"	"63"	"100"
"49353"	"480"	"60"
"49354"	"152"	"60"
"49355"	"865"	"100"
"49356"	"865"	"100"
"49358"	"844"	"100"
"49359"	"394"	"100"
"49360"	"394"	"100"
"49361"	"636"	"100"
"49362"	"865"	"100"
"49363"	"152"	"90"
"49364"	"37"	"90"
"49365"	"738"	"60"
"49366"	"480"	"90"
"49367"	"562"	"90"
"49368"	"113"	"100"
"49369"	"805"	"90"
"49370"	"383"	"90"
"49371"	"653"	"100"
"49372"	"653"	"100"
"49373"	"737"	"100"
"49374"	"114"	"100"
"49375"	"734"	"90"
"49376"	"55"	"90"
"49377"	"856"	"100"
"49378"	"152"	"60"
"49379"	"765"	"100"
"49381"	"446"	"90"
"49382"	"451"	"100"
"49383"	"636"	"90"
"49384"	"89"	"90"
"49385"	"450"	"60"
"49386"	"683"	"90"
"49387"	"526"	"100"
"49388"	"383"	"60"
"49389"	"383"	"60"
"49390"	"734"	"90"
"49391"	"551"	"90"
"49392"	"150"	"100"
"49393"	"383"	"90"
"49394"	"403"	"100"
"49395"	"480"	"60"
"49396"	"480"	"60"
"49397"	"506"	"60"
"49398"	"113"	"100"
"49399"	"152"	"100"
"49400"	"383"	"100"
"49401"	"383"	"100"
"49402"	"152"	"90"
"49403"	"416"	"60"
"49404"	"12"	"90"
"49405"	"262"	"90"
"49407"	"450"	"90"
"49408"	"303"	"60"
"49409"	"151"	"90"
"49410"	"152"	"100"
"49411"	"281"	"60"
"49412"	"480"	"90"
"49413"	"383"	"90"
"49414"	"821"	"100"
"49415"	"727"	"90"
"49416"	"601"	"90"
"49417"	"61"	"90"
"49418"	"383"	"100"
"49419"	"806"	"90"
"49420"	"747"	"60"
"49421"	"37"	"90"
"49422"	"748"	"100"
"49423"	"748"	"90"
"49424"	"748"	"80"
"49425"	"202"	"80"
"49426"	"202"	"80"
"49427"	"748"	"60"
"49428"	"748"	"60"
"49429"	"160"	"80"
"49431"	"303"	"60"
"49432"	"683"	"90"
"49433"	"504"	"100"
"49434"	"718"	"90"
"49435"	"152"	"100"
"49436"	"387"	"100"
"49437"	"409"	"70"
"49438"	"413"	"90"
"49439"	"413"	"90"
"49440"	"383"	"60"
"49441"	"386"	"90"
"49442"	"152"	"90"
"49443"	"551"	"90"
"49444"	"262"	"90"
"49445"	"37"	"90"
"49446"	"450"	"90"
"49447"	"152"	"90"
"49448"	"551"	"90"
"49449"	"37"	"60"
"49450"	"364"	"90"
"49451"	"554"	"100"
"49452"	"554"	"100"
"49453"	"644"	"100"
"49454"	"741"	"90"
"49455"	"152"	"90"
"49456"	"680"	"100"
"49457"	"504"	"90"
"49458"	"37"	"90"
"49460"	"804"	"60"
"49461"	"37"	"90"
"49462"	"113"	"100"
"49463"	"633"	"60"
"49464"	"180"	"60"
"49465"	"281"	"60"
"49466"	"551"	"60"
"49467"	"702"	"60"
"49468"	"734"	"100"
"49469"	"640"	"100"
"49470"	"719"	"60"
"49471"	"37"	"60"
"49472"	"307"	"60"
"49473"	"637"	"100"
"49474"	"805"	"70"
"49475"	"281"	"60"
"49476"	"451"	"90"
"49477"	"446"	"70"
"49478"	"718"	"90"
"49479"	"588"	"60"
"49480"	"718"	"90"
"49481"	"848"	"90"
"49482"	"801"	"60"
"49483"	"801"	"60"
"49484"	"753"	"100"
"49485"	"865"	"100"
"49486"	"125"	"60"
"49487"	"926"	"60"
"49488"	"818"	"100"
"49489"	"682"	"90"
"49490"	"45"	"100"
"49491"	"554"	"100"
"49492"	"703"	"100"
"49493"	"413"	"100"
"49494"	"37"	"60"
"49495"	"152"	"60"
"49496"	"37"	"60"
"49497"	"642"	"100"
"49498"	"642"	"100"
"49499"	"873"	"100"
"49500"	"734"	"70"
"49501"	"642"	"100"
"49502"	"470"	"80"
"49503"	"642"	"100"
"49504"	"152"	"90"
"49505"	"718"	"60"
"49506"	"825"	"90"
"49507"	"642"	"100"
"49508"	"152"	"100"
"49509"	"67"	"70"
"49510"	"67"	"60"
"49511"	"401"	"60"
"49512"	"330"	"90"
"49513"	"401"	"60"
"49514"	"67"	"70"
"49515"	"330"	"100"
"49516"	"28"	"100"
"49517"	"734"	"90"
"49518"	"642"	"100"
"49519"	"517"	"60"
"49520"	"748"	"60"
"49521"	"128"	"100"
"49522"	"377"	"90"
"49523"	"670"	"100"
"49524"	"119"	"100"
"49525"	"281"	"90"
"49526"	"580"	"60"
"49527"	"642"	"100"
"49528"	"642"	"100"
"49529"	"37"	"90"
"49530"	"27"	"90"
"49531"	"360"	"90"
"49532"	"37"	"90"
"49533"	"37"	"90"
"49535"	"360"	"90"
"49536"	"67"	"60"
"49537"	"67"	"60"
"49538"	"672"	"90"
"49539"	"152"	"60"
"49540"	"316"	"100"
"49541"	"152"	"60"
"49542"	"749"	"60"
"49543"	"642"	"100"
"49544"	"887"	"80"
"49545"	"387"	"90"
"49546"	"642"	"100"
"49547"	"152"	"60"
"49548"	"152"	"60"
"49549"	"642"	"100"
"49550"	"642"	"100"
"49551"	"401"	"100"
"49552"	"702"	"60"
"49553"	"624"	"60"
"49554"	"55"	"90"
"49555"	"401"	"100"
"49556"	"230"	"60"
"49557"	"55"	"90"
"49558"	"624"	"60"
"49559"	"395"	"100"
"49560"	"395"	"100"
"49561"	"152"	"60"
"49562"	"152"	"60"
"49563"	"152"	"60"
"49564"	"45"	"80"
"49565"	"63"	"90"
"49566"	"395"	"60"
"49567"	"152"	"100"
"49568"	"791"	"100"
"49569"	"113"	"60"
"49570"	"152"	"90"
"49571"	"442"	"90"
"49572"	"255"	"60"
"49573"	"27"	"100"
"49574"	"152"	"100"
"49575"	"152"	"100"
"49576"	"150"	"100"
"49577"	"152"	"60"
"49578"	"734"	"90"
"49579"	"719"	"60"
"49580"	"765"	"100"
"49581"	"12"	"90"
"49582"	"785"	"90"
"49583"	"718"	"90"
"49584"	"333"	"90"
"49585"	"413"	"100"
"49587"	"113"	"100"
"49588"	"865"	"100"
"49589"	"37"	"90"
"49590"	"152"	"100"
"49591"	"735"	"100"
"49592"	"152"	"100"
"49593"	"649"	"100"
"49594"	"731"	"100"
"49595"	"731"	"100"
"49596"	"484"	"100"
"49597"	"765"	"90"
"49598"	"152"	"100"
"49599"	"383"	"90"
"49600"	"537"	"100"
"49601"	"113"	"100"
"49602"	"698"	"100"
"49603"	"44"	"100"
"49604"	"551"	"60"
"49605"	"152"	"100"
"49606"	"867"	"60"
"49607"	"44"	"100"
"49608"	"185"	"100"
"49609"	"185"	"100"
"49610"	"560"	"100"
"49611"	"425"	"90"
"49612"	"413"	"100"
"49613"	"413"	"100"
"49614"	"413"	"100"
"49615"	"413"	"100"
"49616"	"844"	"100"
"49617"	"719"	"60"
"49618"	"765"	"90"
"49619"	"580"	"90"
"49620"	"152"	"60"
"49621"	"290"	"90"
"49622"	"113"	"100"
"49623"	"12"	"90"
"49624"	"63"	"60"
"49625"	"63"	"60"
"49626"	"718"	"90"
"49627"	"719"	"90"
"49628"	"152"	"100"
"49629"	"849"	"100"
"49630"	"152"	"100"
"49631"	"595"	"60"
"49632"	"681"	"100"
"49633"	"368"	"100"
"49634"	"281"	"60"
"49635"	"37"	"60"
"49636"	"383"	"60"
"49637"	"383"	"60"
"49638"	"152"	"60"
"49639"	"825"	"90"
"49640"	"37"	"60"
"49641"	"55"	"90"
"49642"	"734"	"100"
"49643"	"303"	"60"
"49645"	"113"	"60"
"49646"	"281"	"90"
"49647"	"291"	"100"
"49648"	"291"	"100"
"49649"	"303"	"90"
"49650"	"78"	"100"
"49651"	"628"	"100"
"49652"	"887"	"80"
"49653"	"291"	"90"
"49655"	"281"	"60"
"49656"	"225"	"90"
"49657"	"230"	"90"
"49659"	"165"	"100"
"49660"	"151"	"90"
"49661"	"150"	"100"
"49662"	"150"	"100"
"49663"	"37"	"90"
"49664"	"719"	"90"
"49665"	"710"	"100"
"49666"	"383"	"100"
"49667"	"383"	"100"
"49668"	"383"	"100"
"49669"	"848"	"100"
"49670"	"848"	"100"
"49671"	"205"	"100"
"49672"	"37"	"90"
"49673"	"55"	"90"
"49674"	"238"	"90"
"49675"	"37"	"60"
"49676"	"185"	"100"
"49677"	"636"	"100"
"49678"	"37"	"90"
"49679"	"185"	"100"
"49680"	"636"	"100"
"49681"	"914"	"100"
"49683"	"916"	"80"
"49684"	"916"	"100"
"49685"	"916"	"100"
"49686"	"689"	"100"
"49687"	"537"	"90"
"49688"	"737"	"100"
"49689"	"473"	"90"
"49691"	"473"	"90"
"49692"	"473"	"90"
"49694"	"473"	"90"
"49695"	"152"	"100"
"49696"	"505"	"60"
"49697"	"473"	"90"
"49698"	"473"	"90"
"49699"	"473"	"90"
"49700"	"139"	"100"
"49701"	"703"	"90"
"49702"	"473"	"90"
"49703"	"473"	"90"
"49704"	"728"	"90"
"49705"	"624"	"60"
"49706"	"734"	"60"
"49707"	"726"	"90"
"49708"	"152"	"100"
"49709"	"674"	"90"
"49710"	"451"	"60"
"49711"	"303"	"60"
"49712"	"451"	"60"
"49713"	"749"	"100"
"49716"	"487"	"90"
"49717"	"75"	"90"
"49718"	"75"	"90"
"49719"	"152"	"60"
"49720"	"75"	"90"
"49721"	"281"	"60"
"49722"	"395"	"100"
"49723"	"506"	"60"
"49724"	"728"	"90"
"49725"	"230"	"90"
"49726"	"395"	"100"
"49727"	"113"	"100"
"49728"	"683"	"90"
"49729"	"868"	"100"
"49730"	"37"	"90"
"49731"	"360"	"100"
"49732"	"625"	"100"
"49733"	"113"	"90"
"49734"	"785"	"90"
"49735"	"601"	"100"
"49736"	"959"	"100"
"49737"	"626"	"100"
"49738"	"719"	"60"
"49739"	"718"	"60"
"49740"	"330"	"100"
"49741"	"636"	"90"
"49742"	"330"	"90"
"49743"	"636"	"60"
"49744"	"254"	"100"
"49745"	"64"	"100"
"49746"	"636"	"100"
"49747"	"45"	"100"
"49748"	"44"	"100"
"49749"	"738"	"90"
"49750"	"706"	"100"
"49751"	"765"	"90"
"49752"	"728"	"90"
"49753"	"152"	"100"
"49754"	"748"	"90"
"49755"	"748"	"90"
"49756"	"748"	"90"
"49757"	"370"	"100"
"49758"	"588"	"90"
"49759"	"75"	"100"
"49760"	"75"	"100"
"49761"	"113"	"100"
"49762"	"37"	"60"
"49763"	"580"	"60"
"49764"	"194"	"60"
"49765"	"152"	"100"
"49766"	"633"	"100"
"49767"	"403"	"100"
"49768"	"636"	"90"
"49769"	"74"	"100"
"49770"	"37"	"60"
"49771"	"152"	"100"
"49772"	"152"	"100"
"49773"	"152"	"100"
"49774"	"152"	"100"
"49775"	"37"	"100"
"49776"	"503"	"100"
"49777"	"503"	"100"
"49778"	"63"	"90"
"49780"	"481"	"100"
"49781"	"554"	"90"
"49782"	"180"	"90"
"49783"	"152"	"100"
"49784"	"27"	"90"
"49785"	"190"	"60"
"49786"	"868"	"100"
"49787"	"863"	"60"
"49788"	"45"	"60"
"49789"	"792"	"80"
"49790"	"45"	"100"
"49791"	"868"	"100"
"49792"	"150"	"60"
"49793"	"595"	"90"
"49794"	"413"	"90"
"49795"	"739"	"100"
"49796"	"506"	"100"
"49797"	"634"	"100"
"49798"	"634"	"100"
"49799"	"718"	"90"
"49800"	"633"	"100"
"49801"	"698"	"60"
"49802"	"238"	"70"
"49803"	"152"	"60"
"49805"	"45"	"100"
"49806"	"37"	"60"
"49807"	"802"	"90"
"49808"	"551"	"90"
"49809"	"806"	"100"
"49810"	"806"	"100"
"49811"	"806"	"100"
"49812"	"61"	"90"
"49813"	"37"	"60"
"49814"	"152"	"90"
"49815"	"233"	"100"
"49816"	"727"	"100"
"49817"	"283"	"100"
"49818"	"834"	"100"
"49819"	"290"	"90"
"49820"	"355"	"100"
"49821"	"566"	"90"
"49823"	"355"	"100"
"49824"	"614"	"90"
"49825"	"37"	"90"
"49826"	"180"	"100"
"49827"	"750"	"90"
"49828"	"765"	"90"
"49829"	"868"	"100"
"49830"	"765"	"100"
"49831"	"151"	"90"
"49832"	"492"	"100"
"49833"	"158"	"90"
"49834"	"821"	"90"
"49835"	"689"	"100"
"49836"	"282"	"60"
"49837"	"364"	"60"
"49838"	"663"	"90"
"49839"	"554"	"90"
"49840"	"554"	"90"
"49841"	"785"	"90"
"49842"	"765"	"90"
"49843"	"151"	"60"
"49844"	"152"	"60"
"49845"	"698"	"90"
"49846"	"446"	"90"
"49847"	"180"	"100"
"49848"	"61"	"60"
"49849"	"834"	"100"
"49850"	"473"	"100"
"49851"	"113"	"60"
"49852"	"834"	"100"
"49853"	"834"	"100"
"49854"	"154"	"60"
"49855"	"728"	"100"
"49856"	"728"	"100"
"49857"	"321"	"60"
"49861"	"152"	"100"
"49864"	"551"	"60"
"49865"	"551"	"60"
"49866"	"151"	"60"
"49867"	"682"	"100"
"49868"	"682"	"100"
"49869"	"562"	"60"
"49870"	"562"	"60"
"49871"	"152"	"60"
"49872"	"185"	"100"
"49873"	"525"	"60"
"49874"	"152"	"60"
"49875"	"330"	"90"
"49876"	"718"	"90"
"49877"	"37"	"60"
"49878"	"37"	"90"
"49879"	"281"	"60"
"49880"	"718"	"90"
"49881"	"718"	"90"
"49882"	"151"	"60"
"49883"	"152"	"60"
"49884"	"848"	"100"
"49885"	"303"	"60"
"49886"	"152"	"60"
"49887"	"281"	"60"
"49888"	"151"	"60"
"49889"	"67"	"60"
"49890"	"938"	"100"
"49891"	"726"	"60"
"49892"	"152"	"60"
"49893"	"113"	"90"
"49894"	"150"	"90"
"49895"	"383"	"60"
"49896"	"383"	"60"
"49897"	"413"	"80"
"49898"	"413"	"80"
"49899"	"113"	"100"
"49900"	"780"	"90"
"49901"	"866"	"100"
"49902"	"580"	"60"
"49903"	"580"	"60"
"49904"	"152"	"60"
"49905"	"518"	"90"
"49906"	"821"	"60"
"49907"	"37"	"90"
"49908"	"398"	"100"
"49909"	"281"	"60"
"49910"	"281"	"60"
"49911"	"193"	"60"
"49912"	"193"	"70"
"49913"	"63"	"90"
"49914"	"152"	"60"
"49915"	"330"	"90"
"49916"	"151"	"90"
"49917"	"805"	"100"
"49918"	"454"	"100"
"49919"	"185"	"100"
"49920"	"152"	"100"
"49921"	"562"	"100"
"49922"	"689"	"90"
"49923"	"285"	"60"
"49924"	"729"	"100"
"49925"	"61"	"90"
"49926"	"37"	"90"
"49927"	"689"	"80"
"49928"	"689"	"80"
"49929"	"416"	"60"
"49930"	"792"	"90"
"49931"	"150"	"90"
"49933"	"633"	"100"
"49934"	"416"	"60"
"49935"	"37"	"60"
"49936"	"63"	"80"
"49937"	"486"	"90"
"49938"	"152"	"90"
"49939"	"152"	"90"
"49940"	"113"	"90"
"49941"	"152"	"90"
"49942"	"669"	"100"
"49943"	"655"	"80"
"49944"	"249"	"90"
"49945"	"395"	"90"
"49946"	"718"	"60"
"49947"	"459"	"100"
"49948"	"113"	"100"
"49949"	"683"	"90"
"49950"	"864"	"100"
"49951"	"283"	"60"
"49952"	"150"	"90"
"49954"	"260"	"90"
"49956"	"660"	"60"
"49957"	"37"	"90"
"49958"	"754"	"100"
"49959"	"160"	"60"
"49960"	"260"	"90"
"49961"	"735"	"100"
"49962"	"152"	"100"
"49963"	"765"	"90"
"49964"	"765"	"90"
"49965"	"37"	"90"
"49968"	"136"	"100"
"49969"	"136"	"100"
"49970"	"451"	"90"
"49971"	"152"	"60"
"49973"	"151"	"90"
"49975"	"37"	"60"
"49976"	"330"	"90"
"49977"	"178"	"90"
"49978"	"75"	"100"
"49979"	"37"	"60"
"49980"	"566"	"100"
"49981"	"395"	"100"
"49982"	"633"	"100"
"49983"	"416"	"100"
"49984"	"633"	"100"
"49985"	"718"	"70"
"49986"	"450"	"100"
"49987"	"450"	"100"
"49988"	"729"	"90"
"49989"	"699"	"100"
"49990"	"699"	"100"
"49991"	"109"	"100"
"49992"	"364"	"100"
"49993"	"863"	"100"
"49994"	"37"	"90"
"49995"	"51"	"60"
"49996"	"152"	"90"
"49997"	"625"	"100"
"49998"	"152"	"90"
"49999"	"152"	"90"
"50000"	"152"	"90"
"50001"	"844"	"90"
"50002"	"844"	"90"
"50003"	"303"	"90"
"50004"	"413"	"100"
"50005"	"416"	"100"
"50006"	"416"	"100"
"50007"	"330"	"100"
"50008"	"416"	"60"
"50009"	"199"	"90"
"50010"	"415"	"100"
"50011"	"415"	"100"
"50012"	"152"	"60"
"50013"	"152"	"60"
"50014"	"597"	"100"
"50015"	"152"	"60"
"50016"	"152"	"60"
"50017"	"626"	"90"
"50018"	"629"	"100"
"50019"	"283"	"90"
"50020"	"629"	"100"
"50021"	"283"	"90"
"50022"	"503"	"100"
"50023"	"629"	"100"
"50024"	"283"	"90"
"50025"	"503"	"100"
"50026"	"629"	"100"
"50027"	"283"	"90"
"50028"	"629"	"100"
"50029"	"301"	"90"
"50030"	"503"	"100"
"50031"	"283"	"90"
"50032"	"785"	"60"
"50033"	"503"	"100"
"50034"	"629"	"100"
"50035"	"283"	"90"
"50036"	"503"	"100"
"50037"	"283"	"90"
"50038"	"503"	"100"
"50039"	"629"	"100"
"50040"	"283"	"90"
"50041"	"581"	"70"
"50042"	"760"	"100"
"50043"	"584"	"60"
"50044"	"343"	"90"
"50045"	"914"	"100"
"50046"	"390"	"100"
"50047"	"387"	"100"
"50048"	"390"	"100"
"50049"	"847"	"100"
"50050"	"152"	"100"
"50051"	"702"	"90"
"50052"	"601"	"100"
"50053"	"283"	"90"
"50054"	"601"	"100"
"50055"	"152"	"90"
"50056"	"283"	"90"
"50057"	"847"	"100"
"50058"	"601"	"100"
"50059"	"283"	"90"
"50060"	"734"	"90"
"50061"	"55"	"90"
"50062"	"503"	"100"
"50063"	"283"	"90"
"50064"	"383"	"100"
"50065"	"383"	"100"
"50066"	"601"	"100"
"50067"	"503"	"100"
"50068"	"283"	"90"
"50069"	"503"	"100"
"50070"	"283"	"90"
"50071"	"503"	"100"
"50072"	"283"	"90"
"50073"	"503"	"100"
"50074"	"283"	"90"
"50075"	"283"	"90"
"50076"	"503"	"100"
"50077"	"283"	"90"
"50078"	"503"	"100"
"50079"	"283"	"90"
"50080"	"629"	"100"
"50081"	"152"	"100"
"50082"	"503"	"100"
"50083"	"601"	"100"
"50084"	"330"	"100"
"50085"	"37"	"60"
"50086"	"480"	"100"
"50087"	"753"	"100"
"50088"	"553"	"90"
"50089"	"753"	"100"
"50090"	"182"	"60"
"50091"	"387"	"90"
"50092"	"734"	"100"
"50093"	"738"	"60"
"50094"	"151"	"90"
"50096"	"702"	"90"
"50097"	"554"	"100"
"50099"	"181"	"100"
"50100"	"480"	"90"
"50101"	"503"	"100"
"50102"	"601"	"100"
"50103"	"283"	"90"
"50104"	"847"	"100"
"50105"	"503"	"100"
"50106"	"601"	"100"
"50107"	"444"	"90"
"50108"	"283"	"90"
"50109"	"537"	"60"
"50110"	"551"	"100"
"50111"	"594"	"90"
"50112"	"669"	"90"
"50113"	"851"	"90"
"50114"	"152"	"60"
"50115"	"446"	"100"
"50116"	"281"	"100"
"50117"	"89"	"100"
"50118"	"152"	"60"
"50119"	"37"	"60"
"50120"	"181"	"90"
"50121"	"151"	"60"
"50122"	"843"	"90"
"50123"	"219"	"90"
"50124"	"734"	"60"
"50125"	"37"	"60"
"50126"	"383"	"60"
"50127"	"383"	"60"
"50128"	"765"	"90"
"50129"	"150"	"100"
"50130"	"735"	"100"
"50131"	"793"	"90"
"50132"	"825"	"100"
"50133"	"219"	"60"
"50134"	"152"	"90"
"50135"	"595"	"90"
"50136"	"61"	"90"
"50137"	"167"	"100"
"50138"	"55"	"100"
"50139"	"537"	"90"
"50140"	"674"	"90"
"50141"	"867"	"90"
"50142"	"641"	"90"
"50143"	"152"	"60"
"50144"	"594"	"90"
"50145"	"391"	"90"
"50146"	"281"	"90"
"50147"	"459"	"60"
"50148"	"383"	"100"
"50149"	"607"	"100"
"50150"	"380"	"100"
"50151"	"236"	"100"
"50152"	"152"	"60"
"50153"	"659"	"90"
"50154"	"10"	"90"
"50155"	"594"	"90"
"50156"	"150"	"90"
"50157"	"634"	"60"
"50158"	"113"	"90"
"50159"	"37"	"60"
"50160"	"308"	"70"
"50161"	"728"	"90"
"50162"	"152"	"90"
"50164"	"726"	"90"
"50165"	"726"	"90"
"50166"	"728"	"90"
"50167"	"728"	"90"
"50168"	"152"	"90"
"50169"	"182"	"90"
"50170"	"402"	"100"
"50173"	"152"	"100"
"50174"	"182"	"60"
"50175"	"182"	"90"
"50176"	"413"	"100"
"50177"	"413"	"100"
"50178"	"182"	"60"
"50179"	"401"	"90"
"50180"	"401"	"90"
