"source"	"target"	"type"	"subtype"
"33893"	"53407"	"2"	""
"32813"	"32814"	"1"	""
"50107"	"53408"	"1"	"4"
"30623"	"53412"	"5"	""
"53413"	"53414"	"5"	""
"28450"	"30243"	"1"	"4"
"28450"	"30244"	"1"	"4"
"37226"	"31932"	"1"	"4"
"48755"	"34160"	"1"	"4"
"27013"	"37365"	"5"	""
"33630"	"53416"	"8"	""
"37366"	"37367"	"2"	""
"37367"	"37369"	"5"	""
"41317"	"41318"	"5"	""
"41317"	"41316"	"1"	""
"37727"	"48190"	"1"	""
"37727"	"48191"	"1"	""
"48191"	"48187"	"2"	"8"
"51860"	"53422"	"2"	""
"47463"	"47464"	"5"	""
"34912"	"35113"	"2"	""
"45516"	"53425"	"1"	"4"
"28239"	"30179"	"2"	""
"28842"	"53426"	"1"	""
"53430"	"53429"	"2"	""
"28842"	"53431"	"1"	"4"
"49841"	"53435"	"1"	"2"
"28842"	"53435"	"2"	""
"28842"	"53436"	"1"	"2"
"32109"	"53437"	"2"	""
"28842"	"53438"	"1"	"1"
"28842"	"53438"	"1"	"2"
"49841"	"53438"	"1"	"1"
"49841"	"53438"	"1"	"2"
"49841"	"53428"	"1"	"2"
"49841"	"53428"	"1"	"6"
"29797"	"53440"	"1"	"4"
"47013"	"31078"	"1"	"4"
"26340"	"34574"	"1"	""
"34574"	"34577"	"5"	""
"34578"	"34575"	"1"	"4"
"26420"	"53441"	"1"	""
"43862"	"43860"	"2"	""
"43860"	"26494"	"2"	""
"43860"	"29968"	"2"	""
"29968"	"43861"	"2"	""
"43861"	"30325"	"2"	""
"26664"	"45645"	"3"	""
"26664"	"30126"	"3"	""
"28608"	"53442"	"1"	""
"48335"	"35099"	"5"	""
"35099"	"48335"	"2"	""
"30126"	"45646"	"1"	""
"45646"	"45648"	"2"	""
"30126"	"45635"	"1"	""
"45635"	"45649"	"1"	""
"45635"	"45655"	"1"	""
"30126"	"45657"	"1"	""
"45683"	"53444"	"1"	""
"37262"	"53446"	"1"	""
"40803"	"53601"	"1"	"4"
"53464"	"53465"	"1"	"4"
"29253"	"53466"	"2"	""
"53467"	"53468"	"2"	""
"53469"	"53470"	"5"	""
"41861"	"47024"	"2"	""
"41331"	"41332"	"2"	""
"41331"	"41333"	"1"	""
"28259"	"52714"	"9"	""
"36661"	"43614"	"5"	""
"43611"	"28470"	"2"	""
"28470"	"38559"	"1"	""
"28470"	"43619"	"1"	""
"43611"	"38560"	"1"	"4"
"49749"	"49741"	"1"	"4"
"49741"	"43325"	"1"	"4"
"34777"	"53483"	"2"	""
"31062"	"31061"	"2"	""
"31062"	"31063"	"5"	""
"31062"	"38572"	"1"	"4"
"38572"	"38573"	"5"	""
"53485"	"53484"	"1"	"4"
"51598"	"51599"	"1"	"4"
"53486"	"49866"	"1"	"4"
"53487"	"53488"	"1"	"4"
"28143"	"53489"	"1"	"4"
"51598"	"53490"	"5"	""
"53486"	"53491"	"5"	""
"53492"	"37257"	"2"	""
"53493"	"53494"	"1"	"4"
"53492"	"53495"	"2"	""
"37084"	"53496"	"2"	""
"37084"	"53497"	"2"	""
"28684"	"44347"	"1"	""
"47734"	"44370"	"5"	""
"28684"	"30049"	"3"	""
"30049"	"49375"	"2"	""
"41942"	"42835"	"1"	""
"47423"	"47424"	"2"	""
"47423"	"43676"	"1"	""
"44281"	"44291"	"2"	"8"
"44281"	"44294"	"1"	"4"
"44294"	"44303"	"2"	""
"44303"	"44305"	"5"	""
"44749"	"44750"	"1"	""
"53498"	"28986"	"1"	""
"45580"	"28294"	"1"	"2"
"45580"	"28294"	"1"	"4"
"39389"	"39390"	"1"	""
"45239"	"53506"	"2"	""
"41534"	"40400"	"1"	""
"29161"	"53512"	"2"	""
"37524"	"53513"	"1"	"4"
"40335"	"53517"	"5"	""
"53518"	"33978"	"8"	""
"53518"	"53519"	"4"	""
"33655"	"33837"	"1"	"1"
"33655"	"33837"	"1"	"4"
"38312"	"38313"	"1"	"4"
"38312"	"38539"	"1"	"4"
"53523"	"53524"	"1"	"4"
"53525"	"53526"	"2"	""
"28342"	"39433"	"2"	""
"28342"	"39786"	"2"	""
"28342"	"34109"	"1"	"3"
"28342"	"39716"	"1"	"2"
"45939"	"45940"	"1"	"4"
"51884"	"51885"	"1"	"4"
"53533"	"53534"	"1"	"4"
"51484"	"51485"	"1"	"4"
"49780"	"50753"	"2"	""
"49780"	"41844"	"1"	"4"
"27445"	"51390"	"5"	""
"50983"	"53536"	"5"	""
"40155"	"33512"	"2"	""
"40155"	"40150"	"1"	"2"
"40155"	"46677"	"1"	"2"
"33333"	"33334"	"5"	""
"33333"	"33335"	"1"	"2"
"33333"	"33336"	"1"	""
"53537"	"41909"	"5"	""
"45214"	"53538"	"5"	""
"53541"	"53542"	"1"	"4"
"53542"	"53543"	"2"	""
"53544"	"53545"	"8"	""
"53545"	"53546"	"8"	""
"53547"	"53548"	"8"	""
"53550"	"53549"	"8"	""
"26526"	"53553"	"2"	""
"45566"	"45567"	"1"	"4"
"53555"	"53556"	"1"	"4"
"41969"	"33900"	"2"	""
"41969"	"33909"	"1"	"4"
"41969"	"33902"	"1"	""
"33902"	"27140"	"1"	""
"27140"	"33908"	"5"	""
"28184"	"36961"	"5"	""
"28184"	"42228"	"1"	""
"33340"	"33341"	"8"	""
"33341"	"33342"	"1"	""
"53556"	"53560"	"5"	""
"53555"	"53561"	"1"	"4"
"53561"	"53562"	"1"	"4"
"53564"	"53565"	"8"	""
"53565"	"53566"	"8"	""
"53566"	"53567"	"8"	""
"53569"	"53570"	"1"	"4"
"53569"	"53571"	"8"	""
"53571"	"53572"	"8"	""
"53573"	"53574"	"8"	""
"53574"	"53575"	"8"	""
"53576"	"53577"	"8"	""
"53577"	"53578"	"8"	""
"44171"	"53582"	"1"	"4"
"53582"	"53583"	"5"	""
"37770"	"53584"	"5"	""
"53585"	"35820"	"8"	""
"29824"	"53587"	"1"	"4"
"28540"	"47946"	"1"	"4"
"47946"	"48254"	"5"	""
"29749"	"53588"	"1"	"4"
"29866"	"41059"	"9"	""
"30405"	"30168"	"5"	""
"28556"	"53599"	"4"	""
"49443"	"53603"	"6"	""
"41210"	"41211"	"1"	"1"
"41210"	"41211"	"1"	"4"
"41210"	"41480"	"2"	""
"27612"	"53604"	"1"	"4"
"53610"	"53611"	"5"	""
"28857"	"53613"	"2"	"5"
"38998"	"53614"	"2"	"5"
"33044"	"53615"	"1"	"4"
"33044"	"53616"	"1"	"12"
"53618"	"53620"	"1"	"4"
"43062"	"53621"	"5"	""
"48925"	"53622"	"5"	""
"43153"	"53623"	"1"	"4"
"28656"	"53625"	"5"	""
"52857"	"53626"	"9"	""
"27961"	"53627"	"5"	""
"28235"	"42304"	"2"	""
"28235"	"42309"	"1"	"4"
"28235"	"42305"	"1"	"4"
"28235"	"42603"	"1"	"4"
"28235"	"42306"	"1"	"4"
"28235"	"43621"	"1"	"4"
"28235"	"42397"	"1"	"4"
"43621"	"43610"	"1"	"4"
"28235"	"43622"	"1"	"4"
"43622"	"43606"	"5"	""
"28235"	"53629"	"4"	""
"53629"	"43608"	"1"	""
"53629"	"42308"	"1"	""
"42308"	"44808"	"2"	""
"28235"	"42307"	"1"	"4"
"42307"	"43605"	"5"	""
"53629"	"44588"	"1"	"4"
"44588"	"43618"	"5"	""
"28235"	"42399"	"1"	"4"
"43384"	"53630"	"1"	"4"
"43384"	"53631"	"1"	""
"53634"	"27456"	"5"	""
"53634"	"53635"	"1"	"4"
"53635"	"53636"	"5"	""
"53636"	"53637"	"2"	""
"53639"	"53640"	"5"	""
"53640"	"53641"	"2"	""
"32502"	"46606"	"2"	""
"31412"	"42659"	"1"	""
"34038"	"34040"	"1"	""
"47422"	"47421"	"5"	""
"26708"	"47223"	"2"	""
"54396"	"32330"	"5"	""
"54396"	"44555"	"5"	""
"47223"	"30205"	"5"	""
"28803"	"53648"	"1"	""
"28803"	"53649"	"1"	"4"
"43898"	"28218"	"2"	""
"43898"	"43899"	"5"	""
"43899"	"43900"	"2"	""
"43898"	"43903"	"1"	""
"43903"	"43910"	"2"	""
"43903"	"43911"	"1"	""
"43911"	"43914"	"2"	""
"43911"	"43912"	"1"	""
"49946"	"46605"	"1"	"4"
"27089"	"30587"	"1"	"4"
"53654"	"53656"	"5"	""
"53654"	"53655"	"1"	""
"29059"	"53657"	"5"	""
"53037"	"53659"	"5"	""
"26603"	"53660"	"2"	""
"28482"	"53661"	"1"	"4"
"31956"	"53663"	"1"	"4"
"41205"	"41206"	"2"	""
"41205"	"53665"	"5"	""
"53668"	"34310"	"2"	""
"53668"	"53670"	"1"	"4"
"32843"	"39657"	"5"	""
"44517"	"44518"	"5"	""
"53037"	"29056"	"5"	""
"50531"	"53673"	"5"	""
"40635"	"53675"	"1"	""
"36992"	"53677"	"1"	""
"27127"	"53678"	"5"	""
"28415"	"40728"	"5"	""
"28415"	"38897"	"2"	""
"38897"	"44694"	"1"	""
"52666"	"53680"	"1"	""
"39324"	"28310"	"1"	"4"
"28310"	"47344"	"1"	""
"39324"	"43581"	"1"	"4"
"43581"	"47345"	"2"	""
"45134"	"53682"	"1"	""
"28986"	"53683"	"2"	""
"42429"	"53686"	"2"	""
"49891"	"53687"	"1"	"4"
"47661"	"47662"	"1"	""
"47662"	"47663"	"2"	""
"53695"	"36846"	"2"	""
"53699"	"53700"	"1"	"4"
"39226"	"46255"	"2"	""
"39337"	"39338"	"2"	""
"39337"	"33444"	"1"	""
"43360"	"53710"	"1"	""
"53715"	"53716"	"5"	""
"39601"	"53718"	"1"	"4"
"53720"	"47790"	"1"	""
"43044"	"46509"	"2"	""
"31881"	"33457"	"4"	""
"42357"	"53721"	"1"	""
"53721"	"45164"	"1"	""
"37524"	"53723"	"1"	""
"53722"	"40575"	"1"	""
"53728"	"53729"	"1"	""
"53586"	"53732"	"8"	""
"29253"	"53733"	"1"	"4"
"53734"	"53735"	"1"	"4"
"53737"	"53738"	"1"	"4"
"53737"	"53739"	"1"	"4"
"53740"	"53742"	"1"	"4"
"46812"	"53744"	"2"	""
"26309"	"53745"	"2"	""
"26309"	"53746"	"2"	""
"53745"	"53747"	"2"	"5"
"53748"	"53749"	"4"	""
"53748"	"53750"	"2"	""
"53750"	"53751"	"1"	"4"
"53750"	"53752"	"1"	"4"
"30752"	"30753"	"2"	""
"30753"	"30754"	"2"	""
"30754"	"30755"	"9"	""
"53756"	"53754"	"4"	""
"53756"	"53755"	"5"	""
"53754"	"53757"	"1"	"4"
"53757"	"53724"	"5"	""
"53758"	"53759"	"2"	""
"33584"	"53760"	"1"	"4"
"28686"	"53761"	"1"	"1"
"53765"	"39056"	"2"	""
"53769"	"53770"	"2"	"8"
"53774"	"53775"	"1"	"4"
"53776"	"30553"	"1"	"4"
"31870"	"47764"	"2"	""
"53778"	"53779"	"1"	"4"
"53781"	"53780"	"1"	"1"
"53781"	"44001"	"1"	"4"
"49736"	"53783"	"1"	"4"
"53784"	"53785"	"1"	"4"
"53784"	"53786"	"1"	"4"
"49736"	"53787"	"1"	"4"
"27629"	"53788"	"1"	"4"
"53790"	"53789"	"5"	""
"53791"	"53792"	"1"	"4"
"53791"	"53793"	"1"	"4"
"53794"	"50457"	"5"	""
"53800"	"53798"	"1"	"4"
"53800"	"53799"	"1"	"4"
"47504"	"53805"	"2"	""
"42097"	"42098"	"5"	""
"53807"	"53808"	"2"	""
"47441"	"48297"	"1"	""
"48297"	"50994"	"5"	""
"48297"	"44154"	"2"	""
"44154"	"48440"	"1"	""
"40187"	"40188"	"2"	""
"40188"	"53810"	"1"	""
"53810"	"53811"	"1"	""
"39195"	"39196"	"2"	""
"44087"	"31205"	"8"	""
"43874"	"43873"	"2"	""
"30112"	"26621"	"1"	""
"30112"	"33145"	"1"	""
"35723"	"43690"	"2"	""
"28525"	"53814"	"1"	"4"
"42120"	"47802"	"2"	""
"26806"	"43658"	"5"	""
"26806"	"43698"	"1"	""
"43698"	"43657"	"5"	""
"27821"	"53823"	"1"	""
"43666"	"43661"	"5"	""
"29667"	"53824"	"1"	""
"43657"	"43652"	"5"	""
"26806"	"43666"	"1"	""
"26806"	"43701"	"2"	""
"26806"	"35720"	"1"	""
"26806"	"43655"	"1"	""
"29575"	"53825"	"1"	""
"26806"	"35721"	"1"	""
"26806"	"43670"	"1"	""
"46701"	"53826"	"7"	""
"28347"	"53827"	"1"	"4"
"37724"	"53830"	"1"	"12"
"37724"	"39972"	"1"	"4"
"39972"	"47091"	"5"	""
"53831"	"53832"	"1"	"4"
"26928"	"47711"	"2"	""
"26928"	"48325"	"1"	""
"48325"	"48321"	"5"	""
"26928"	"34890"	"1"	""
"34890"	"41634"	"1"	""
"41634"	"48356"	"3"	""
"45968"	"53834"	"2"	""
"27151"	"47008"	"1"	""
"53837"	"53838"	"2"	""
"53841"	"53840"	"1"	"4"
"53842"	"53843"	"2"	""
"40449"	"40450"	"1"	""
"31772"	"53845"	"1"	""
"28965"	"53846"	"2"	""
"36438"	"28124"	"2"	""
"28149"	"53849"	"2"	""
"30988"	"30989"	"1"	""
"30988"	"30990"	"1"	""
"30865"	"30864"	"1"	"4"
"53855"	"38068"	"1"	"4"
"47396"	"53857"	"1"	"4"
"53858"	"53859"	"1"	""
"53859"	"53860"	"2"	""
"49203"	"53863"	"1"	""
"53866"	"53867"	"1"	"4"
"53870"	"53871"	"1"	"4"
"53872"	"31413"	"2"	""
"41161"	"38902"	"1"	"4"
"35131"	"53873"	"5"	""
"41054"	"53874"	"1"	""
"53875"	"53876"	"1"	"4"
"44916"	"53877"	"1"	"4"
"43428"	"43429"	"1"	"4"
"52804"	"53878"	"2"	""
"50730"	"53879"	"1"	"4"
"31239"	"53880"	"2"	""
"52910"	"53881"	"3"	""
"35395"	"53883"	"2"	""
"53884"	"53885"	"2"	""
"53887"	"53886"	"2"	""
"39976"	"53888"	"1"	""
"28433"	"42559"	"1"	"2"
"47234"	"53889"	"1"	"4"
"46691"	"46693"	"1"	"4"
"53890"	"36060"	"5"	""
"31004"	"53892"	"4"	""
"37956"	"53897"	"5"	""
"38107"	"53898"	"1"	"4"
"53899"	"53900"	"5"	""
"53900"	"53901"	"1"	"4"
"32064"	"53906"	"2"	""
"26751"	"53907"	"1"	""
"29841"	"53908"	"2"	""
"37840"	"53909"	"2"	""
"37840"	"53910"	"1"	""
"37840"	"53911"	"2"	""
"28181"	"53914"	"1"	"4"
"43466"	"43467"	"9"	""
"53916"	"53917"	"2"	""
"27207"	"53918"	"1"	""
"37512"	"53919"	"1"	"4"
"37857"	"53925"	"5"	""
"48603"	"47307"	"2"	""
"28200"	"53927"	"1"	"4"
"30285"	"53719"	"1"	"4"
"53931"	"53932"	"1"	""
"53931"	"53933"	"1"	"4"
"28093"	"44401"	"1"	"4"
"53934"	"37095"	"1"	"4"
"43124"	"53938"	"5"	""
"30017"	"53940"	"1"	""
"53939"	"35729"	"8"	""
"39909"	"53941"	"1"	""
"47291"	"53942"	"1"	""
"50312"	"46608"	"5"	""
"50312"	"44486"	"1"	"4"
"53944"	"54180"	"8"	""
"28492"	"53947"	"1"	"4"
"53949"	"28242"	"5"	""
"49554"	"53952"	"1"	"4"
"26513"	"53953"	"3"	""
"38252"	"53957"	"2"	""
"38535"	"46479"	"1"	""
"38535"	"46480"	"1"	""
"38535"	"46481"	"1"	""
"38535"	"46482"	"1"	""
"38535"	"46483"	"1"	""
"53959"	"53958"	"5"	""
"32815"	"43505"	"1"	""
"46483"	"46485"	"2"	""
"46483"	"46484"	"5"	""
"46483"	"46486"	"1"	""
"46486"	"46487"	"2"	""
"46486"	"46488"	"2"	""
"53960"	"53961"	"5"	""
"53960"	"53962"	"5"	""
"53965"	"53966"	"1"	""
"53967"	"53968"	"7"	""
"53972"	"41383"	"1"	"4"
"39428"	"53973"	"2"	""
"45394"	"27047"	"2"	""
"27047"	"48517"	"2"	""
"28353"	"30729"	"1"	"4"
"28353"	"30730"	"1"	"4"
"34383"	"53977"	"1"	"4"
"28373"	"41932"	"2"	""
"28373"	"37976"	"1"	"4"
"34541"	"34540"	"2"	""
"34541"	"31781"	"2"	""
"34541"	"34542"	"1"	""
"30962"	"30963"	"2"	""
"53979"	"53980"	"1"	"4"
"53979"	"53982"	"1"	"4"
"53979"	"53981"	"1"	"4"
"42003"	"53984"	"2"	""
"53988"	"53987"	"1"	"4"
"27255"	"53989"	"1"	"4"
"34901"	"34606"	"2"	""
"53994"	"53995"	"1"	"4"
"34606"	"31780"	"5"	""
"34901"	"34607"	"1"	""
"34607"	"34604"	"1"	""
"34901"	"34969"	"1"	""
"34969"	"34611"	"1"	"4"
"34969"	"28213"	"1"	"4"
"34611"	"34612"	"2"	""
"34611"	"34904"	"2"	""
"34969"	"34616"	"1"	"4"
"34606"	"34608"	"1"	"4"
"27386"	"53997"	"1"	""
"34541"	"53998"	"1"	"4"
"54001"	"54002"	"1"	"4"
"54002"	"54003"	"1"	"4"
"54003"	"54005"	"2"	""
"54006"	"54007"	"2"	""
"41590"	"47177"	"8"	""
"47177"	"47178"	"2"	""
"52957"	"54012"	"5"	""
"40591"	"54013"	"1"	"4"
"49316"	"54015"	"1"	"4"
"53240"	"54017"	"1"	""
"26804"	"30276"	"1"	"2"
"30276"	"44633"	"5"	""
"26804"	"30274"	"1"	"4"
"30274"	"46343"	"2"	""
"26804"	"30273"	"1"	"4"
"30273"	"38491"	"5"	""
"54019"	"51761"	"1"	"4"
"49554"	"54020"	"3"	""
"26660"	"54023"	"5"	""
"29617"	"54024"	"2"	""
"26704"	"54025"	"1"	"4"
"40283"	"40281"	"2"	""
"40281"	"40280"	"1"	""
"26292"	"54027"	"2"	""
"54033"	"54031"	"5"	"4"
"54030"	"54033"	"2"	""
"54034"	"54035"	"2"	""
"54869"	"54872"	"2"	""
"31761"	"54876"	"2"	""
"54038"	"54039"	"5"	""
"54046"	"54048"	"2"	""
"32987"	"54050"	"2"	""
"53240"	"54053"	"1"	"4"
"26829"	"54054"	"1"	"4"
"26834"	"54055"	"1"	""
"26832"	"54056"	"1"	""
"26832"	"54057"	"1"	"4"
"36648"	"54059"	"1"	"4"
"26832"	"54061"	"1"	"4"
"26832"	"54063"	"5"	""
"27176"	"54062"	"5"	""
"26832"	"54064"	"5"	""
"26832"	"54065"	"1"	""
"28315"	"54066"	"2"	""
"54070"	"49695"	"1"	"4"
"54079"	"54071"	"1"	"4"
"36097"	"54072"	"1"	""
"54075"	"54073"	"8"	""
"53945"	"54079"	"2"	""
"54077"	"54084"	"1"	""
"54086"	"54085"	"2"	""
"55076"	"50600"	"5"	""
"28183"	"41498"	"1"	"2"
"54087"	"31762"	"2"	""
"54088"	"54089"	"2"	""
"54091"	"54092"	"2"	""
"29420"	"54095"	"2"	""
"28669"	"54097"	"2"	""
"35654"	"54098"	"2"	""
"46518"	"46527"	"1"	"4"
"28532"	"45497"	"5"	""
"28532"	"45604"	"5"	""
"28532"	"45453"	"5"	""
"28532"	"45631"	"1"	"4"
"45631"	"45456"	"4"	""
"45631"	"31441"	"5"	""
"31441"	"45459"	"5"	""
"45459"	"45457"	"5"	""
"45631"	"45441"	"5"	""
"45441"	"45549"	"4"	""
"28532"	"45531"	"1"	""
"47567"	"47566"	"2"	""
"43883"	"43882"	"1"	""
"29053"	"54104"	"1"	""
"51566"	"54105"	"1"	""
"26704"	"54106"	"1"	""
"28420"	"54107"	"2"	""
"48599"	"54110"	"1"	""
"28513"	"54112"	"2"	""
"45427"	"45428"	"1"	""
"45427"	"45429"	"1"	""
"37812"	"54113"	"1"	"4"
"29774"	"54114"	"1"	""
"28215"	"30178"	"8"	""
"54115"	"54116"	"2"	""
"28369"	"30326"	"1"	"4"
"34532"	"54124"	"5"	""
"37781"	"47003"	"6"	""
"54127"	"54130"	"1"	""
"54127"	"54129"	"4"	""
"29043"	"54134"	"5"	""
"51310"	"54135"	"1"	"4"
"54136"	"54137"	"2"	""
"54136"	"31689"	"5"	""
"54136"	"54138"	"8"	""
"54141"	"54142"	"9"	""
"28078"	"30745"	"2"	""
"30745"	"41690"	"1"	"1"
"54144"	"54146"	"2"	""
"54145"	"54147"	"2"	""
"54147"	"54149"	"2"	""
"54149"	"54148"	"2"	""
"49753"	"49771"	"1"	"4"
"41606"	"41607"	"8"	""
"28423"	"54154"	"2"	""
"29536"	"54156"	"1"	""
"27575"	"54157"	"1"	"4"
"28502"	"54160"	"5"	""
"33498"	"46493"	"5"	""
"33498"	"54165"	"1"	"4"
"54166"	"35555"	"1"	"4"
"28440"	"30905"	"2"	""
"28440"	"30906"	"2"	""
"28440"	"29939"	"1"	"7"
"29289"	"54168"	"1"	"2"
"28440"	"30907"	"1"	"2"
"28440"	"31334"	"1"	"2"
"28440"	"31336"	"1"	"2"
"29939"	"31337"	"2"	""
"28440"	"31338"	"1"	"2"
"28440"	"31339"	"1"	"3"
"31436"	"54172"	"1"	"4"
"31436"	"54173"	"1"	"4"
"32293"	"54174"	"1"	""
"32619"	"54175"	"5"	""
"54178"	"53945"	"5"	""
"35119"	"54179"	"2"	""
"37394"	"40023"	"5"	""
"53944"	"54186"	"1"	""
"54071"	"54178"	"5"	""
"54182"	"54183"	"1"	"4"
"53916"	"54185"	"1"	"4"
"53944"	"54181"	"1"	""
"26987"	"54187"	"2"	""
"54189"	"54190"	"8"	""
"54190"	"52380"	"4"	""
"27699"	"54191"	"5"	""
"51422"	"54192"	"1"	"4"
"54185"	"54194"	"2"	""
"28388"	"48579"	"2"	""
"28388"	"54198"	"1"	""
"28388"	"54199"	"2"	""
"30968"	"30969"	"1"	"4"
"52558"	"54202"	"1"	""
"54202"	"54203"	"2"	""
"37555"	"54204"	"2"	""
"30689"	"30690"	"2"	""
"36942"	"54205"	"5"	""
"47103"	"47104"	"1"	"4"
"47103"	"47112"	"1"	"4"
"47103"	"47110"	"1"	"4"
"51235"	"54210"	"1"	""
"33091"	"54212"	"2"	""
"33091"	"54213"	"4"	""
"54215"	"54216"	"2"	""
"26568"	"54221"	"1"	"4"
"26568"	"54222"	"1"	""
"54225"	"54226"	"2"	""
"54230"	"54227"	"2"	""
"54230"	"54228"	"3"	""
"54233"	"54234"	"4"	""
"54234"	"54235"	"2"	""
"28417"	"54237"	"1"	"4"
"54241"	"53088"	"1"	"4"
"33907"	"54245"	"1"	""
"54245"	"54246"	"1"	""
"54245"	"33907"	"1"	"4"
"37264"	"29008"	"2"	""
"37697"	"54265"	"1"	"4"
"33690"	"54266"	"1"	"2"
"47185"	"45865"	"1"	"6"
"37704"	"47174"	"5"	""
"37704"	"43833"	"1"	"2"
"26987"	"54272"	"2"	""
"54187"	"54273"	"1"	""
"35311"	"54274"	"2"	""
"35311"	"54275"	"2"	""
"35679"	"54277"	"2"	""
"26384"	"54278"	"1"	""
"26531"	"54279"	"2"	""
"49224"	"54280"	"2"	""
"26481"	"54281"	"2"	""
"54284"	"54283"	"1"	"4"
"51894"	"51895"	"1"	"4"
"49873"	"54285"	"1"	"4"
"54286"	"54287"	"1"	"4"
"54287"	"54288"	"5"	""
"37011"	"54293"	"2"	""
"54297"	"54295"	"2"	""
"54298"	"54299"	"1"	"4"
"36333"	"54300"	"5"	""
"54157"	"54304"	"2"	""
"26466"	"54307"	"1"	""
"54309"	"54311"	"5"	""
"54309"	"54310"	"1"	"4"
"54309"	"54312"	"1"	"4"
"45688"	"54313"	"1"	"4"
"28291"	"54314"	"2"	""
"27080"	"54315"	"5"	""
"31824"	"54316"	"2"	""
"54316"	"54317"	"2"	""
"48744"	"54318"	"2"	""
"34250"	"27136"	"2"	""
"50711"	"54320"	"1"	"4"
"29526"	"45596"	"5"	""
"45596"	"45598"	"1"	"4"
"29526"	"45594"	"5"	""
"45594"	"45595"	"5"	""
"29526"	"45599"	"1"	""
"54323"	"52359"	"5"	"4"
"29245"	"54324"	"1"	"4"
"54325"	"54326"	"5"	""
"32269"	"54328"	"1"	"4"
"41028"	"54329"	"1"	"4"
"53329"	"54330"	"5"	""
"38111"	"54335"	"1"	""
"27233"	"54337"	"1"	"4"
"26452"	"54338"	"1"	"4"
"28901"	"54340"	"2"	""
"28920"	"54344"	"5"	""
"29547"	"54345"	"9"	""
"54342"	"54346"	"1"	"4"
"54347"	"54348"	"2"	""
"47019"	"54350"	"5"	""
"29881"	"54352"	"9"	""
"40526"	"54354"	"1"	"4"
"48141"	"48142"	"2"	""
"48142"	"48144"	"1"	""
"45701"	"45702"	"2"	""
"26163"	"54357"	"5"	""
"54361"	"54990"	"2"	""
"54363"	"54364"	"4"	""
"54368"	"54369"	"2"	""
"54371"	"50895"	"5"	""
"54371"	"46141"	"1"	""
"31871"	"54370"	"1"	""
"28476"	"54373"	"1"	"4"
"28476"	"54374"	"1"	"4"
"28476"	"54376"	"2"	""
"26474"	"54377"	"2"	""
"54381"	"54382"	"2"	""
"33652"	"33650"	"2"	""
"27108"	"33653"	"2"	""
"33653"	"46397"	"1"	""
"27108"	"46117"	"1"	""
"54386"	"54387"	"1"	"4"
"54388"	"40991"	"5"	""
"42747"	"54390"	"1"	""
"40991"	"54391"	"9"	""
"35137"	"54392"	"1"	""
"26708"	"54396"	"3"	""
"54396"	"30206"	"1"	""
"42953"	"54398"	"9"	""
"45594"	"51241"	"1"	""
"45594"	"45600"	"1"	""
"40649"	"40655"	"2"	""
"26162"	"44955"	"2"	""
"26162"	"40138"	"2"	""
"26162"	"43202"	"1"	"4"
"44955"	"38858"	"2"	""
"28228"	"54403"	"2"	""
"38331"	"54404"	"2"	""
"36637"	"36639"	"2"	""
"32723"	"54405"	"2"	""
"36811"	"54408"	"2"	""
"37382"	"54422"	"5"	""
"54409"	"54082"	"1"	""
"54409"	"54410"	"2"	""
"29398"	"54411"	"2"	""
"49788"	"54418"	"1"	"4"
"37394"	"37402"	"1"	"4"
"37402"	"37409"	"5"	""
"37394"	"41500"	"1"	"4"
"37394"	"37382"	"1"	"4"
"54424"	"54425"	"1"	"4"
"40849"	"54429"	"5"	""
"54432"	"54431"	"1"	"4"
"28173"	"52057"	"2"	""
"52054"	"36723"	"2"	""
"52054"	"54434"	"2"	""
"48365"	"54438"	"1"	"4"
"41543"	"40693"	"1"	"4"
"48974"	"54441"	"1"	"4"
"46436"	"49125"	"1"	"4"
"49658"	"54442"	"1"	"4"
"54444"	"54445"	"1"	"4"
"54445"	"54446"	"3"	""
"54444"	"54447"	"1"	"4"
"36730"	"54448"	"2"	""
"28173"	"54449"	"7"	""
"54453"	"50329"	"1"	""
"29162"	"54456"	"1"	"4"
"29162"	"54458"	"1"	"4"
"27733"	"54461"	"4"	""
"29083"	"54462"	"2"	"8"
"29552"	"54464"	"1"	"4"
"37094"	"54465"	"1"	"4"
"36571"	"54467"	"2"	""
"36571"	"54466"	"1"	"4"
"36571"	"54468"	"8"	""
"54470"	"36572"	"8"	""
"54470"	"54469"	"8"	""
"51528"	"54473"	"2"	""
"54474"	"54475"	"2"	""
"27051"	"54476"	"1"	"4"
"37585"	"37586"	"2"	""
"37585"	"54478"	"1"	""
"54479"	"54480"	"2"	""
"54479"	"54481"	"2"	""
"54484"	"47624"	"5"	""
"54485"	"54486"	"5"	""
"39004"	"54488"	"1"	""
"54490"	"53383"	"2"	""
"36959"	"44536"	"1"	"4"
"54491"	"54492"	"1"	""
"54493"	"54494"	"1"	""
"46438"	"46439"	"1"	""
"46438"	"54496"	"1"	""
"54501"	"54504"	"1"	""
"54502"	"54503"	"1"	""
"39520"	"54508"	"1"	""
"54507"	"54509"	"1"	""
"39520"	"54510"	"1"	""
"54519"	"54520"	"1"	""
"54520"	"54521"	"2"	""
"54522"	"54523"	"1"	""
"54523"	"54524"	"2"	""
"37502"	"43006"	"2"	""
"37502"	"43007"	"1"	"4"
"37502"	"43500"	"1"	"4"
"26378"	"54526"	"2"	""
"54561"	"54560"	"4"	""
