"source"	"target"	"type"	"subtype"
"50418"	"50419"	"1"	"4"
"30991"	"30992"	"5"	""
"30991"	"30993"	"1"	"4"
"30993"	"30994"	"5"	""
"30993"	"30995"	"5"	""
"46940"	"26869"	"1"	"4"
"50420"	"32572"	"8"	""
"50420"	"32571"	"8"	"4"
"34321"	"45260"	"5"	""
"34321"	"34322"	"2"	""
"34322"	"44710"	"5"	""
"34321"	"45261"	"6"	""
"45261"	"45050"	"5"	""
"37380"	"46379"	"5"	""
"41374"	"41375"	"1"	""
"41374"	"41376"	"1"	""
"49230"	"50423"	"5"	""
"44053"	"50424"	"5"	""
"44054"	"50425"	"1"	"4"
"44054"	"50426"	"5"	""
"50427"	"44063"	"5"	""
"44089"	"50428"	"5"	""
"36662"	"42033"	"1"	"4"
"32743"	"53285"	"1"	"4"
"32743"	"50365"	"1"	"4"
"47557"	"50429"	"5"	""
"50429"	"50430"	"5"	""
"30974"	"30973"	"5"	""
"30958"	"30957"	"5"	""
"35192"	"49273"	"5"	""
"35089"	"35090"	"5"	""
"35195"	"35194"	"5"	""
"32927"	"32926"	"6"	""
"45390"	"45389"	"1"	"4"
"32752"	"32778"	"2"	""
"40981"	"40982"	"5"	""
"40981"	"40983"	"1"	"2"
"31141"	"46203"	"1"	"4"
"32749"	"32775"	"2"	""
"44380"	"32680"	"5"	""
"28422"	"50432"	"1"	"4"
"30609"	"50433"	"5"	""
"50434"	"29778"	"2"	""
"50435"	"29787"	"2"	""
"26492"	"41150"	"2"	""
"28970"	"45577"	"2"	""
"45430"	"29361"	"5"	""
"32664"	"41730"	"5"	""
"26905"	"30914"	"2"	""
"29809"	"43891"	"1"	"4"
"29809"	"43892"	"1"	"4"
"50334"	"29812"	"1"	"4"
"45714"	"50436"	"1"	"4"
"50437"	"29762"	"1"	"4"
"50438"	"30944"	"1"	"4"
"50438"	"29823"	"1"	"4"
"26936"	"32888"	"5"	""
"29831"	"33183"	"1"	"4"
"37858"	"37859"	"1"	""
"32985"	"32986"	"2"	""
"50442"	"32989"	"5"	""
"32986"	"50442"	"2"	""
"29862"	"31258"	"5"	""
"29860"	"31265"	"5"	""
"50444"	"27783"	"1"	""
"26403"	"34059"	"2"	""
"32574"	"33443"	"4"	""
"30432"	"30433"	"5"	""
"30432"	"30434"	"5"	""
"27784"	"32886"	"5"	""
"27786"	"47779"	"1"	"4"
"33292"	"33144"	"2"	""
"26269"	"50446"	"1"	"4"
"29464"	"50447"	"2"	""
"48518"	"33306"	"5"	""
"45280"	"45282"	"5"	""
"45283"	"45284"	"5"	""
"27792"	"44993"	"5"	""
"39322"	"29063"	"5"	""
"27795"	"46514"	"5"	""
"27795"	"46515"	"1"	""
"50451"	"36645"	"1"	"4"
"27796"	"30021"	"1"	""
"35207"	"50285"	"2"	""
"50453"	"36640"	"5"	""
"33454"	"31708"	"5"	""
"26812"	"50455"	"1"	"4"
"32051"	"50456"	"1"	"4"
"36000"	"42331"	"1"	"4"
"29065"	"37312"	"1"	"4"
"41349"	"35167"	"1"	"4"
"41349"	"41350"	"1"	"4"
"26649"	"50458"	"1"	"4"
"29351"	"31218"	"1"	"4"
"50460"	"50461"	"1"	"4"
"29351"	"31226"	"1"	"4"
"27144"	"50462"	"2"	""
"29351"	"31220"	"1"	"4"
"31220"	"31219"	"5"	""
"41359"	"41671"	"1"	""
"45461"	"48554"	"1"	"4"
"48554"	"29068"	"5"	""
"45461"	"46950"	"1"	"4"
"29071"	"44716"	"5"	""
"36701"	"36702"	"6"	""
"50466"	"45118"	"5"	""
"38814"	"38815"	"1"	"4"
"29354"	"41533"	"5"	""
"29355"	"39251"	"2"	""
"27816"	"30028"	"5"	""
"35174"	"34185"	"5"	""
"29356"	"49348"	"1"	"4"
"50469"	"50470"	"5"	""
"29356"	"43087"	"1"	"4"
"29358"	"46252"	"5"	""
"42768"	"45991"	"1"	""
"45884"	"46033"	"1"	""
"29076"	"40206"	"2"	""
"29078"	"44447"	"1"	"4"
"27320"	"50472"	"4"	""
"28745"	"50473"	"5"	""
"39608"	"39607"	"1"	"2"
"36114"	"36119"	"5"	""
"30842"	"30843"	"8"	""
"27817"	"50477"	"5"	""
"29361"	"44106"	"1"	"4"
"35814"	"35815"	"5"	""
"35810"	"35825"	"5"	""
"29079"	"46873"	"1"	""
"45663"	"45664"	"1"	""
"27851"	"30863"	"5"	""
"29080"	"38047"	"5"	""
"29080"	"33220"	"1"	"4"
"27851"	"30862"	"2"	""
"41455"	"41654"	"2"	""
"41359"	"40773"	"1"	"4"
"41362"	"41360"	"2"	""
"40773"	"27580"	"5"	""
"40773"	"42014"	"4"	""
"41359"	"41455"	"1"	"4"
"41455"	"41361"	"5"	""
"41359"	"41362"	"2"	""
"40773"	"41411"	"1"	"4"
"41359"	"39068"	"1"	"4"
"41663"	"41712"	"2"	""
"41359"	"41423"	"1"	""
"41359"	"41431"	"1"	""
"50479"	"29366"	"2"	""
"41359"	"38494"	"1"	""
"41411"	"41412"	"1"	"4"
"41359"	"41663"	"1"	"4"
"50489"	"50493"	"2"	""
"50494"	"49170"	"5"	""
"50494"	"50495"	"2"	""
"29711"	"50496"	"5"	""
"29711"	"50497"	"2"	""
"50498"	"49175"	"5"	""
"50498"	"50499"	"2"	""
"46701"	"29384"	"1"	"4"
"50492"	"50501"	"2"	""
"50502"	"45652"	"5"	""
"50502"	"50503"	"2"	""
"50504"	"45653"	"5"	""
"50504"	"50505"	"2"	""
"50506"	"45651"	"5"	""
"50506"	"50507"	"2"	""
"50508"	"45654"	"5"	""
"37015"	"46105"	"1"	"4"
"50322"	"44665"	"1"	"4"
"44665"	"50509"	"1"	"4"
"44665"	"50482"	"5"	""
"50488"	"50510"	"2"	""
"50508"	"50512"	"2"	""
"36997"	"38945"	"5"	"4"
"38945"	"38963"	"1"	"4"
"29084"	"46428"	"5"	""
"30449"	"50513"	"5"	""
"29389"	"48181"	"1"	"4"
"29391"	"47559"	"5"	""
"36791"	"36792"	"6"	""
"29391"	"39001"	"1"	"4"
"29391"	"39002"	"1"	"4"
"50515"	"36999"	"5"	""
"50515"	"48201"	"1"	"4"
"41314"	"50516"	"1"	"4"
"36794"	"48957"	"2"	""
"38990"	"42004"	"1"	"4"
"37058"	"38597"	"1"	"4"
"37058"	"44936"	"1"	"4"
"50517"	"45918"	"1"	"4"
"29090"	"48552"	"1"	"4"
"48552"	"48548"	"5"	""
"29090"	"45387"	"1"	"4"
"29394"	"30338"	"5"	""
"29394"	"30339"	"1"	"2"
"29394"	"43233"	"1"	"6"
"37072"	"43067"	"5"	""
"29395"	"37072"	"5"	""
"29398"	"49179"	"2"	""
"48632"	"50518"	"5"	""
"29092"	"47530"	"5"	""
"29092"	"38827"	"1"	""
"38978"	"38855"	"1"	"4"
"38855"	"38848"	"5"	""
"29922"	"33700"	"5"	""
"38999"	"39000"	"1"	"4"
"38999"	"39116"	"1"	"7"
"38999"	"39007"	"1"	"4"
"48913"	"50355"	"1"	"4"
"29097"	"33086"	"2"	""
"27699"	"44964"	"1"	"7"
"29098"	"38994"	"5"	""
"29098"	"31075"	"1"	"4"
"29098"	"31077"	"1"	"7"
"29098"	"31076"	"1"	"4"
"39895"	"36883"	"2"	""
"29101"	"39894"	"2"	"5"
"29407"	"43112"	"1"	"4"
"29407"	"42854"	"1"	"4"
"37193"	"45656"	"1"	"4"
"29102"	"49147"	"1"	"4"
"29102"	"38558"	"1"	"4"
"29102"	"49572"	"1"	"4"
"36886"	"43748"	"5"	""
"36886"	"43744"	"2"	""
"29105"	"41175"	"1"	"4"
"29106"	"40291"	"1"	"4"
"35917"	"45467"	"1"	"4"
"29410"	"30566"	"2"	""
"29410"	"30567"	"5"	""
"30566"	"30568"	"1"	"4"
"50521"	"29094"	"5"	""
"27700"	"41313"	"1"	"4"
"41313"	"39644"	"5"	""
"27700"	"47546"	"1"	"4"
"50523"	"29104"	"1"	"4"
"37228"	"47594"	"2"	""
"47594"	"47595"	"5"	""
"44839"	"44850"	"1"	"4"
"30584"	"30585"	"5"	""
"30584"	"29413"	"5"	""
"29413"	"30586"	"2"	""
"39529"	"48476"	"1"	"4"
"27703"	"35767"	"9"	""
"27704"	"35769"	"6"	""
"27704"	"35784"	"5"	""
"29109"	"46097"	"1"	"4"
"35779"	"35777"	"6"	""
"37003"	"44618"	"1"	"4"
"38297"	"29414"	"5"	""
"29113"	"44389"	"5"	""
"29113"	"37010"	"1"	"4"
"35783"	"35785"	"5"	""
"35783"	"35771"	"1"	"4"
"42272"	"33243"	"1"	"4"
"29561"	"50529"	"1"	"4"
"50528"	"35776"	"4"	""
"28558"	"44298"	"1"	"4"
"28558"	"50530"	"5"	""
"49363"	"44408"	"5"	""
"49363"	"50291"	"1"	"4"
"45683"	"29416"	"5"	""
"29416"	"32398"	"1"	"7"
"29114"	"41659"	"4"	""
"47082"	"50536"	"5"	""
"48953"	"29876"	"1"	"4"
"27709"	"33685"	"1"	"4"
"27603"	"30799"	"5"	""
"27711"	"43080"	"1"	""
"29110"	"44611"	"1"	"4"
"44611"	"49308"	"5"	""
"27821"	"30031"	"1"	"4"
"50541"	"29111"	"1"	"4"
"46422"	"50542"	"2"	""
"27605"	"45353"	"1"	""
"50543"	"28324"	"5"	""
"40694"	"45027"	"1"	"4"
"27607"	"38646"	"1"	""
"27857"	"30036"	"1"	""
"50545"	"37025"	"5"	""
"50548"	"41781"	"1"	"4"
"50550"	"29424"	"5"	""
"45319"	"50552"	"5"	""
"50553"	"29466"	"1"	"4"
"50554"	"27610"	"1"	"4"
"27619"	"49195"	"1"	""
"35630"	"27608"	"8"	""
"37032"	"27955"	"2"	""
"43784"	"50557"	"1"	"4"
"37706"	"38835"	"1"	"4"
"30908"	"27713"	"2"	""
"27713"	"30909"	"1"	"4"
"30909"	"30910"	"5"	""
"30908"	"30911"	"1"	"4"
"30911"	"30912"	"5"	""
"45737"	"27714"	"2"	""
"27715"	"34854"	"1"	"13"
"27834"	"30035"	"1"	"4"
"27717"	"33139"	"1"	"2"
"29320"	"50561"	"1"	"4"
"35693"	"35694"	"1"	"2"
"35695"	"42061"	"1"	"2"
"50561"	"43196"	"5"	""
"29425"	"50564"	"1"	"4"
"27843"	"46134"	"1"	"4"
"35931"	"50566"	"6"	""
"35861"	"38792"	"5"	""
"27856"	"41484"	"1"	"4"
"40887"	"37079"	"1"	"4"
"41462"	"27844"	"5"	""
"40884"	"40885"	"2"	""
"40884"	"37076"	"1"	"4"
"27721"	"33437"	"5"	""
"27721"	"33438"	"1"	"2"
"27623"	"29962"	"1"	""
"35370"	"45474"	"1"	"4"
"29127"	"41820"	"2"	""
"33438"	"33439"	"1"	"4"
"27721"	"33411"	"1"	"2"
"27721"	"42867"	"1"	"4"
"41530"	"27723"	"5"	""
"44704"	"50570"	"5"	""
"42190"	"27734"	"5"	""
"27724"	"35877"	"2"	""
"27822"	"38893"	"5"	""
"35894"	"39055"	"5"	""
"35894"	"39193"	"5"	""
"35894"	"27726"	"5"	""
"27726"	"39192"	"1"	"4"
"35894"	"39194"	"1"	"4"
"35894"	"38513"	"1"	""
"35894"	"35904"	"1"	"4"
"35894"	"35905"	"1"	"4"
"29134"	"38481"	"1"	"4"
"29436"	"39428"	"1"	"4"
"37763"	"29436"	"5"	""
"28008"	"44454"	"1"	"4"
"28008"	"42460"	"1"	"4"
"31342"	"28874"	"2"	""
"26454"	"47930"	"1"	"2"
"31342"	"31343"	"1"	"4"
"50576"	"37914"	"1"	"4"
"31342"	"31344"	"1"	"4"
"27632"	"35677"	"1"	"4"
"27629"	"30818"	"1"	"4"
"27630"	"39492"	"1"	"2"
"29141"	"48844"	"1"	"4"
"48844"	"48845"	"2"	""
"35185"	"46603"	"2"	""
"35186"	"46604"	"2"	""
"27735"	"50578"	"5"	""
"50578"	"43470"	"1"	""
"43368"	"55069"	"2"	""
"55064"	"43368"	"2"	""
"34212"	"28017"	"3"	""
"29446"	"37927"	"1"	"4"
"37927"	"41072"	"1"	"4"
"29154"	"47487"	"1"	"4"
"29154"	"47131"	"1"	"4"
"50581"	"50583"	"3"	""
"29447"	"43438"	"1"	"4"
"27752"	"39006"	"1"	"4"
"37938"	"37939"	"1"	"4"
"42926"	"42934"	"1"	"4"
"45975"	"45976"	"2"	""
"45976"	"45978"	"7"	""
"27951"	"34988"	"2"	""
"46013"	"46010"	"2"	""
"46010"	"46009"	"7"	""
"50587"	"27742"	"5"	""
"29449"	"37945"	"1"	"4"
"37945"	"44257"	"1"	"4"
"49429"	"30267"	"5"	""
"28054"	"43822"	"5"	""
"28054"	"47019"	"1"	"4"
"29143"	"39280"	"1"	"4"
"27747"	"44898"	"5"	""
"27747"	"44994"	"1"	"4"
"50591"	"50592"	"5"	""
"50595"	"29452"	"5"	""
"29452"	"43791"	"2"	""
"50594"	"27748"	"5"	""
"27636"	"33954"	"1"	""
"27636"	"33955"	"1"	""
"27636"	"33956"	"1"	""
"27636"	"33957"	"1"	""
"50598"	"29455"	"1"	"4"
"39726"	"29146"	"1"	"2"
"29147"	"41303"	"1"	"4"
"29148"	"34828"	"5"	""
"26418"	"47509"	"5"	""
"26418"	"45610"	"1"	""
"45610"	"45611"	"5"	""
"26418"	"39551"	"1"	""
"26418"	"45612"	"1"	""
"26418"	"45615"	"1"	""
"26418"	"45616"	"1"	""
"26418"	"45606"	"1"	""
"45615"	"30102"	"5"	""
"45606"	"45613"	"1"	""
"26418"	"42678"	"1"	"4"
"45613"	"45605"	"5"	""
"29457"	"41840"	"5"	""
"29457"	"41754"	"1"	""
"29148"	"48474"	"5"	""
"29148"	"38399"	"1"	"4"
"39963"	"28045"	"2"	""
"28045"	"39964"	"1"	"4"
"39964"	"39399"	"5"	""
"28045"	"39400"	"1"	"4"
"28045"	"39401"	"1"	"4"
"40311"	"33134"	"2"	""
"33134"	"40317"	"1"	"4"
"40317"	"40318"	"5"	""
"27863"	"50599"	"5"	""
"33252"	"30188"	"5"	""
"33252"	"50441"	"2"	""
"50441"	"30341"	"5"	""
"33252"	"26680"	"1"	"4"
"27823"	"50602"	"2"	""
"27823"	"46132"	"1"	"4"
"27823"	"50604"	"5"	""
"27823"	"46147"	"1"	"4"
"27687"	"50605"	"2"	""
"35804"	"39845"	"1"	"4"
"27613"	"30012"	"1"	"4"
"27613"	"30012"	"1"	"7"
"35667"	"35671"	"1"	"4"
"50606"	"50607"	"2"	""
"50606"	"26826"	"1"	"4"
"37014"	"50608"	"4"	""
"33576"	"33578"	"1"	"4"
"29151"	"46401"	"5"	""
"35020"	"50609"	"1"	"4"
"35020"	"50614"	"1"	""
"29468"	"47847"	"5"	""
"29468"	"39321"	"1"	"4"
"29468"	"43549"	"1"	"4"
"27620"	"30017"	"1"	"4"
"27620"	"43124"	"1"	"4"
"27620"	"35730"	"1"	"4"
"27620"	"44455"	"1"	"4"
"27620"	"44100"	"1"	""
"27620"	"30018"	"1"	"4"
"28652"	"46280"	"1"	"4"
"35085"	"43895"	"1"	"4"
"52775"	"43896"	"5"	""
"35085"	"46416"	"1"	"4"
"35085"	"46416"	"1"	"7"
"46115"	"46116"	"1"	"4"
"50616"	"29467"	"1"	"4"
"29467"	"38116"	"5"	""
"50616"	"38115"	"1"	"4"
"50617"	"27010"	"5"	""
"38120"	"38121"	"1"	"4"
"38120"	"38122"	"1"	"4"
"50621"	"50622"	"5"	""
"27756"	"50630"	"1"	"4"
"30917"	"30918"	"1"	""
"30918"	"30919"	"5"	""
"29470"	"38125"	"1"	"4"
"38128"	"48249"	"1"	"4"
"29185"	"41197"	"6"	""
"29185"	"40539"	"1"	""
"29185"	"46403"	"1"	""
"29185"	"35569"	"1"	"4"
"46710"	"46714"	"2"	""
"38126"	"38132"	"1"	"4"
"27637"	"30819"	"5"	""
"27637"	"30820"	"1"	"4"
"30820"	"30821"	"5"	""
"42467"	"43189"	"1"	"4"
"38131"	"38130"	"5"	""
"38131"	"44108"	"1"	"4"
"38131"	"38133"	"1"	"4"
"27850"	"50637"	"5"	""
"26868"	"50638"	"1"	"4"
"50638"	"39058"	"5"	"4"
"29472"	"30659"	"5"	""
"29472"	"30660"	"1"	"4"
"50639"	"33705"	"5"	""
"27871"	"30330"	"5"	""
"42459"	"50647"	"1"	"4"
"27757"	"50635"	"5"	""
"50635"	"44925"	"1"	"4"
"50648"	"35827"	"1"	"4"
"30640"	"30641"	"1"	"4"
"30640"	"30642"	"2"	""
"27760"	"50650"	"1"	"4"
"50651"	"35892"	"1"	"4"
"38041"	"39721"	"5"	""
"38041"	"29473"	"1"	"4"
"29473"	"34957"	"1"	"4"
"44625"	"50653"	"1"	""
"50653"	"27866"	"2"	""
"27866"	"46135"	"5"	""
"29475"	"42616"	"5"	""
"49937"	"41024"	"5"	""
"29476"	"37997"	"1"	"4"
"54845"	"54846"	"2"	""
"29479"	"35091"	"5"	""
"29479"	"43193"	"1"	"4"
"29479"	"44639"	"1"	"4"
"29536"	"39970"	"5"	""
"29536"	"47127"	"1"	"4"
"29536"	"42314"	"1"	"4"
"29536"	"42722"	"1"	"4"
"29536"	"41336"	"9"	""
"29536"	"38860"	"1"	"4"
"29536"	"32394"	"1"	"4"
"50657"	"27765"	"1"	"2"
"27411"	"50658"	"5"	""
"50661"	"26827"	"5"	""
"50661"	"41600"	"1"	"2"
"28784"	"42216"	"1"	"2"
"28024"	"34405"	"5"	""
"28024"	"34406"	"1"	"4"
"28599"	"37587"	"5"	""
"47458"	"47459"	"3"	""
"27770"	"47457"	"3"	""
"28616"	"43197"	"2"	""
"50646"	"27864"	"1"	"4"
"29490"	"38123"	"1"	"4"
"29492"	"41272"	"5"	""
"39788"	"28027"	"2"	"5"
"28027"	"33070"	"2"	""
"29492"	"41273"	"2"	""
"41272"	"41274"	"1"	"4"
"50665"	"50666"	"1"	"4"
"28265"	"30679"	"5"	""
"28033"	"42420"	"5"	""
"42420"	"42421"	"2"	""
"28033"	"42422"	"1"	"4"
"50667"	"50668"	"5"	""
"36171"	"50662"	"1"	"4"
"50662"	"50663"	"5"	""
"28744"	"38457"	"2"	""
"29494"	"39594"	"5"	""
"29494"	"39595"	"1"	"4"
"42237"	"42238"	"1"	"4"
"51119"	"51120"	"1"	"4"
"47139"	"29496"	"1"	"4"
"41040"	"38165"	"1"	"4"
"27869"	"48882"	"1"	""
"50671"	"29499"	"5"	""
"26880"	"32658"	"1"	""
"26880"	"43700"	"1"	""
"50673"	"49672"	"2"	""
"29504"	"41886"	"1"	"4"
"27778"	"50675"	"2"	""
"50675"	"50676"	"1"	"4"
"38338"	"44459"	"5"	""
"50682"	"50683"	"1"	"7"
"46057"	"29508"	"1"	"4"
"37037"	"50685"	"5"	""
"50686"	"29511"	"5"	""
"28036"	"36326"	"2"	""
"36326"	"42037"	"2"	""
"50690"	"28524"	"2"	""
"28036"	"42038"	"1"	""
"36002"	"36001"	"2"	""
"26489"	"50691"	"2"	""
"35670"	"35669"	"1"	"4"
"35669"	"27682"	"2"	""
"50693"	"50694"	"1"	"4"
"27688"	"38577"	"5"	""
"27688"	"38580"	"1"	"4"
"27728"	"45388"	"1"	"4"
"50730"	"36542"	"1"	""
"27737"	"33619"	"9"	""
"29512"	"38177"	"1"	"4"
"36545"	"27896"	"1"	"4"
"50698"	"50699"	"1"	"4"
"50699"	"38228"	"5"	""
"28030"	"48101"	"1"	"4"
"50697"	"38210"	"1"	"4"
"38210"	"38211"	"5"	""
"30439"	"30440"	"1"	"4"
"50696"	"36197"	"1"	""
"50700"	"36192"	"1"	""
"29514"	"40327"	"1"	"4"
"50710"	"38846"	"1"	"4"
"44580"	"41633"	"1"	"4"
"29520"	"50231"	"1"	"4"
"28061"	"33476"	"5"	""
"38301"	"45170"	"1"	"4"
"28062"	"30732"	"2"	""
"50705"	"29374"	"2"	""
"50265"	"50706"	"1"	"4"
"50706"	"38229"	"2"	""
"31692"	"45259"	"8"	"4"
"29997"	"32271"	"5"	""
"29997"	"31285"	"1"	"4"
"28021"	"50707"	"1"	"4"
"29997"	"31179"	"1"	"4"
"28021"	"50708"	"1"	"4"
"29997"	"31754"	"1"	"4"
"29997"	"31182"	"1"	"4"
"31182"	"31187"	"1"	"4"
"31182"	"31224"	"1"	"4"
"31179"	"31751"	"1"	"4"
"31179"	"31753"	"1"	"4"
"29997"	"31185"	"1"	"4"
"31185"	"31225"	"1"	"4"
"29997"	"31183"	"1"	"4"
"31183"	"32957"	"5"	""
"50708"	"44351"	"1"	"4"
"50708"	"50709"	"1"	"4"
"28021"	"50710"	"1"	"4"
"41626"	"41627"	"5"	""
"29378"	"50712"	"1"	"4"
"28021"	"44580"	"1"	"4"
"28020"	"36264"	"1"	"4"
"46051"	"46052"	"2"	""
"43517"	"43518"	"5"	""
"43520"	"43521"	"5"	""
"40415"	"40411"	"1"	"4"
"35595"	"50714"	"1"	"4"
"36266"	"41379"	"1"	"4"
"36266"	"41380"	"1"	"4"
"27901"	"35954"	"2"	""
"32269"	"44284"	"1"	"4"
"41304"	"41305"	"1"	"4"
"42805"	"42806"	"1"	"4"
"29526"	"45597"	"1"	""
"39311"	"39312"	"5"	""
"39311"	"47983"	"1"	"4"
"47983"	"47984"	"5"	""
"39311"	"44216"	"1"	"4"
"42587"	"48396"	"5"	""
"42587"	"42799"	"1"	"4"
"42587"	"44255"	"1"	"4"
"28063"	"33597"	"5"	""
"26712"	"34294"	"1"	"4"
"31804"	"46349"	"5"	""
"29538"	"50720"	"5"	""
"29529"	"38147"	"1"	""
"29529"	"49121"	"1"	"4"
"31079"	"26723"	"5"	""
"53590"	"53591"	"1"	"2"
"31079"	"30166"	"1"	"4"
"31079"	"30165"	"1"	"4"
"31079"	"30238"	"1"	"4"
"30238"	"30192"	"5"	""
"31079"	"30423"	"1"	"4"
"34096"	"41306"	"1"	"4"
"43847"	"43848"	"2"	""
"46290"	"41879"	"2"	""
"41878"	"46289"	"2"	""
"26755"	"49180"	"5"	""
"29647"	"50724"	"5"	""
"29533"	"37931"	"1"	"4"
"40788"	"30589"	"5"	""
"29535"	"47402"	"5"	""
"42316"	"42315"	"1"	"4"
"50728"	"26692"	"5"	""
"28495"	"37192"	"5"	""
"37255"	"28398"	"2"	""
"50732"	"36923"	"1"	"4"
"38445"	"50734"	"1"	"4"
"29541"	"50735"	"1"	"4"
"33818"	"44950"	"1"	""
"40314"	"40315"	"1"	"4"
"49820"	"49822"	"2"	""
"38007"	"44789"	"1"	"4"
"32407"	"50742"	"1"	"4"
"32884"	"50745"	"6"	""
"27346"	"50746"	"5"	""
"26820"	"30280"	"2"	""
"26814"	"50747"	"2"	""
"48642"	"29545"	"5"	""
"50748"	"27848"	"5"	""
"48642"	"48643"	"1"	"4"
"50731"	"29549"	"1"	"4"
"27849"	"50749"	"5"	""
"33368"	"50750"	"8"	""
"27809"	"33367"	"1"	""
"48529"	"27982"	"1"	"4"
"27982"	"48530"	"5"	""
"26895"	"50751"	"2"	""
"26895"	"32726"	"3"	""
"32178"	"35094"	"5"	""
"33714"	"33715"	"5"	""
"50754"	"42341"	"1"	"4"
"50871"	"32510"	"8"	""
"27542"	"46593"	"2"	""
"46593"	"34420"	"5"	"11"
"27542"	"39617"	"1"	""
"27542"	"49340"	"1"	"4"
"32161"	"32162"	"1"	"4"
"27829"	"46459"	"1"	"4"
"50634"	"40946"	"1"	""
"39723"	"39724"	"1"	"4"
"47259"	"42543"	"1"	"4"
"28579"	"42542"	"1"	"4"
"51216"	"42541"	"1"	"4"
"27511"	"50009"	"2"	""
"30019"	"27785"	"2"	""
"30019"	"39744"	"5"	""
"39744"	"39239"	"4"	""
"39744"	"40041"	"1"	"4"
"30019"	"39297"	"1"	"1"
"50757"	"47542"	"1"	"4"
"33048"	"33050"	"5"	""
"33062"	"34282"	"5"	""
"33062"	"33063"	"2"	""
"33063"	"33064"	"2"	""
"50760"	"32906"	"5"	""
"32765"	"45001"	"5"	""
"45002"	"32766"	"5"	""
"27805"	"40055"	"2"	""
"50764"	"50761"	"1"	"4"
"50764"	"50762"	"1"	"4"
"27803"	"30022"	"1"	"4"
"27804"	"46563"	"1"	"4"
"26917"	"44831"	"5"	""
"26972"	"32995"	"5"	""
"26972"	"32990"	"5"	""
"32993"	"32994"	"8"	""
"42885"	"50768"	"5"	""
"26334"	"50769"	"1"	""
"26965"	"44535"	"3"	""
"26965"	"36485"	"1"	"4"
"50773"	"50774"	"1"	"4"
"33053"	"44904"	"1"	"4"
"28116"	"33057"	"1"	"4"
"27219"	"50775"	"3"	""
"43280"	"43281"	"4"	""
"43280"	"50776"	"2"	""
"29556"	"43027"	"2"	""
"43027"	"43030"	"5"	""
"29556"	"43032"	"1"	"4"
"46151"	"44343"	"1"	"4"
"32885"	"44668"	"1"	"4"
"32910"	"46327"	"2"	""
"32910"	"45578"	"1"	"2"
"50777"	"32970"	"1"	"4"
"50777"	"26963"	"2"	""
"28644"	"50778"	"5"	""
"28904"	"30794"	"1"	"4"
"45232"	"45233"	"5"	""
"50781"	"38917"	"2"	""
"48286"	"48287"	"5"	""
"45188"	"45189"	"2"	""
"35276"	"35323"	"2"	""
"29395"	"35567"	"1"	"4"
"29369"	"33859"	"1"	""
"28700"	"41325"	"1"	"1"
"28700"	"41325"	"1"	"2"
"50785"	"46492"	"5"	""
"50785"	"46440"	"2"	""
"37084"	"45878"	"1"	"4"
"37072"	"50787"	"1"	"4"
"46492"	"37084"	"1"	"4"
"46440"	"50786"	"2"	""
"38154"	"50788"	"1"	"4"
"28612"	"30037"	"1"	"4"
"28614"	"40184"	"2"	""
"28614"	"40186"	"1"	"4"
"33939"	"50235"	"5"	""
"28617"	"46307"	"5"	""
"28699"	"42590"	"5"	""
"28699"	"42591"	"2"	""
"28699"	"43954"	"2"	""
"28699"	"42592"	"2"	""
"50789"	"37011"	"1"	""
"27179"	"42986"	"5"	""
"32974"	"32969"	"8"	""
"28618"	"46185"	"1"	"4"
"28618"	"46093"	"1"	"4"
"32952"	"32951"	"5"	""
"28624"	"41959"	"5"	""
"50790"	"50791"	"5"	""
"41490"	"41491"	"1"	"4"
"28625"	"37570"	"2"	""
"41492"	"41493"	"1"	"4"
"48247"	"48248"	"1"	"4"
"28627"	"40855"	"5"	""
"26958"	"45817"	"5"	""
"26984"	"42984"	"5"	""
"42984"	"33940"	"2"	""
"37599"	"28629"	"5"	""
"32678"	"32690"	"5"	""
"28630"	"30041"	"2"	""
"30041"	"30040"	"5"	""
"50795"	"28630"	"2"	""
"33244"	"33245"	"1"	"4"
"33244"	"33194"	"1"	"4"
"50796"	"28632"	"5"	""
"28633"	"43349"	"1"	"4"
"43349"	"42167"	"5"	""
"42167"	"43913"	"5"	""
"28633"	"40950"	"1"	"4"
"43349"	"41427"	"1"	"4"
"38915"	"38914"	"1"	"4"
"41427"	"43352"	"5"	""
"28633"	"42166"	"1"	""
"42166"	"43353"	"5"	""
"32938"	"32942"	"5"	""
"32938"	"32941"	"2"	""
"33790"	"50797"	"1"	"2"
"32930"	"26952"	"5"	""
"32930"	"44435"	"1"	"4"
"32930"	"45751"	"1"	"4"
"42272"	"33192"	"1"	"4"
"33242"	"33175"	"1"	""
"37671"	"28637"	"1"	"4"
"37671"	"30042"	"1"	"4"
"28825"	"46880"	"2"	""
"46880"	"31724"	"1"	"4"
"28825"	"33156"	"1"	"4"
"28825"	"39005"	"1"	"4"
"33248"	"37346"	"1"	""
"33248"	"33216"	"1"	"4"
"50801"	"28638"	"5"	""
"37893"	"37729"	"2"	""
"28641"	"30296"	"1"	"4"
"33778"	"50803"	"2"	""
"50803"	"50804"	"2"	""
"26196"	"50805"	"5"	""
"33017"	"33018"	"2"	""
"28641"	"30669"	"1"	"4"
"31880"	"33456"	"5"	""
"50808"	"50809"	"1"	"4"
"34588"	"34589"	"1"	"4"
"28654"	"35824"	"5"	""
"39681"	"39682"	"1"	"4"
