"id"	"usagenote"	"POS"	"phraseolstruc"	"embededlex"	"othercharac"
"43249"	""	"24"	""	""	""
"43250"	""	"24"	""	""	""
"43251"	""	"20"	""	""	"(26)"
"43252"	""	"20"	""	""	"(26)"
"43253"	""	"19"	""	""	""
"43254"	""	"21"	"NC Prép NC"	"(40464,41478)"	"(28,166)"
"43255"	"(10)"	"23"	""	""	""
"43256"	""	"20"	""	""	"(26)"
"43257"	"(61,10,187)"	"20"	""	""	"(26)"
"43258"	"(7)"	"20"	""	""	"(26)"
"43259"	"(7)"	"20"	""	""	"(26)"
"43260"	""	"19"	""	""	""
"43261"	""	"21"	"NC Adj"	"(40336,26466)"	"(28,166)"
"43262"	""	"20"	""	""	"(28)"
"43263"	""	"20"	""	""	"(28)"
"43264"	""	"21"	"NC Prép.Circ Art NC"	"(45947,28501)"	"(26,168,98,72)"
"43265"	""	"23"	""	""	""
"43266"	""	"23"	""	""	""
"43267"	""	"24"	""	""	""
"43268"	""	"20"	""	""	"(28)"
"43269"	""	"20"	""	""	"(28)"
"43270"	""	"164"	"Adj Art NC V Adj."	"(29676,40464,41446,47919)"	"(166)"
"43271"	""	"20"	""	""	"(28,44)"
"43272"	""	"20"	""	""	"(28)"
"43273"	""	"20"	""	""	"(28)"
"43274"	""	"21"	"NC Prép Adv Adj"	"(42588,28397,43880)"	"(28,167)"
"43275"	""	"20"	""	""	"(28)"
"43276"	"(6)"	"20"	""	""	"(26)"
"43277"	""	"24"	""	""	""
"43278"	"(6)"	"20"	""	""	"(26)"
"43279"	""	"20"	""	""	"(28)"
"43280"	""	"20"	""	""	"(28)"
"43281"	""	"20"	""	""	"(28)"
"43282"	""	"20"	""	""	"(26)"
"43283"	""	"20"	""	""	"(26)"
"43284"	""	"19"	""	""	""
"43285"	""	"19"	""	""	""
"43286"	""	"20"	""	""	"(26)"
"43287"	""	"19"	""	""	"(76)"
"43288"	""	"20"	""	""	"(28)"
"43289"	""	"21"	"NC Prép NC"	"(29558,28524)"	"(26,166)"
"43290"	""	"21"	"NC Prép V"	"(29558,46458)"	"(26,168)"
"43291"	""	"21"	"NC Prép NC"	"(29558,46461)"	"(26,166)"
"43292"	""	"21"	"NC Prép NC"	"(29558,49321)"	"(26,167)"
"43293"	""	"21"	"NC Prép NC"	"(29558,49322)"	"(26,167)"
"43294"	""	"21"	"NC Prép NC"	"(29558,28586)"	"(26,168)"
"43295"	""	"21"	"NC Prép NC"	"(29558,27095)"	"(26,168)"
"43296"	""	"78"	"V LocN (Prép_$2)"	"(39134,49449)"	"(166)"
"43297"	""	"21"	"NC Adj"	"(41442,28984)"	"(26,168)"
"43298"	"(6)"	"20"	""	""	"(26)"
"43299"	""	"20"	""	""	"(28,131)"
"43300"	"(6)"	"20"	""	""	"(26)"
"43301"	""	"20"	""	""	"(26)"
"43302"	""	"20"	""	""	"(26)"
"43303"	""	"20"	""	""	"(26)"
"43304"	""	"78"	"V Art LocN (Prép_$2)"	"(42104,46851)"	"(166)"
"43305"	""	"78"	"V NC"	"(47544,42631)"	"(166)"
"43306"	""	"92"	"NC-Adj"	"(28707,49378)"	"(28,47)"
"43307"	""	"92"	""	""	"(26)"
"43308"	""	"21"	"NC Prép Art NC"	"(34310,41456)"	"(26,166)"
"43309"	""	"21"	"NC Prép NC"	"(46502,42732)"	"(28,167)"
"43310"	""	"21"	"NC Adj"	"(29558,29275)"	"(26,166)"
"43311"	""	"23"	""	""	""
"43312"	""	"20"	""	""	"(26)"
"43313"	""	"21"	"NC Prép Art NC"	"(42742,46463)"	"(26,167)"
"43314"	""	"23"	""	""	""
"43315"	""	"23"	""	""	""
"43316"	""	"23"	""	""	""
"43317"	""	"22"	"Prép Art NC"	"(29536,29558)"	"(31,166)"
"43318"	""	"20"	""	""	"(26)"
"43319"	""	"20"	""	""	"(28)"
"43320"	""	"20"	""	""	"(28)"
"43321"	""	"20"	""	""	"(26)"
"43322"	""	"20"	""	""	"(28)"
"43323"	""	"20"	""	""	"(26)"
"43324"	""	"21"	"NC Prép.Circ NC"	"(26606,27231)"	"(26,166)"
"43325"	""	"78"	""	""	"(166)"
"43326"	""	"155"	"Conj Art NC"	"(32377)"	"(32)"
"43327"	""	"20"	""	""	"(28)"
"43328"	""	"22"	"Prép NC"	"(38351,32377)"	"(31,166)"
"43329"	""	"20"	""	""	"(26)"
"43330"	""	"20"	""	""	"(28)"
"43331"	""	"20"	""	""	"(28,55)"
"43332"	"(6)"	"20"	""	""	"(28)"
"43333"	""	"20"	""	""	"(28)"
"43334"	""	"21"	"NC Prép NC"	"(29558,33024)"	"(26,167)"
"43335"	""	"78"	"Vpro Art NC Prép.Loc Art NC"	"(28341,28777,33197)"	"(166)"
"43336"	""	"20"	""	""	"(26)"
"43337"	""	"23"	""	""	""
"43338"	""	"23"	""	""	""
"43339"	""	"23"	""	""	""
"43340"	"(10)"	"23"	""	""	""
"43341"	""	"20"	""	""	"(26)"
"43342"	""	"78"	"V Prép.Circ Art NC"	"(29290,29558)"	"(166)"
"43343"	""	"21"	"NC Prép.Circ NC"	"(26658,29558)"	"(32,166)"
"43344"	""	"20"	""	""	"(26)"
"43345"	"(61)"	"78"	"V Adj NC"	"(39134,38650,33197)"	"(166)"
"43346"	""	"21"	"NC Prép NC"	"(29558,37178)"	"(26,167)"
"43347"	""	"64"	""	""	""
"43349"	""	"64"	""	""	"(232)"
"43351"	""	"21"	"NC Prép NC"	"(39108,33380)"	"(26,166,131)"
"43352"	""	"64"	""	""	""
"43353"	""	"64"	""	""	""
"43354"	""	"21"	"NC Prép NC"	"(29558,29645)"	"(26,167)"
"43355"	""	"21"	"NC Prép NC"	"(29558,35535)"	"(26,168)"
"43356"	""	"78"	"V Art Adj NC"	"(53938,38513,26931)"	"(166)"
"43357"	""	"20"	""	""	"(26,70)"
"43358"	""	"20"	""	""	"(26)"
"43359"	""	"20"	""	""	"(26)"
"43360"	""	"23"	""	""	""
"43361"	""	"22"	"Prép NC"	"(44955,33197)"	"(31,167)"
"43362"	""	"23"	""	""	""
"43363"	""	"21"	"NC Adj"	"(27231,39104)"	"(168)"
"43364"	""	"78"	"Vpro LocPrép"	"(42818,43361)"	"(166)"
"43365"	""	"21"	"NC Adj"	"(29558,37461)"	"(26,168)"
"43366"	""	"21"	"NC Prép.Circ Art NC"	"(26358,33197)"	"(28,167,131)"
"43367"	""	"21"	"NC Prép Art NC"	"(28811,33197)"	"(28,166,55)"
"43368"	""	"20"	""	""	"(28,50)"
"43369"	""	"20"	""	""	"(26)"
"43370"	""	"20"	""	""	"(28)"
"43371"	"(103)"	"20"	""	""	"(28)"
"43372"	"(10)"	"20"	""	""	"(28)"
"43373"	""	"22"	"Prép NC"	"(33023,27518)"	"(31,166,76)"
"43374"	"(10)"	"82"	""	""	""
"43375"	""	"22"	"Prép NC"	"(38351,33197)"	"(31,167)"
"43376"	""	"19"	""	""	""
"43377"	""	"21"	"NC Prép NC"	"(30646,33197)"	"(28,167)"
"43380"	""	"20"	""	""	"(28)"
"43381"	"(103)"	"20"	""	""	"(28)"
"43382"	"(10)"	"20"	""	""	"(26)"
"43383"	""	"21"	"NC Prép Npr"	"(41456,49804)"	"(28,166,71,129)"
"43384"	""	"21"	"Adj NC"	"(27758,42986)"	"(167,250)"
"43385"	""	"20"	""	""	"(28)"
"43386"	""	"23"	""	""	""
"43387"	""	"24"	""	""	""
"43388"	""	"20"	""	""	"(28,50)"
"43389"	""	"20"	""	""	"(28)"
"43390"	""	"24"	""	""	""
"43391"	""	"21"	"NC Prép NC"	"(43214,31377)"	"(28,168)"
"43392"	""	"21"	"NC Prép Art NC"	"(45794,43272)"	"(26,166)"
"43393"	""	"20"	""	""	"(26)"
"43394"	""	"21"	"NC Prép.Circ NC"	"(30631,46221)"	"(26,167)"
"43395"	""	"20"	""	""	"(26)"
"43396"	""	"20"	""	""	"(26)"
"43397"	""	"19"	""	""	""
"43398"	""	"19"	""	""	""
"43399"	""	"21"	"Adj NC"	"(33300,26720)"	"(28,166)"
"43400"	""	"21"	"Art NC Prép.Circ Art NC"	"(28099,44439,40100,28099,43160)"	"(32,166)"
"43401"	""	"78"	"V Art NC Prép.Loc Art NC"	"(47676,44439,43160)"	"(166)"
"43402"	""	"21"	"NC Prép Art NC"	"(29558,36714)"	"(26,167)"
"43403"	""	"21"	"NC Prép NC"	"(42949,44628)"	"(28,166)"
"43404"	""	"23"	""	""	""
"43405"	"(103)"	"181"	""	""	""
"43406"	""	"19"	""	""	"(44)"
"43407"	""	"23"	""	""	""
"43408"	""	"23"	""	""	""
"43409"	""	"20"	""	""	"(28)"
"43410"	""	"21"	"NC Prép NC"	"(33044,29558)"	"(28,166,131)"
"43411"	"(12)"	"20"	""	""	"(26,56)"
"43412"	""	"23"	""	""	""
"43413"	""	"23"	""	""	""
"43414"	""	"22"	"LocPrép Prép Num NC"	"(49248,29745,27215)"	"(32,166,98)"
"43415"	""	"22"	"Prép Art NC Prép NC"	"(27215,29602)"	"(32,166,131,98)"
"43416"	""	"19"	""	""	""
"43417"	""	"19"	""	""	""
"43418"	""	"20"	""	""	"(28,44)"
"43419"	""	"20"	""	""	"(28)"
"43420"	"(10)"	"19"	""	""	"(44,148)"
"43421"	""	"21"	"Adj NC"	"(35894,32377)"	"(26,166)"
"43422"	""	"20"	""	""	"(28)"
"43423"	""	"20"	""	""	"(26)"
"43424"	""	"20"	""	""	"(28)"
"43425"	"(6)"	"20"	""	""	"(28,55)"
"43426"	""	"20"	"NC-NC"	"(28857,26720)"	"(28)"
"43427"	""	"21"	"NC Prép NC"	"(33987,26720)"	"(26,166)"
"43428"	""	"21"	"NC Prép NC"	"(43381,26720)"	"(28,166,73)"
"43429"	""	"21"	""	""	"(28,166,73)"
"43430"	""	"78"	"V Art NC Art NC"	"(34197,29744,26720,29744,26720)"	"(166)"
"43431"	""	"78"	"V Art Adj NC Prép V"	"(39248,26414,26720,42682)"	"(166)"
"43432"	""	"20"	""	""	"(28)"
"43433"	""	"22"	"Prép NC"	"(43349,40406)"	"(32,166)"
"43434"	""	"20"	""	""	"(28)"
"43435"	"(6)"	"20"	""	""	"(28)"
"43436"	""	"20"	""	""	"(26)"
"43437"	""	"19"	""	""	""
"43438"	""	"20"	""	""	"(26)"
"43439"	"(6)"	"20"	""	""	"(28)"
"43440"	""	"20"	""	""	"(28,50)"
"43441"	""	"20"	""	""	"(28)"
"43442"	""	"20"	""	""	"(28)"
"43443"	""	"20"	""	""	"(28)"
"43444"	""	"23"	""	""	""
"43445"	""	"78"	"V ProDét NC Prép.Dat Art NC"	"(27175,29453,28088,43202,28099,26720)"	"(166)"
"43446"	""	"154"	"Adj Prép NC"	"(35123,50095)"	"(166)"
"43447"	""	"20"	""	""	"(26)"
"43448"	""	"78"	"V Prép Art NC Conj Prép Art NC (Prép_$2)"	"(28034,26720,29478)"	"(166)"
"43449"	""	"20"	""	""	"(26)"
"43450"	""	"78"	"AdvNég LocV Art NC"	"(41807,26720)"	"(166,156)"
"43451"	""	"20"	""	""	"(28)"
"43452"	""	"20"	""	""	"(28)"
"43453"	""	"20"	""	""	"(26)"
"43454"	""	"20"	"NC-NC"	"(26473,43081)"	"(28)"
"43455"	""	"20"	"V-NC"	"(26568,27697)"	"(28)"
"43456"	""	"20"	""	""	"(28)"
"43457"	""	"210"	"Prép Adj NC, Adj NC"	"(26523,26720,26523,29118)"	"(169)"
"43458"	""	"205"	"NC Adj V Art NC Adj."	"(26720,49102,26953,27205,27631)"	"(169)"
"43460"	""	"205"	"ProRel Art NC AdvNég V Adv, Art NC V."	"(26720,48619,38679,29478,26994)"	"(169)"
"43461"	""	"21"	"NC Prép.Circ Art NC"	"(30574,26720)"	"(166)"
"43462"	""	"78"	"AdvNég LocV Prép ProImpers V Art NC"	"(48619,41807,42682,26720)"	"(166,156)"
"43463"	""	"205"	"ProImpers AdvNég V V Art NC ProRel V."	"(48619,27496,29242,26720,48098)"	"(169)"
"43464"	""	"205"	"Art NC, Adj Art NC V Adj."	"(28524,29676,26720,41447,27755)"	"(169)"
"43465"	""	"21"	"NC Adj"	"(43793,39878)"	"(28,166)"
"43466"	""	"21"	"NC Prép NC"	"(41159,37007)"	"(28,166)"
"43467"	""	"21"	""	""	"(28,166)"
"43468"	""	"20"	"NC-Adj"	"(26720,49115)"	"(28)"
"43469"	"(105)"	"20"	""	""	"(26)"
"43470"	""	"23"	""	""	""
"43471"	""	"20"	""	""	"(28)"
"43472"	""	"20"	""	""	"(28)"
"43473"	""	"20"	""	""	"(28)"
"43474"	""	"20"	""	""	"(26)"
"43475"	""	"20"	""	""	"(26)"
"43476"	""	"20"	""	""	"(28)"
"43477"	""	"20"	""	""	"(26)"
"43478"	""	"20"	""	""	"(28)"
"43479"	""	"20"	""	""	"(28)"
"43480"	""	"20"	""	""	"(28)"
"43481"	""	"20"	""	""	"(28)"
"43482"	""	"20"	""	""	"(26)"
"43483"	""	"20"	""	""	"(26)"
"43484"	""	"20"	""	""	"(26)"
"43485"	""	"20"	""	""	"(28)"
"43486"	""	"20"	""	""	"(28)"
"43487"	""	"20"	""	""	"(28)"
"43488"	""	"20"	""	""	"(28)"
"43489"	""	"20"	""	""	"(26)"
"43490"	""	"21"	"NC Prép NC"	"(42413,38353,28494)"	"(26,166)"
"43491"	""	"20"	""	""	"(28)"
"43492"	""	"21"	"NC Prép NC"	"(28870,46587)"	"(28,168,40)"
"43493"	"(6)"	"20"	""	""	"(28,44)"
"43494"	"(6)"	"20"	""	""	"(28,44)"
"43495"	""	"23"	""	""	""
"43496"	""	"23"	""	""	""
"43497"	""	"20"	""	""	"(28)"
"43498"	"(5)"	"20"	""	""	"(28)"
"43499"	"(10)"	"20"	""	""	"(26,129)"
"43500"	""	"19"	""	""	""
"43501"	""	"19"	""	""	""
"43502"	""	"20"	""	""	"(28,50)"
"43503"	""	"21"	""	""	"(28,166,50)"
"43504"	""	"23"	""	""	""
"43505"	""	"24"	""	""	""
"43506"	""	"23"	""	""	""
"43507"	""	"23"	""	""	""
"43508"	""	"24"	""	""	""
"43509"	""	"24"	""	""	""
"43510"	"(12)"	"20"	""	""	"(28)"
"43511"	"(12,61)"	"63"	""	""	""
"43512"	""	"20"	""	""	"(28)"
"43513"	""	"20"	""	""	"(28)"
"43514"	""	"20"	""	""	"(28)"
"43515"	""	"20"	""	""	"(26)"
"43516"	""	"20"	""	""	"(26)"
"43517"	""	"20"	""	""	"(26)"
"43518"	""	"20"	""	""	"(26)"
"43519"	""	"20"	""	""	"(28)"
"43520"	""	"20"	""	""	"(28)"
"43521"	""	"20"	""	""	"(28)"
"43522"	""	"20"	""	""	"(28,44)"
"43523"	""	"21"	"NC Prép NC"	"(46422,27375)"	"(28,167)"
"43524"	""	"20"	""	""	"(26)"
"43525"	""	"20"	""	""	"(28)"
"43526"	""	"20"	""	""	"(26)"
"43527"	""	"20"	""	""	"(28)"
"43528"	""	"20"	""	""	"(26)"
"43529"	""	"20"	""	""	"(26)"
"43530"	"(6)"	"20"	""	""	"(26)"
"43531"	""	"20"	""	""	"(26)"
"43532"	""	"20"	""	""	"(28)"
"43533"	""	"20"	""	""	"(26)"
"43534"	""	"23"	""	""	""
"43535"	""	"19"	""	""	""
"43536"	""	"20"	""	""	"(28)"
"43537"	"(12)"	"20"	""	""	"(28)"
"43538"	""	"23"	""	""	""
"43539"	""	"21"	"Adv NC (Prép_$1)"	"(28839,44591)"	"(168,129)"
"43540"	"(6)"	"20"	""	""	"(26)"
"43541"	""	"20"	""	""	"(28)"
"43542"	"(6)"	"21"	"NC Prép NC"	"(29558,43540)"	"(26,167)"
"43543"	""	"24"	""	""	""
"43544"	""	"19"	""	""	""
"43545"	""	"21"	""	""	"(28,166)"
"43546"	""	"20"	""	""	"(26,55)"
"43547"	""	"23"	""	""	""
"43548"	""	"19"	""	""	""
"43549"	""	"23"	""	""	""
"43550"	""	"20"	""	""	"(26)"
"43551"	""	"21"	"NC Prép.Circ NC"	"(27539,43550)"	"(26,168)"
"43552"	""	"21"	""	""	"(26,166)"
"43553"	"(6)"	"20"	""	""	"(26)"
"43554"	""	"20"	""	""	"(26)"
"43555"	"(6)"	"20"	""	""	"(28)"
"43556"	""	"78"	"Clit V Art NC Prép Art NC"	"(43125,29625,28449)"	"(166,72)"
"43557"	""	"21"	"NC Adj"	"(29568,48612)"	"(32,166)"
"43558"	""	"22"	"Prép Art NC"	"(44955,44658)"	"(167)"
"43559"	""	"23"	""	""	""
"43560"	""	"23"	""	""	""
"43561"	""	"23"	""	""	""
"43562"	""	"23"	""	""	""
"43563"	""	"20"	""	""	"(28)"
"43564"	""	"78"	"V Art NC"	"(46360,46362)"	"(166)"
"43565"	""	"78"	""	""	"(166)"
"43566"	""	"20"	""	""	"(26)"
"43567"	""	"78"	"V Art NC"	"(28117,28099,30600)"	"(166)"
"43568"	""	"78"	"V Art NC"	"(39974,28324)"	"(167)"
"43569"	""	"78"	"V Art NC"	"(39974,28099,46365)"	"(166)"
"43570"	""	"24"	""	""	""
"43571"	""	"24"	""	""	""
"43572"	"(6)"	"20"	""	""	"(28)"
"43573"	""	"20"	""	""	"(28)"
"43574"	""	"20"	""	""	"(28)"
"43575"	""	"19"	""	""	""
"43576"	""	"19"	""	""	""
"43577"	"(10)"	"19"	""	""	""
"43578"	""	"78"	"LocV PhNC NC Prép Art NC"	"(41807,27200,28572,48016)"	"(166)"
"43579"	"(12)"	"21"	"NC Prép.Circ NC"	"(28572,46278)"	"(28,166)"
"43580"	"(6)"	"21"	"NC Adj"	"(28572,46279)"	"(28,166)"
"43581"	""	"23"	""	""	""
"43582"	""	"24"	""	""	""
"43583"	""	"23"	""	""	""
"43584"	""	"20"	""	""	"(26)"
"43585"	""	"20"	""	""	"(26)"
"43586"	""	"20"	""	""	"(26)"
"43588"	""	"23"	""	""	""
"43589"	""	"23"	""	""	""
"43590"	""	"23"	""	""	""
"43591"	""	"20"	""	""	"(28)"
"43592"	""	"23"	""	""	""
"43593"	""	"20"	""	""	"(26)"
"43594"	""	"20"	""	""	"(26)"
"43595"	""	"23"	""	""	""
"43596"	""	"20"	""	""	"(26)"
"43597"	""	"22"	""	""	"(34,167,173)"
"43598"	""	"23"	""	""	""
"43599"	""	"23"	""	""	""
"43600"	""	"23"	""	""	""
"43601"	"(10)"	"23"	""	""	""
"43602"	""	"20"	""	""	"(26)"
"43603"	""	"23"	""	""	""
"43605"	""	"23"	""	""	""
"43606"	"(10)"	"23"	""	""	""
"43608"	"(10)"	"23"	""	""	""
"43610"	"(10)"	"23"	""	""	""
"43611"	""	"23"	""	""	""
"43612"	""	"20"	""	""	"(28)"
"43613"	"(6)"	"23"	""	""	""
"43614"	""	"20"	""	""	"(26)"
"43615"	""	"20"	""	""	"(26)"
"43616"	""	"63"	""	""	""
"43617"	""	"21"	"NC Prép.Circ NC"	"(28775,33024)"	"(28,167,98)"
"43618"	""	"23"	""	""	"(125)"
"43619"	""	"23"	""	""	""
"43620"	"(6)"	"19"	""	""	""
"43621"	"(10)"	"23"	""	""	""
"43622"	"(10)"	"23"	""	""	""
"43623"	""	"21"	"NC Adj"	"(28775,46350)"	"(28,167)"
"43624"	"(6)"	"19"	""	""	""
"43626"	""	"21"	"NC Prép.Circ NC"	"(28775,43168)"	"(28,167)"
"43627"	""	"20"	""	""	"(26)"
"43628"	""	"20"	""	""	"(26)"
"43629"	""	"19"	""	""	""
"43630"	""	"21"	"NC NC"	"(28775,26955)"	"(28,167)"
"43631"	""	"20"	""	""	"(28)"
"43632"	""	"20"	""	""	"(28)"
"43633"	""	"20"	""	""	"(28)"
"43634"	""	"20"	""	""	"(26)"
"43635"	""	"78"	"V Prép.Circ Art NC"	"(26967,27084)"	"(166)"
"43636"	""	"21"	"NC Adj"	"(46160,28469)"	"(26,168)"
"43637"	""	"78"	"V Prép.Circ Art NC"	"(46793,27084)"	"(166)"
"43638"	""	"21"	"NC Prép NC"	"(28775,33132)"	"(28,166)"
"43639"	""	"78"	"V Prép.Circ Art NC"	"(28658,27084)"	"(166)"
"43640"	""	"20"	""	""	"(28)"
"43641"	""	"192"	"NC Prép NC"	"(39259,28456)"	"(171)"
"43642"	""	"21"	"NC Prép.Circ NC"	"(39259,46136)"	"(28,168)"
"43643"	""	"20"	""	""	"(28)"
"43644"	""	"23"	""	""	""
"43645"	""	"21"	"NC Prép.Circ NC"	"(39259,46138)"	"(28,168)"
"43646"	"(10)"	"20"	""	""	"(28)"
"43647"	""	"20"	""	""	"(28)"
"43648"	""	"20"	""	""	"(28)"
"43649"	""	"20"	""	""	"(26)"
"43650"	""	"19"	""	""	""
"43651"	""	"22"	"Prép NC Prép.Gén NC"	"(49642,49643)"	"(32,166)"
"43652"	""	"23"	""	""	""
"43654"	""	"20"	""	""	"(26)"
"43655"	""	"23"	""	""	""
"43656"	""	"20"	""	""	"(26)"
"43657"	""	"23"	""	""	""
"43658"	""	"23"	""	""	""
"43659"	""	"21"	"NC Prép Npr"	"(29843,46553)"	"(28,166)"
"43660"	""	"78"	"V ProDét NC (Prép.Obl_$2)"	"(43613,29843)"	"(166)"
"43661"	""	"23"	""	""	""
"43662"	""	"20"	""	""	"(28)"
"43663"	"(105)"	"78"	"V Prép.Circ Art NC"	"(46358,29843)"	"(166)"
"43664"	""	"20"	""	""	"(28)"
"43665"	""	"20"	""	""	"(28)"
"43666"	""	"23"	""	""	""
"43667"	""	"21"	"NC NC"	"(29843,47133)"	"(28,168)"
"43668"	""	"20"	""	""	"(26)"
"43669"	""	"20"	""	""	"(26,129)"
"43670"	"(10)"	"23"	""	""	""
"43671"	""	"20"	""	""	"(28)"
"43672"	""	"20"	""	""	"(26)"
"43673"	""	"20"	""	""	"(28,129)"
"43674"	""	"20"	""	""	"(28)"
"43675"	""	"20"	""	""	"(26)"
"43676"	""	"19"	""	""	""
"43677"	""	"78"	"V Art NC (Prép.Dat_$2)"	"(26311,43276)"	"(166)"
"43678"	""	"78"	"Clit V Prép Adj Art NC"	"(29864,29676,26929)"	"(166)"
"43679"	""	"20"	"NC-NC"	"(28775,26462)"	"(28)"
"43680"	""	"20"	""	""	"(26)"
"43681"	"(6)"	"21"	"NC Prép.Circ NC"	"(43272,26658)"	"(28,167)"
"43682"	""	"23"	""	""	""
"43683"	"(10)"	"78"	"V Prép NC ($2)"	"(28314,26473)"	"(166)"
"43684"	"(10)"	"19"	""	""	"(44,148)"
"43685"	""	"21"	"NC Prép.Circ NC"	"(26732,33197)"	"(28,167)"
"43686"	""	"21"	"Adj NC"	"(46434,29558)"	"(26,166)"
"43687"	""	"21"	"NC Prép.Circ Art NC"	"(28849,29558)"	"(28,166)"
"43688"	""	"78"	"AdvNég V Adv Art NC"	"(48619,43932,47525,26291)"	"(166)"
"43689"	""	"78"	"AdvNég Vpro Adv Art NC"	"(48619,34823,47525,27309)"	"(166)"
"43690"	""	"20"	""	""	"(28)"
"43691"	""	"20"	""	""	"(28)"
"43692"	""	"24"	""	""	""
"43693"	""	"21"	""	""	"(28,166)"
"43694"	""	"23"	""	""	""
"43695"	""	"23"	""	""	""
"43696"	""	"23"	""	""	""
"43697"	""	"23"	""	""	""
"43698"	""	"23"	""	""	""
"43699"	""	"20"	""	""	"(28)"
"43700"	""	"23"	""	""	"(125)"
"43701"	""	"23"	""	""	"(156)"
"43702"	""	"23"	""	""	""
"43703"	""	"24"	""	""	""
"43704"	""	"23"	""	""	""
"43705"	""	"78"	"V Art NC (Prép.Loc_$2)"	"(28021,28099,30600)"	"(166)"
"43706"	""	"23"	""	""	""
"43707"	""	"195"	"V NC (Prép.Loc_$2)"	"(39134,27382)"	"(171)"
"43708"	"(6)"	"20"	""	""	"(28)"
"43709"	""	"23"	""	""	""
"43710"	""	"21"	"NC Prép NC"	"(42267,26251)"	"(28,167)"
"43711"	""	"21"	"NC Prép NC"	"(40336,26926)"	"(28,168)"
"43712"	""	"23"	""	""	""
"43713"	""	"20"	""	""	"(26)"
"43714"	""	"205"	"Adj NC V Adj, Conj Npr ProPers V NC."	"(39165,28857,45373,39192,28914,40858,49187,29828)"	"(169,98)"
"43715"	""	"20"	""	""	"(28)"
"43716"	""	"78"	"V Prép Adj Art NC Prép Art NC"	"(28684,29676,26929,47501)"	"(166,98)"
"43717"	""	"20"	""	""	"(28)"
"43718"	""	"20"	""	""	"(28)"
"43719"	""	"20"	""	""	"(28)"
"43720"	""	"205"	"Art NC Conj Art NC, ProImpers AdvNég Clit V."	"(30911,26929,48619,27144)"	"(169)"
"43721"	""	"20"	""	""	"(28)"
"43722"	"(185)"	"22"	"Prép NC"	"(26929)"	"(31,166)"
"43723"	""	"20"	""	""	"(26)"
"43724"	""	"78"	"V LocPrép.Circ"	"(29245,43865)"	"(166)"
"43725"	""	"78"	"AdvNég V Art NC (Prép_$2)"	"(48619,29864,26929)"	"(166)"
"43726"	""	"20"	""	""	"(28)"
"43727"	""	"154"	"Adj Prép.Circ NC"	"(46563,26929)"	"(166)"
"43728"	""	"20"	""	""	"(28)"
"43729"	""	"155"	"Conj Art NC Prép Art NC"	"(32783,26929)"	"(32,166)"
"43730"	""	"78"	"V Art NC"	"(47680,40386)"	"(167)"
"43731"	""	"21"	""	""	"(28,99,166,44)"
"43732"	""	"21"	"NC Prép Art NC"	"(46130,26916)"	"(26,166)"
"43733"	""	"20"	""	""	"(28,129)"
"43734"	""	"20"	""	""	"(28,129)"
"43735"	""	"23"	""	""	""
"43736"	""	"20"	"NC-NC"	"(28823,44185)"	"(28)"
"43737"	""	"20"	""	""	"(28)"
"43738"	""	"23"	""	""	""
"43739"	""	"23"	""	""	""
"43740"	""	"21"	"NC Prép.Circ NC"	"(35611,28324)"	"(26,166)"
"43741"	""	"23"	""	""	""
"43742"	""	"192"	"NC Adj"	"(29538,36720)"	"(171)"
"43743"	""	"20"	""	""	"(28)"
"43744"	""	"20"	""	""	"(28)"
"43746"	""	"23"	""	""	""
"43747"	""	"23"	""	""	""
"43748"	""	"20"	""	""	"(28)"
"43749"	""	"23"	""	""	""
"43750"	""	"20"	""	""	"(28)"
"43751"	""	"20"	""	""	"(28)"
"43752"	""	"20"	""	""	"(26)"
"43753"	""	"20"	""	""	"(26)"
"43754"	"(6)"	"20"	""	""	"(28)"
"43755"	"(6)"	"20"	""	""	"(28)"
"43756"	""	"23"	""	""	""
"43757"	""	"23"	""	""	""
"43758"	""	"19"	""	""	""
"43759"	"(6)"	"20"	""	""	"(28)"
"43760"	""	"20"	""	""	"(26)"
"43761"	""	"23"	""	""	""
"43762"	""	"21"	"NC ProRel V"	"(49412,26710)"	"(28,167,47)"
"43763"	""	"164"	"ProInter ProPers ProPers V ?"	"(50236,26710)"	"(166)"
"43764"	""	"23"	""	""	""
"43765"	"(6)"	"20"	""	""	"(28)"
"43766"	""	"23"	""	""	""
"43767"	""	"23"	""	""	""
"43768"	""	"20"	""	""	"(26)"
"43769"	""	"19"	""	""	""
"43770"	"(6)"	"20"	""	""	"(26)"
"43771"	""	"20"	""	""	"(28)"
"43772"	""	"20"	""	""	"(26)"
"43773"	""	"20"	""	""	"(26)"
"43774"	""	"20"	""	""	"(26)"
"43775"	""	"20"	""	""	"(26)"
"43776"	""	"20"	""	""	"(28)"
"43777"	""	"23"	""	""	""
"43778"	"(61)"	"23"	""	""	""
"43779"	""	"64"	""	""	""
"43780"	""	"19"	""	""	""
"43781"	""	"19"	""	""	""
"43782"	""	"22"	"Prép NC Prép.Gén NC"	"(33942,31212)"	"(93,168)"
"43783"	""	"22"	""	""	"(93,166)"
"43784"	""	"19"	""	""	""
"43785"	""	"23"	""	""	""
"43786"	""	"24"	""	""	""
"43787"	""	"23"	""	""	""
"43788"	""	"19"	""	""	""
"43789"	""	"19"	""	""	""
"43790"	""	"23"	""	""	""
"43791"	""	"20"	""	""	"(28)"
