"id"	"usagenote"	"POS"	"phraseolstruc"	"embededlex"	"othercharac"
"30205"	""	"23"	""	""	""
"30206"	""	"23"	""	""	""
"30208"	""	"20"	""	""	"(26)"
"30210"	""	"20"	""	""	"(28)"
"30211"	""	"20"	""	""	"(28)"
"30212"	""	"23"	""	""	""
"30213"	""	"20"	""	""	"(28)"
"30214"	""	"20"	""	""	"(26)"
"30215"	""	"20"	""	""	"(26)"
"30216"	""	"20"	""	""	"(26)"
"30217"	"(6)"	"20"	""	""	"(28)"
"30223"	""	"24"	""	""	""
"30224"	""	"24"	""	""	""
"30227"	""	"24"	""	""	""
"30228"	""	"20"	""	""	"(28)"
"30229"	""	"23"	""	""	""
"30230"	""	"24"	""	""	""
"30231"	""	"20"	""	""	"(28,99,76)"
"30232"	""	"20"	""	""	"(26)"
"30233"	""	"20"	""	""	"(26)"
"30234"	""	"20"	""	""	"(26)"
"30235"	""	"20"	""	""	"(28)"
"30236"	""	"20"	""	""	"(28)"
"30237"	""	"20"	""	""	"(26)"
"30238"	""	"23"	""	""	""
"30240"	""	"19"	""	""	"(139)"
"30241"	""	"23"	""	""	"(125)"
"30242"	""	"20"	""	""	"(26)"
"30243"	""	"19"	""	""	""
"30244"	""	"19"	""	""	""
"30245"	""	"23"	""	""	""
"30246"	""	"20"	""	""	"(28)"
"30247"	""	"20"	""	""	"(26)"
"30248"	""	"20"	""	""	"(28)"
"30249"	""	"20"	""	""	"(28,44)"
"30250"	""	"20"	""	""	"(28)"
"30251"	""	"20"	""	""	"(26)"
"30255"	""	"20"	""	""	"(28)"
"30256"	"(6)"	"20"	""	""	"(26)"
"30259"	""	"20"	""	""	"(26)"
"30261"	""	"20"	""	""	"(26,38)"
"30262"	""	"19"	""	""	""
"30263"	""	"19"	""	""	""
"30264"	""	"19"	""	""	""
"30265"	""	"20"	""	""	"(26)"
"30267"	""	"19"	""	""	""
"30268"	""	"19"	""	""	""
"30269"	""	"20"	""	""	"(26)"
"30270"	""	"20"	""	""	"(28)"
"30271"	""	"20"	""	""	"(28)"
"30272"	""	"23"	""	""	""
"30273"	""	"20"	""	""	"(28)"
"30274"	""	"20"	""	""	"(28)"
"30275"	""	"20"	""	""	"(26)"
"30276"	""	"20"	""	""	"(28)"
"30278"	""	"23"	""	""	""
"30280"	""	"20"	""	""	"(28)"
"30281"	""	"23"	""	""	""
"30282"	"(10)"	"23"	""	""	""
"30283"	"(10)"	"23"	""	""	""
"30285"	""	"23"	""	""	""
"30286"	""	"23"	""	""	""
"30287"	""	"23"	""	""	""
"30288"	""	"23"	""	""	""
"30289"	""	"23"	""	""	""
"30291"	""	"20"	""	""	"(28)"
"30293"	""	"20"	""	""	"(26)"
"30294"	""	"20"	""	""	"(26)"
"30295"	""	"19"	""	""	""
"30296"	""	"20"	""	""	"(28)"
"30297"	""	"20"	""	""	"(28)"
"30298"	""	"20"	""	""	"(26)"
"30299"	""	"19"	""	""	""
"30300"	""	"23"	""	""	""
"30301"	""	"20"	""	""	"(28)"
"30302"	""	"20"	""	""	"(28)"
"30303"	"(10)"	"20"	""	""	"(28)"
"30304"	""	"20"	""	""	"(28)"
"30305"	""	"19"	""	""	""
"30306"	""	"23"	""	""	""
"30307"	""	"23"	""	""	""
"30309"	""	"23"	""	""	""
"30310"	""	"23"	""	""	""
"30311"	""	"23"	""	""	""
"30316"	""	"23"	""	""	""
"30317"	""	"23"	""	""	""
"30320"	""	"19"	""	""	""
"30323"	""	"23"	""	""	""
"30324"	""	"23"	""	""	""
"30325"	""	"20"	""	""	"(28)"
"30326"	""	"19"	""	""	""
"30327"	""	"20"	""	""	"(28)"
"30328"	""	"23"	""	""	""
"30329"	""	"23"	""	""	""
"30330"	""	"20"	""	""	"(26)"
"30331"	""	"23"	""	""	""
"30332"	""	"23"	""	""	""
"30333"	""	"19"	""	""	""
"30334"	""	"20"	""	""	"(28,44)"
"30335"	""	"20"	""	""	"(28)"
"30336"	""	"20"	""	""	"(26)"
"30337"	""	"20"	""	""	"(26)"
"30338"	""	"20"	""	""	"(26)"
"30339"	""	"20"	""	""	"(26)"
"30341"	""	"20"	""	""	"(26)"
"30342"	""	"20"	""	""	"(28,130)"
"30343"	""	"20"	""	""	"(28,55)"
"30344"	""	"23"	""	""	""
"30350"	""	"23"	""	""	""
"30351"	""	"20"	""	""	"(26)"
"30352"	""	"20"	""	""	"(26)"
"30353"	""	"20"	""	""	"(26)"
"30357"	""	"20"	""	""	"(26)"
"30358"	""	"20"	""	""	"(26)"
"30359"	""	"23"	""	""	""
"30360"	""	"20"	""	""	"(28)"
"30362"	""	"19"	""	""	""
"30367"	""	"20"	""	""	"(28)"
"30368"	""	"20"	""	""	"(28)"
"30369"	""	"23"	""	""	""
"30374"	""	"20"	""	""	"(28)"
"30375"	""	"19"	""	""	""
"30377"	"(6)"	"20"	""	""	"(26)"
"30378"	""	"19"	""	""	""
"30379"	""	"23"	""	""	""
"30380"	""	"20"	""	""	"(28)"
"30381"	"(10)"	"20"	""	""	"(28)"
"30382"	""	"24"	""	""	""
"30383"	""	"24"	""	""	""
"30384"	""	"20"	""	""	"(28,38)"
"30385"	""	"20"	""	""	"(28)"
"30386"	""	"20"	""	""	"(26)"
"30389"	""	"20"	""	""	"(26)"
"30390"	""	"20"	""	""	"(26,129)"
"30391"	""	"20"	""	""	"(26)"
"30392"	"(10)"	"20"	""	""	"(28,129)"
"30393"	"(6)"	"20"	""	""	"(28)"
"30394"	"(6)"	"20"	""	""	"(28)"
"30395"	""	"20"	""	""	"(28)"
"30396"	"(6)"	"20"	""	""	"(28)"
"30397"	""	"20"	""	""	"(26)"
"30399"	""	"20"	""	""	"(28)"
"30400"	""	"23"	""	""	""
"30401"	""	"23"	""	""	""
"30402"	""	"23"	""	""	""
"30403"	""	"23"	""	""	""
"30404"	""	"19"	""	""	""
"30405"	""	"20"	""	""	"(26)"
"30406"	""	"20"	""	""	"(28)"
"30408"	"(10)"	"20"	""	""	"(28,129)"
"30409"	""	"24"	""	""	""
"30410"	""	"20"	""	""	"(28)"
"30411"	""	"20"	""	""	"(28)"
"30412"	""	"20"	""	""	"(28)"
"30413"	""	"20"	""	""	"(28)"
"30414"	""	"23"	""	""	""
"30415"	""	"23"	""	""	""
"30416"	""	"23"	""	""	""
"30417"	""	"23"	""	""	""
"30418"	""	"20"	""	""	"(28)"
"30419"	"(7)"	"23"	""	""	""
"30420"	""	"24"	""	""	""
"30421"	"(13)"	"20"	""	""	"(28)"
"30422"	"(10)"	"23"	""	""	""
"30423"	""	"23"	""	""	""
"30425"	"(10)"	"23"	""	""	""
"30427"	"(10)"	"20"	""	""	"(28)"
"30431"	""	"23"	""	""	""
"30432"	""	"19"	""	""	""
"30433"	""	"19"	""	""	""
"30434"	""	"63"	""	""	"(90)"
"30435"	""	"20"	""	""	"(26)"
"30436"	""	"20"	""	""	"(28)"
"30437"	""	"20"	""	""	"(26,50)"
"30438"	""	"20"	""	""	"(26,50)"
"30439"	""	"20"	""	""	"(28)"
"30440"	""	"20"	""	""	"(28)"
"30441"	""	"20"	""	""	"(28,99)"
"30442"	"(6)"	"20"	""	""	"(26)"
"30443"	""	"20"	""	""	"(26)"
"30444"	""	"20"	""	""	"(26)"
"30445"	""	"20"	""	""	"(28)"
"30446"	""	"20"	""	""	"(28,40)"
"30447"	""	"20"	""	""	"(28)"
"30448"	""	"20"	""	""	"(28)"
"30449"	""	"22"	"Prép Art NC (Prép.Gén_$2)"	"(49272)"	"(166)"
"30450"	"(6)"	"20"	""	""	"(26)"
"30451"	""	"20"	""	""	"(26,40)"
"30452"	""	"20"	""	""	"(28,47)"
"30453"	""	"20"	""	""	"(26,50)"
"30454"	""	"20"	""	""	"(26,50)"
"30455"	""	"20"	""	""	"(28)"
"30456"	""	"20"	""	""	"(26,50)"
"30457"	""	"21"	"NC Prép V"	"(30445,32872)"	"(28,167,191)"
"30458"	""	"21"	""	""	"(28,166)"
"30459"	"(10)"	"21"	""	""	"(28,166)"
"30460"	""	"20"	""	""	"(28)"
"30461"	""	"20"	""	""	"(28)"
"30462"	""	"20"	""	""	"(28)"
"30463"	""	"20"	""	""	"(28)"
"30464"	""	"20"	""	""	"(28)"
"30465"	""	"20"	""	""	"(28)"
"30466"	""	"20"	""	""	"(28,50)"
"30467"	""	"20"	""	""	"(26)"
"30468"	""	"20"	""	""	"(26)"
"30469"	""	"20"	""	""	"(26,43)"
"30470"	""	"20"	""	""	"(26)"
"30472"	""	"20"	""	""	"(26)"
"30473"	""	"20"	""	""	"(26)"
"30474"	""	"20"	""	""	"(28)"
"30475"	""	"20"	""	""	"(28)"
"30476"	""	"20"	""	""	"(28)"
"30477"	"(6)"	"20"	""	""	"(28)"
"30478"	""	"20"	""	""	"(28)"
"30479"	""	"20"	"V-NC"	"(45679,28036)"	"(28,44)"
"30480"	""	"20"	""	""	"(28)"
"30481"	""	"20"	""	""	"(28)"
"30482"	""	"20"	""	""	"(28,44)"
"30483"	""	"20"	""	""	"(26,50)"
"30484"	""	"20"	""	""	"(28)"
"30485"	""	"20"	""	""	"(26)"
"30486"	""	"20"	""	""	"(26)"
"30487"	""	"20"	""	""	"(26)"
"30488"	""	"20"	""	""	"(26)"
"30489"	""	"20"	""	""	"(28)"
"30490"	""	"20"	""	""	"(28,56)"
"30491"	""	"20"	""	""	"(26,50)"
"30492"	""	"20"	""	""	"(26,50)"
"30493"	""	"20"	""	""	"(26)"
"30494"	"(10)"	"20"	""	""	"(26)"
"30495"	"(10)"	"20"	""	""	"(26)"
"30496"	""	"20"	""	""	"(28)"
"30497"	""	"20"	""	""	"(28)"
"30498"	""	"20"	""	""	"(28)"
"30499"	""	"20"	""	""	"(26)"
"30500"	""	"20"	""	""	"(28,191)"
"30501"	""	"20"	""	""	"(26)"
"30502"	""	"20"	""	""	"(28,38)"
"30503"	""	"21"	"Adj NC"	"(38961,26291)"	"(28,166)"
"30504"	""	"20"	""	""	"(26)"
"30505"	""	"20"	""	""	"(26,100)"
"30506"	""	"20"	""	""	"(28,44)"
"30507"	""	"20"	""	""	"(26)"
"30508"	""	"20"	""	""	"(26)"
"30509"	""	"23"	""	""	"(87)"
"30510"	""	"23"	""	""	""
"30511"	""	"20"	""	""	"(28)"
"30512"	""	"20"	""	""	"(28)"
"30513"	""	"20"	""	""	"(28)"
"30514"	""	"20"	""	""	"(28)"
"30515"	""	"20"	""	""	"(26)"
"30516"	""	"20"	""	""	"(26)"
"30517"	""	"20"	""	""	"(26)"
"30518"	""	"20"	""	""	"(28,50)"
"30519"	""	"20"	""	""	"(26)"
"30520"	""	"20"	""	""	"(26)"
"30521"	""	"20"	""	""	"(28)"
"30522"	""	"20"	""	""	"(28,47)"
"30523"	""	"20"	""	""	""
"30524"	""	"23"	""	""	""
"30525"	""	"23"	""	""	""
"30526"	""	"20"	""	""	"(26,55)"
"30527"	""	"20"	""	""	"(26)"
"30528"	""	"20"	""	""	"(26)"
"30529"	""	"20"	""	""	"(26,129)"
"30530"	""	"23"	""	""	"(51)"
"30531"	""	"23"	""	""	"(45)"
"30532"	""	"23"	""	""	"(45)"
"30533"	""	"20"	""	""	"(26,56)"
"30534"	""	"23"	""	""	""
"30535"	""	"20"	""	""	"(26,56)"
"30536"	""	"20"	""	""	"(26)"
"30537"	""	"20"	""	""	"(28,50)"
"30538"	""	"20"	""	""	"(28,50)"
"30539"	""	"20"	""	""	"(28)"
"30540"	""	"20"	""	""	"(28)"
"30542"	""	"20"	""	""	"(28)"
"30543"	""	"20"	""	""	"(28)"
"30544"	""	"20"	""	""	"(28)"
"30545"	""	"20"	""	""	"(28)"
"30546"	""	"20"	""	""	"(28)"
"30547"	""	"20"	""	""	"(28)"
"30548"	""	"20"	""	""	"(26,50)"
"30550"	""	"20"	""	""	"(26,50)"
"30551"	""	"20"	""	""	"(26,50)"
"30552"	""	"20"	""	""	"(26)"
"30553"	""	"20"	""	""	"(28)"
"30554"	""	"20"	""	""	"(26)"
"30555"	"(10)"	"20"	""	""	"(26)"
"30556"	""	"20"	""	""	"(28)"
"30557"	""	"20"	""	""	"(28)"
"30558"	""	"20"	""	""	"(28,47)"
"30559"	"(13)"	"20"	""	""	"(28)"
"30560"	""	"20"	""	""	"(28)"
"30561"	""	"20"	""	""	"(28)"
"30562"	""	"20"	""	""	"(26)"
"30563"	"(13)"	"20"	""	""	"(28)"
"30564"	""	"20"	""	""	"(28)"
"30565"	""	"20"	""	""	"(28)"
"30566"	""	"20"	""	""	"(28)"
"30567"	""	"20"	""	""	"(28)"
"30568"	""	"20"	""	""	"(28)"
"30569"	""	"20"	""	""	"(28)"
"30570"	""	"20"	""	""	"(28)"
"30571"	""	"21"	""	""	"(26,168,98)"
"30572"	""	"21"	"Adj NC"	"(26523,50029)"	"(28,166,50)"
"30573"	""	"21"	"Adj NC"	"(26523,27851)"	"(26,168,50)"
"30574"	""	"20"	""	""	"(26)"
"30575"	""	"20"	""	""	"(26)"
"30576"	""	"20"	""	""	"(26,50)"
"30577"	""	"20"	""	""	"(26,50)"
"30578"	""	"20"	""	""	"(28)"
"30579"	""	"20"	""	""	"(28)"
"30580"	""	"20"	""	""	"(28)"
"30581"	""	"19"	""	""	""
"30582"	""	"19"	""	""	""
"30583"	""	"20"	""	""	"(26,50)"
"30584"	""	"20"	""	""	"(28)"
"30585"	""	"20"	""	""	"(28)"
"30586"	""	"20"	""	""	"(28)"
"30587"	""	"23"	""	""	""
"30588"	""	"20"	""	""	"(28,100)"
"30589"	""	"20"	""	""	"(26)"
"30590"	""	"20"	""	""	"(26,131)"
"30591"	""	"20"	""	""	"(26,131)"
"30592"	""	"20"	""	""	"(26,131)"
"30593"	""	"20"	""	""	"(26,99,131)"
"30594"	""	"20"	""	""	"(26,131)"
"30595"	""	"19"	""	""	""
"30596"	""	"20"	""	""	"(28,56)"
"30597"	""	"19"	""	""	""
"30598"	"(10)"	"22"	"Prép NC"	"(30574)"	"(31,166)"
"30599"	""	"22"	"Prép NC"	"(26797)"	"(31,166)"
"30600"	""	"20"	""	""	"(26)"
"30601"	""	"20"	""	""	"(26,50)"
"30602"	""	"20"	""	""	"(28)"
"30603"	""	"22"	"Prép NC"	"(28353)"	"(31,166)"
"30604"	""	"22"	"Prép NC"	"(28420)"	"(31,166)"
"30605"	""	"20"	""	""	"(26)"
"30606"	""	"20"	""	""	"(28)"
"30607"	""	"20"	""	""	"(28)"
"30608"	""	"20"	""	""	"(26)"
"30609"	""	"22"	"Prép Art Adj NC"	"(44955,28936,30074)"	"(166)"
"30610"	""	"22"	"Prép Art Adj NC"	"(44955,28099,29359,30074)"	"(162,166)"
"30611"	""	"20"	""	""	"(26)"
"30612"	""	"20"	""	""	"(26)"
"30613"	""	"20"	""	""	"(28)"
"30614"	""	"20"	""	""	"(28)"
"30615"	""	"20"	""	""	"(28)"
"30616"	""	"20"	""	""	"(28)"
"30617"	""	"22"	"Prép NC (Prép.Gén_$2)"	"(31362)"	"(167)"
"30618"	""	"22"	"Prép NC"	"(31362)"	"(31,167)"
"30619"	""	"20"	""	""	"(28)"
"30620"	""	"22"	"Prép NC"	"(46492)"	"(31,166)"
"30621"	""	"22"	"Prép NC"	"(49250)"	"(31,167)"
"30622"	""	"20"	""	""	"(28)"
"30623"	""	"20"	""	""	"(26)"
"30624"	""	"20"	""	""	"(26)"
"30625"	""	"20"	""	""	"(26)"
"30626"	""	"20"	""	""	"(26)"
"30627"	""	"20"	""	""	"(26)"
"30628"	""	"20"	""	""	"(28,47)"
"30629"	""	"20"	""	""	"(28)"
"30630"	""	"20"	""	""	"(26,100)"
"30631"	""	"20"	""	""	"(26)"
"30632"	""	"20"	""	""	"(26)"
"30633"	""	"20"	""	""	"(26)"
"30634"	""	"20"	""	""	"(26)"
"30635"	""	"20"	""	""	"(26)"
"30636"	""	"20"	""	""	"(26)"
"30637"	""	"20"	""	""	"(26)"
"30638"	""	"20"	""	""	"(28)"
"30639"	""	"20"	""	""	"(28,54)"
"30640"	""	"20"	""	""	"(28)"
"30641"	""	"20"	""	""	"(28)"
"30642"	""	"20"	""	""	"(28)"
"30643"	""	"20"	""	""	"(26)"
"30644"	""	"20"	""	""	"(26)"
"30645"	""	"20"	""	""	"(28)"
"30646"	""	"20"	""	""	"(28)"
"30647"	""	"20"	""	""	"(28)"
"30648"	""	"20"	""	""	"(28)"
"30649"	""	"20"	""	""	"(28)"
"30650"	""	"20"	""	""	"(28)"
"30651"	""	"20"	""	""	"(28)"
"30652"	""	"20"	""	""	"(26)"
"30653"	""	"20"	""	""	"(26,50)"
"30654"	""	"20"	""	""	"(26,129)"
"30655"	""	"20"	""	""	"(26)"
"30656"	""	"22"	"Prép NC"	"(49297)"	"(31,166)"
"30657"	""	"20"	""	""	"(26)"
"30658"	""	"22"	"Prép NC"	"(49298)"	"(31,166)"
"30659"	""	"23"	""	""	""
"30660"	"(12)"	"23"	""	""	""
"30661"	""	"22"	"Prép Art NC (Prép.Gén_$2)"	"(43193,28099,30568)"	"(166)"
"30662"	""	"20"	""	""	"(28)"
"30663"	""	"20"	""	""	"(28)"
"30664"	""	"20"	""	""	"(28)"
"30665"	"(6)"	"20"	""	""	"(28)"
"30666"	""	"20"	""	""	"(26)"
"30667"	""	"20"	""	""	"(26)"
"30668"	""	"20"	""	""	"(26)"
"30669"	""	"20"	""	""	"(28,99)"
"30671"	""	"20"	""	""	"(26,50)"
"30672"	""	"20"	""	""	"(26,50)"
"30673"	""	"20"	""	""	"(26,50)"
"30674"	""	"20"	""	""	"(26)"
"30675"	""	"20"	""	""	"(26)"
"30676"	""	"20"	""	""	"(26)"
"30677"	""	"20"	""	""	"(26)"
"30678"	""	"20"	""	""	"(28)"
"30679"	""	"20"	""	""	"(28)"
"30680"	""	"20"	""	""	"(28,56)"
"30681"	""	"20"	""	""	"(28)"
"30682"	""	"20"	""	""	"(28)"
"30683"	""	"20"	""	""	"(26,50)"
"30684"	""	"20"	""	""	"(28)"
"30685"	""	"20"	""	""	"(28)"
"30686"	""	"20"	""	""	"(28)"
"30687"	""	"20"	""	""	"(26)"
"30688"	""	"20"	""	""	"(26)"
"30689"	""	"20"	""	""	"(26,50)"
"30690"	""	"20"	""	""	"(26)"
"30691"	""	"20"	""	""	"(28)"
"30692"	""	"20"	""	""	"(28)"
"30693"	""	"20"	""	""	"(26,99)"
"30694"	""	"20"	""	""	"(26)"
"30695"	""	"20"	""	""	"(28)"
"30696"	""	"20"	""	""	"(26,50)"
"30697"	""	"20"	""	""	"(26)"
"30698"	""	"20"	""	""	"(28)"
"30699"	""	"20"	""	""	"(26)"
"30700"	""	"20"	""	""	"(26,50)"
"30701"	""	"64"	""	""	"(26,50)"
"30702"	""	"20"	""	""	"(26)"
"30703"	""	"20"	""	""	"(26)"
"30704"	""	"20"	""	""	"(26)"
"30705"	""	"20"	""	""	"(26)"
"30706"	""	"20"	""	""	"(26)"
"30707"	""	"20"	""	""	"(28)"
"30708"	""	"20"	""	""	"(26,50)"
"30709"	""	"20"	""	""	"(26)"
"30710"	""	"20"	""	""	"(26)"
"30711"	""	"20"	""	""	"(28)"
"30712"	""	"20"	""	""	"(28)"
"30713"	""	"20"	""	""	"(28)"
"30714"	""	"20"	""	""	"(28)"
"30715"	""	"20"	""	""	"(28)"
"30716"	""	"20"	""	""	"(28)"
"30717"	""	"20"	""	""	"(28)"
"30718"	""	"20"	""	""	"(26,47)"
"30719"	""	"20"	""	""	"(26,90,47)"
"30720"	""	"20"	""	""	"(26,50)"
"30721"	""	"20"	""	""	"(26)"
"30722"	""	"20"	""	""	"(26,50)"
"30723"	""	"20"	""	""	"(26)"
"30724"	""	"20"	""	""	"(26)"
"30725"	""	"22"	"Prép Art Adj NC (Conj_$2)"	"(38860,28308,30074)"	"(93,166)"
"30726"	""	"21"	"NC Adj"	"(47049,32421)"	"(26,167)"
"30727"	""	"20"	""	""	"(28)"
"30729"	""	"20"	""	""	"(26)"
"30730"	""	"20"	""	""	"(26,47)"
"30731"	""	"20"	""	""	"(28)"
"30732"	""	"20"	""	""	"(28)"
"30733"	""	"20"	""	""	"(26,50)"
"30737"	""	"20"	""	""	"(26)"
"30738"	""	"20"	""	""	"(28)"
"30739"	""	"20"	""	""	"(28)"
"30740"	""	"20"	""	""	"(28)"
"30741"	""	"20"	""	""	"(28)"
"30742"	""	"20"	""	""	"(26)"
"30743"	""	"20"	""	""	"(26,50)"
"30744"	""	"20"	""	""	"(26)"
"30745"	""	"20"	""	""	"(28)"
"30746"	"(10)"	"20"	""	""	"(26)"
"30747"	"(10)"	"20"	""	""	"(26)"
"30748"	""	"20"	""	""	"(26)"
"30749"	"(8)"	"20"	""	""	"(26,50)"
"30750"	""	"20"	""	""	"(26,50)"
"30751"	""	"24"	""	""	""
"30752"	""	"20"	""	""	"(28)"
"30753"	""	"20"	""	""	"(28)"
"30754"	""	"20"	""	""	"(28)"
"30755"	""	"20"	""	""	"(28)"
"30756"	""	"23"	""	""	""
"30758"	""	"21"	"NC Prép NC"	"(46192,46193)"	"(26,166)"
"30759"	""	"24"	""	""	""
"30760"	""	"20"	""	""	"(28)"
"30761"	""	"20"	""	""	"(28)"
"30762"	""	"24"	""	""	""
"30763"	""	"20"	""	""	"(28)"
"30764"	""	"20"	""	""	"(26)"
"30765"	""	"20"	""	""	"(26)"
"30766"	""	"21"	"NC Prép NC"	"(30764,28204)"	"(26,166)"
"30768"	""	"20"	""	""	"(28)"
"30769"	""	"20"	""	""	"(28)"
"30770"	""	"20"	""	""	"(28)"
"30771"	""	"20"	""	""	"(26,50)"
"30772"	""	"20"	""	""	"(26,100)"
"30773"	""	"20"	""	""	"(28)"
"30774"	""	"20"	""	""	"(28,99,208)"
"30775"	"(10)"	"20"	""	""	"(26)"
"30776"	"(10)"	"20"	""	""	"(26)"
"30777"	""	"20"	""	""	"(26)"
"30778"	""	"20"	""	""	"(26)"
"30779"	""	"20"	""	""	"(26)"
"30780"	""	"20"	""	""	"(26)"
"30781"	""	"24"	""	""	""
"30782"	"(16,10)"	"20"	""	""	"(26)"
"30784"	"(15)"	"20"	""	""	"(26)"
"30785"	""	"20"	""	""	"(26)"
"30786"	"(12)"	"20"	""	""	"(26)"
"30787"	""	"20"	""	""	"(26,38)"
"30788"	""	"19"	""	""	""
"30790"	""	"20"	""	""	"(28)"
"30791"	""	"20"	""	""	"(28,50)"
"30792"	""	"20"	""	""	"(28)"
"30793"	""	"20"	""	""	"(28,100)"
"30794"	""	"20"	""	""	"(28,38,50)"
"30795"	""	"21"	"NC Prép NC"	"(49152,29324)"	"(26,168)"
"30796"	""	"20"	""	""	"(28)"
"30797"	"(12)"	"20"	""	""	"(26)"
"30798"	"(12)"	"20"	""	""	"(26)"
"30799"	""	"20"	""	""	"(28)"
"30800"	""	"20"	""	""	"(26)"
"30801"	""	"20"	""	""	"(26)"
"30803"	""	"20"	""	""	"(28,191)"
"30804"	""	"20"	""	""	"(26)"
"30805"	""	"20"	""	""	"(26)"
"30806"	""	"20"	""	""	"(28)"
"30807"	""	"20"	""	""	"(28)"
"30808"	""	"20"	""	""	"(28)"
"30809"	""	"20"	""	""	"(28)"
"30810"	""	"20"	""	""	"(28)"
"30811"	"(6)"	"21"	"NC Prép Art NC"	"(47539,33810)"	"(28,166,98)"
"30812"	"(10,187)"	"20"	""	""	"(28)"
"30813"	""	"24"	""	""	""
"30814"	""	"20"	""	""	"(28)"
"30815"	"(11)"	"20"	""	""	"(28,47)"
"30816"	""	"20"	""	""	"(28)"
"30817"	""	"20"	""	""	"(28)"
"30818"	""	"20"	""	""	"(28)"
"30819"	""	"20"	""	""	"(26,38,55)"
"30820"	""	"20"	""	""	"(26)"
"30821"	""	"20"	""	""	"(26,38,55)"
"30822"	""	"20"	""	""	"(26)"
"30823"	""	"20"	""	""	"(26)"
"30824"	""	"20"	""	""	"(28)"
"30825"	""	"20"	""	""	"(28)"
"30826"	""	"20"	""	""	"(26)"
"30827"	""	"20"	""	""	"(28,43,50)"
"30828"	""	"20"	""	""	"(28)"
"30829"	""	"20"	""	""	"(28)"
"30830"	""	"20"	""	""	"(28)"
"30831"	""	"20"	""	""	"(28)"
"30832"	""	"20"	""	""	"(28)"
"30833"	""	"20"	""	""	"(28)"
"30834"	""	"20"	""	""	"(28)"
"30835"	""	"20"	""	""	"(28)"
"30836"	""	"23"	""	""	"(37)"
"30837"	""	"20"	""	""	"(28)"
"30838"	""	"20"	""	""	"(28)"
"30839"	""	"20"	""	""	"(26)"
"30840"	""	"20"	""	""	"(26)"
"30841"	""	"20"	""	""	"(28)"
"30842"	""	"20"	""	""	"(26)"
"30843"	""	"20"	""	""	"(26)"
"30844"	""	"20"	""	""	"(26)"
"30845"	""	"19"	""	""	""
"30846"	""	"19"	""	""	""
"30847"	"(6)"	"20"	""	""	"(28)"
"30848"	""	"20"	""	""	"(26,50)"
"30849"	""	"20"	""	""	"(26,50)"
"30850"	""	"20"	""	""	"(26,50)"
"30851"	""	"20"	""	""	"(26,40)"
"30852"	""	"20"	""	""	"(26,40)"
"30853"	""	"20"	""	""	"(28)"
"30854"	""	"20"	""	""	"(26)"
"30855"	""	"20"	""	""	"(26)"
"30856"	""	"20"	""	""	"(26)"
"30857"	""	"20"	""	""	"(28)"
"30858"	""	"20"	""	""	"(28)"
"30859"	""	"20"	""	""	"(28)"
"30860"	""	"23"	""	""	""
"30861"	""	"23"	""	""	""
"30862"	""	"20"	""	""	"(26,47)"
"30863"	""	"20"	""	""	"(26,50)"
"30864"	""	"20"	""	""	"(28)"
"30865"	""	"20"	""	""	"(28)"
"30866"	""	"20"	""	""	"(28,47)"
"30867"	""	"20"	""	""	"(28)"
"30868"	""	"20"	""	""	"(26)"
"30869"	""	"23"	""	""	""
"30870"	""	"23"	""	""	""
"30871"	""	"23"	""	""	""
"30872"	""	"20"	""	""	"(26,129,130)"
"30873"	""	"20"	""	""	"(26,129)"
"30874"	""	"20"	""	""	"(28)"
"30875"	""	"20"	""	""	"(26,47)"
"30876"	""	"20"	""	""	"(26)"
"30880"	""	"24"	""	""	""
"30881"	""	"24"	""	""	""
"30882"	""	"20"	""	""	"(28)"
"30883"	""	"20"	""	""	"(26)"
"30884"	""	"20"	""	""	"(26)"
"30885"	""	"23"	""	""	""
"30886"	"(11)"	"23"	""	""	""
"30887"	""	"23"	""	""	""
"30888"	""	"23"	""	""	""
"30889"	""	"20"	""	""	"(28,55)"
"30890"	""	"20"	""	""	"(28)"
"30891"	""	"20"	""	""	"(28,47)"
"30892"	""	"23"	""	""	""
"30893"	""	"20"	""	""	"(28)"
"30894"	""	"20"	""	""	"(28,47)"
"30895"	""	"20"	""	""	"(28)"
"30896"	""	"20"	""	""	"(28)"
"30897"	""	"20"	""	""	"(28)"
"30898"	""	"20"	""	""	"(28)"
"30899"	""	"20"	""	""	"(28)"
"30900"	""	"23"	""	""	""
"30901"	""	"23"	""	""	""
"30902"	""	"20"	""	""	"(26)"
"30903"	""	"23"	""	""	""
"30904"	""	"20"	""	""	"(28)"
"30905"	""	"20"	""	""	"(28,50)"
"30906"	""	"20"	""	""	"(28,50)"
"30907"	""	"20"	""	""	"(28,47)"
"30908"	""	"20"	""	""	"(28)"
"30909"	""	"20"	""	""	"(28)"
"30910"	""	"20"	""	""	"(28)"
"30911"	""	"20"	""	""	"(28)"
"30912"	""	"20"	""	""	"(28)"
"30913"	""	"20"	""	""	"(26)"
"30914"	""	"20"	""	""	"(26,129)"
"30916"	"(10)"	"24"	""	""	""
"30917"	""	"20"	""	""	"(28)"
"30918"	""	"20"	""	""	"(28)"
"30919"	""	"20"	""	""	"(28)"
"30922"	""	"21"	"NC Prép.Circ NC"	"(26916,26916)"	"(28,166,44)"
"30923"	""	"20"	""	""	"(28)"
"30924"	""	"20"	""	""	"(28)"
