"source"	"lf"	"target"	"form"	"separator"	"merged"	"syntacticframe"	"constraint"	"position"
"35871"	"4"	"27723"	""	","	"0"	""	""	"1"
"35872"	"21"	"27724"	""	","	"0"	""	""	"1"
"35872"	"8"	"54460"	""	","	"0"	""	""	"1"
"35872"	"10"	"36379"	""	","	"0"	""	""	"1"
"35873"	"366"	"27702"	""	","	"0"	""	""	"1"
"35874"	"21"	"27724"	""	","	"0"	""	""	"1"
"35875"	"21"	"27702"	""	","	"0"	""	""	"1"
"35876"	"387"	"35878"	""	","	"0"	""	""	"1"
"35877"	"30"	"35876"	""	","	"0"	""	""	"1"
"35877"	"30"	"35878"	""	","	"0"	""	""	"2"
"35878"	"683"	"35876"	""	","	"0"	""	""	"1"
"35879"	"21"	"53143"	""	","	"0"	""	""	"1"
"35880"	"21"	"27751"	""	","	"0"	""	""	"1"
"35881"	"23"	"27747"	""	","	"0"	""	""	"1"
"35881"	"3"	"53564"	""	","	"0"	""	""	"1"
"35882"	"16"	"29053"	""	","	"0"	""	""	"1"
"35882"	"23"	"29203"	""	","	"0"	""	""	"1"
"35882"	"160"	"47242"	""	","	"0"	"~ de"	"postpos"	"1"
"35883"	"387"	"35886"	""	","	"0"	""	""	"1"
"35884"	"3"	"31587"	""	","	"0"	""	""	"1"
"35885"	"683"	"28130"	""	","	"0"	""	""	"1"
"35886"	"683"	"35883"	""	","	"0"	""	""	"1"
"35887"	"2"	"41064"	""	","	"0"	""	""	"1"
"35887"	"2"	"31587"	""	","	"0"	""	""	"2"
"35887"	"2"	"35891"	""	","	"0"	""	""	"3"
"35889"	"683"	"28174"	""	","	"0"	""	""	"1"
"35890"	"3"	"49736"	""	","	"0"	""	""	"1"
"35891"	"2"	"31587"	""	","	"0"	""	""	"1"
"35891"	"2"	"41064"	""	","	"0"	""	""	"2"
"35891"	"2"	"35887"	""	","	"0"	""	""	"3"
"35892"	"28"	"50650"	""	","	"0"	""	""	"1"
"35892"	"3"	"33590"	""	","	"0"	""	""	"1"
"35892"	"13"	"36770"	""	","	"0"	""	""	"1"
"35893"	"23"	"27741"	""	","	"0"	""	""	"1"
"35894"	"10"	"28757"	""	","	"0"	""	""	"1"
"35894"	"132"	"35902"	""	","	"0"	""	""	"1"
"35894"	"133"	"35903"	""	","	"0"	""	""	"1"
"35894"	"3"	"38649"	""	","	"0"	""	""	"1"
"35894"	"138"	"42914"	""	","	"0"	""	"postpos"	"1"
"35894"	"5"	"54214"	""	","	"0"	""	""	"1"
"35895"	"10"	"27726"	""	","	"0"	""	""	"1"
"35896"	"2"	"35897"	""	","	"0"	""	""	"1"
"35896"	"2"	"27736"	""	","	"0"	""	""	"2"
"35897"	"2"	"35896"	""	","	"0"	""	""	"1"
"35897"	"2"	"27736"	""	","	"0"	""	""	"2"
"35898"	"23"	"47921"	""	","	"0"	""	""	"1"
"35898"	"30"	"35911"	""	","	"0"	""	""	"1"
"35898"	"30"	"35916"	""	","	"0"	""	""	"2"
"35898"	"923"	"33988"	""	","	"0"	""	""	"1"
"35898"	"61"	"53307"	""	","	"0"	""	""	"1"
"35898"	"924"	"28426"	""	","	"0"	""	""	"1"
"35898"	"924"	"29627"	""	";"	"0"	""	""	"2"
"35899"	"104"	"27736"	""	","	"0"	""	""	"1"
"35900"	"28"	"27736"	""	","	"0"	""	""	"1"
"35900"	"13"	"51600"	""	","	"0"	""	""	"1"
"35901"	"3"	"26826"	""	","	"0"	""	""	"1"
"35902"	"10"	"45349"	""	","	"0"	""	""	"1"
"35903"	"3"	"44197"	""	","	"0"	""	""	"1"
"35903"	"3"	"29090"	""	","	"0"	""	""	"2"
"35903"	"3"	"39345"	""	";"	"0"	""	""	"3"
"35903"	"3"	"45454"	""	","	"0"	""	""	"4"
"35903"	"13"	"45458"	""	","	"0"	""	""	"1"
"35903"	"13"	"45461"	""	","	"0"	""	""	"2"
"35903"	"13"	"45455"	""	","	"0"	""	""	"3"
"35904"	"366"	"35907"	""	","	"0"	""	""	"1"
"35904"	"10"	"39179"	""	","	"0"	""	""	"1"
"35905"	"10"	"39178"	""	","	"0"	""	""	"1"
"35906"	"3"	"39738"	""	","	"0"	""	""	"1"
"35908"	"3"	"35909"	""	","	"0"	""	""	"1"
"35909"	"3"	"35908"	""	","	"0"	""	""	"1"
"35910"	"5"	"27728"	""	","	"0"	""	""	"1"
"35910"	"21"	"35914"	""	","	"0"	""	""	"1"
"35911"	"387"	"35916"	""	","	"0"	""	""	"1"
"35911"	"3"	"44647"	""	","	"0"	""	""	"1"
"35912"	"387"	"35913"	""	","	"0"	""	""	"1"
"35912"	"406"	"34105"	""	","	"0"	""	""	"1"
"35912"	"5"	"41999"	""	","	"0"	""	""	"1"
"35912"	"20"	"28338"	""	","	"0"	""	""	"1"
"35912"	"20"	"28980"	""	","	"0"	""	""	"2"
"35912"	"62"	"47882"	""	","	"0"	"de ~"	""	"1"
"35912"	"62"	"41998"	""	";"	"0"	"de ~"	""	"2"
"35912"	"62"	"48770"	""	","	"0"	"de ~"	""	"3"
"35912"	"551"	"42044"	""	","	"0"	""	""	"1"
"35912"	"306"	"26933"	""	","	"0"	"N=$2"	""	"1"
"35912"	"306"	"27018"	""	","	"0"	"N=$2"	""	"2"
"35912"	"306"	"31916"	""	";"	"0"	"N=$2"	""	"3"
"35912"	"306"	"42051"	""	";"	"0"	"N=$2"	""	"4"
"35912"	"3"	"42094"	""	","	"0"	""	""	"1"
"35913"	"683"	"35912"	""	","	"0"	""	""	"1"
"35913"	"406"	"34105"	""	","	"0"	""	""	"1"
"35913"	"20"	"28338"	""	","	"0"	""	""	"1"
"35913"	"20"	"28980"	""	","	"0"	""	""	"2"
"35913"	"62"	"47882"	""	","	"0"	"de boucher"	""	"1"
"35913"	"62"	"41998"	""	";"	"0"	"de boucher"	""	"2"
"35913"	"5"	"42002"	""	","	"0"	""	""	"1"
"35913"	"551"	"42044"	""	","	"0"	""	""	"1"
"35913"	"306"	"26933"	""	","	"0"	"N=$2"	""	"1"
"35913"	"306"	"27018"	""	","	"0"	"N=$2"	""	"2"
"35913"	"306"	"31916"	""	";"	"0"	"N=$2"	""	"3"
"35913"	"306"	"42051"	""	";"	"0"	"N=$2"	""	"4"
"35913"	"3"	"42098"	""	","	"0"	""	""	"1"
"35914"	"23"	"35910"	""	","	"0"	""	""	"1"
"35914"	"23"	"27728"	""	";"	"0"	""	""	"2"
"35915"	"23"	"27761"	""	","	"0"	""	""	"1"
"35916"	"683"	"35911"	""	","	"0"	""	""	"1"
"35917"	"13"	"27728"	""	","	"0"	""	""	"1"
"35918"	"683"	"28604"	""	","	"0"	""	""	"1"
"35918"	"20"	"39631"	""	","	"0"	""	""	"1"
"35918"	"20"	"26488"	""	","	"0"	""	""	"2"
"35919"	"37"	"28149"	""	","	"0"	""	""	"1"
"35919"	"37"	"29627"	""	";"	"0"	""	""	"2"
"35920"	"21"	"27763"	""	","	"0"	""	""	"1"
"35921"	"3"	"26761"	""	","	"0"	""	""	"1"
"35922"	"683"	"28329"	""	","	"0"	""	""	"1"
"35923"	"2"	"27811"	""	","	"0"	""	""	"1"
"35924"	"23"	"27764"	""	","	"0"	""	""	"1"
"35927"	"3"	"49451"	""	","	"0"	""	""	"1"
"35928"	"2"	"27876"	""	","	"0"	""	""	"1"
"35929"	"683"	"28782"	""	","	"0"	""	""	"1"
"35929"	"20"	"28556"	""	","	"0"	""	""	"1"
"35931"	"23"	"27853"	""	","	"0"	""	""	"1"
"35932"	"3"	"38817"	""	","	"0"	""	""	"1"
"35933"	"28"	"27877"	""	","	"0"	""	""	"1"
"35934"	"21"	"35935"	""	","	"0"	""	""	"1"
"35935"	"28"	"35934"	""	","	"0"	""	""	"1"
"35935"	"3"	"35939"	""	","	"0"	""	""	"1"
"35936"	"683"	"35937"	""	","	"0"	""	""	"1"
"35937"	"387"	"35936"	""	","	"0"	""	""	"1"
"35938"	"3"	"48423"	""	","	"0"	""	""	"1"
"35939"	"3"	"35935"	""	","	"0"	""	""	"1"
"35941"	"683"	"35942"	""	","	"0"	""	""	"1"
"35942"	"387"	"35941"	""	","	"0"	""	""	"1"
"35943"	"13"	"27616"	""	","	"0"	""	""	"1"
"35943"	"366"	"27859"	""	","	"0"	""	""	"1"
"35943"	"29"	"35944"	""	","	"0"	""	""	"1"
"35943"	"3"	"52713"	""	","	"0"	""	""	"1"
"35944"	"13"	"35682"	""	","	"0"	""	""	"1"
"35945"	"21"	"27860"	""	","	"0"	""	""	"1"
"35946"	"21"	"27860"	""	","	"0"	""	""	"1"
"35947"	"3"	"28534"	""	","	"0"	""	""	"1"
"35948"	"21"	"35949"	""	","	"0"	""	""	"1"
"35948"	"40"	"32769"	""	","	"0"	""	""	"1"
"35948"	"40"	"32770"	""	","	"0"	""	""	"2"
"35948"	"59"	"27901"	""	","	"0"	""	""	"1"
"35949"	"23"	"35948"	""	","	"0"	""	""	"1"
"35950"	"3"	"53424"	""	","	"0"	""	""	"1"
"35951"	"5"	"29212"	""	","	"0"	""	""	"1"
"35952"	"109"	"35953"	""	","	"0"	""	""	"1"
"35955"	"23"	"27905"	""	","	"0"	""	""	"1"
"35956"	"387"	"50931"	""	","	"0"	""	""	"1"
"35957"	"107"	"27397"	""	","	"0"	""	""	"1"
"35958"	"13"	"51072"	""	","	"0"	""	""	"1"
"35958"	"3"	"54103"	""	","	"0"	""	""	"1"
"35959"	"23"	"27879"	""	","	"0"	""	""	"1"
"35960"	"3"	"36308"	""	","	"0"	""	""	"1"
"35961"	"3"	"51022"	""	","	"0"	""	""	"1"
"35962"	"387"	"50842"	""	","	"0"	""	""	"1"
"35963"	"10"	"50993"	""	","	"0"	""	""	"1"
"35966"	"3"	"27593"	""	","	"0"	""	""	"1"
"35966"	"20"	"27164"	""	","	"0"	""	""	"1"
"35966"	"228"	"50944"	""	","	"0"	"ART ~ "	""	"1"
"35966"	"228"	"46403"	""	","	"0"	"ART ~"	""	"2"
"35967"	"387"	"35970"	""	","	"0"	""	""	"1"
"35968"	"30"	"35956"	""	","	"0"	""	""	"1"
"35968"	"30"	"50931"	""	","	"0"	""	""	"2"
"35968"	"3"	"51401"	""	","	"0"	""	""	"1"
"35969"	"387"	"35971"	""	","	"0"	""	""	"1"
"35970"	"683"	"35967"	""	","	"0"	""	""	"1"
"35971"	"683"	"35969"	""	","	"0"	""	""	"1"
"35973"	"10"	"33919"	""	","	"0"	""	""	"1"
"35973"	"161"	"39988"	""	","	"0"	"~"	""	"1"
"35973"	"161"	"35975"	""	","	"1"	""	""	"2"
"35974"	"2"	"47454"	""	","	"0"	""	""	"1"
"35974"	"10"	"47456"	""	","	"0"	""	""	"1"
"35974"	"10"	"47455"	""	","	"0"	""	""	"2"
"35975"	"10"	"33920"	""	","	"0"	""	""	"1"
"35976"	"10"	"27451"	""	","	"0"	""	""	"1"
"35977"	"28"	"26847"	""	","	"0"	""	""	"1"
"35977"	"10"	"35978"	""	","	"0"	""	""	"1"
"35978"	"10"	"35977"	""	","	"0"	""	""	"1"
"35979"	"10"	"32225"	""	","	"0"	""	""	"1"
"35980"	"387"	"35983"	""	","	"0"	""	""	"1"
"35980"	"3"	"51286"	""	","	"0"	""	""	"1"
"35980"	"3"	"36183"	""	","	"0"	""	""	"2"
"35981"	"3"	"27935"	""	","	"0"	""	""	"1"
"35981"	"594"	"35985"	""	","	"0"	""	""	"1"
"35981"	"594"	"35982"	""	","	"0"	""	""	"2"
"35982"	"683"	"35985"	""	","	"0"	""	""	"1"
"35983"	"683"	"35980"	""	","	"0"	""	""	"1"
"35983"	"3"	"51288"	""	","	"0"	""	""	"1"
"35983"	"3"	"36185"	""	","	"0"	""	""	"2"
"35984"	"3"	"37359"	""	","	"0"	""	""	"1"
"35985"	"387"	"35982"	""	","	"0"	""	""	"1"
"35986"	"387"	"35990"	""	","	"0"	""	""	"1"
"35987"	"23"	"35988"	""	","	"0"	""	""	"1"
"35988"	"21"	"35987"	""	","	"0"	""	""	"1"
"35989"	"3"	"52980"	""	","	"0"	""	""	"1"
"35990"	"683"	"35986"	""	","	"0"	""	""	"1"
"35991"	"28"	"27881"	""	","	"0"	""	""	"1"
"35993"	"3"	"37081"	""	","	"0"	""	""	"1"
"35994"	"30"	"35986"	""	","	"0"	""	""	"1"
"35994"	"30"	"35990"	""	","	"0"	""	""	"2"
"35995"	"13"	"27551"	""	","	"0"	""	""	"1"
"35996"	"21"	"27801"	""	","	"0"	""	""	"1"
"35997"	"21"	"27846"	""	","	"0"	""	""	"1"
"35998"	"387"	"36008"	""	","	"0"	""	""	"1"
"35999"	"4"	"28887"	""	","	"0"	""	""	"1"
"36000"	"3"	"50457"	""	","	"0"	""	""	"1"
"36001"	"3"	"50691"	""	","	"0"	""	""	"1"
"36002"	"3"	"26489"	""	","	"0"	""	""	"1"
"36002"	"3"	"27868"	""	","	"0"	""	""	"2"
"36003"	"3"	"37080"	""	","	"0"	""	""	"1"
"36005"	"23"	"27452"	""	","	"0"	""	""	"1"
"36006"	"23"	"27772"	""	","	"0"	""	""	"1"
"36007"	"387"	"36010"	""	","	"0"	""	""	"1"
"36008"	"683"	"35998"	""	","	"0"	""	""	"1"
"36009"	"28"	"27807"	""	","	"0"	""	""	"1"
"36010"	"683"	"36007"	""	","	"0"	""	""	"1"
"36011"	"387"	"36016"	""	","	"0"	""	""	"1"
"36012"	"2"	"27808"	""	","	"0"	""	""	"1"
"36013"	"10"	"32553"	""	","	"0"	""	""	"1"
"36014"	"4"	"53677"	""	","	"0"	""	""	"1"
"36014"	"10"	"32662"	""	","	"0"	""	""	"1"
"36015"	"387"	"36018"	""	","	"0"	""	""	"1"
"36016"	"683"	"36011"	""	","	"0"	""	""	"1"
"36017"	"387"	"36022"	""	","	"0"	""	""	"1"
"36018"	"683"	"36015"	""	","	"0"	""	""	"1"
"36019"	"4"	"43794"	""	","	"0"	""	""	"1"
"36020"	"23"	"27398"	""	","	"0"	""	""	"1"
"36021"	"21"	"27824"	""	","	"0"	""	""	"1"
"36022"	"683"	"36017"	""	","	"0"	""	""	"1"
"36023"	"387"	"36029"	""	","	"0"	""	""	"1"
"36024"	"10"	"36027"	""	","	"0"	""	""	"1"
"36025"	"10"	"27913"	""	","	"0"	""	""	"1"
"36025"	"366"	"36027"	""	","	"0"	""	""	"1"
"36026"	"29"	"36030"	""	","	"0"	""	""	"1"
"36026"	"366"	"36028"	""	","	"0"	""	""	"1"
"36026"	"10"	"36034"	""	","	"0"	""	""	"1"
"36026"	"594"	"36039"	""	","	"0"	""	""	"1"
"36026"	"594"	"36041"	""	","	"0"	""	""	"2"
"36027"	"10"	"36024"	""	","	"0"	""	""	"1"
"36028"	"10"	"36033"	""	","	"0"	""	""	"1"
"36029"	"683"	"36023"	""	","	"0"	""	""	"1"
"36030"	"10"	"36037"	""	","	"0"	""	""	"1"
"36031"	"387"	"36032"	""	","	"0"	""	""	"1"
"36032"	"683"	"36031"	""	","	"0"	""	""	"1"
"36033"	"10"	"36028"	""	","	"0"	""	""	"1"
"36034"	"366"	"36033"	""	","	"0"	""	""	"1"
"36034"	"10"	"36026"	""	","	"0"	""	""	"1"
"36034"	"29"	"36037"	""	","	"0"	""	""	"1"
"36035"	"683"	"27776"	""	","	"0"	""	""	"1"
"36036"	"23"	"27882"	""	","	"0"	""	""	"1"
"36037"	"10"	"36030"	""	","	"0"	""	""	"1"
"36037"	"3"	"44977"	""	","	"0"	""	""	"1"
"36037"	"3"	"53349"	""	","	"0"	""	""	"2"
"36039"	"387"	"36041"	""	","	"0"	""	""	"1"
"36040"	"4"	"39278"	""	","	"0"	""	""	"1"
"36041"	"683"	"36039"	""	","	"0"	""	""	"1"
"36042"	"10"	"27914"	""	","	"0"	""	""	"1"
"36042"	"3"	"51940"	""	","	"0"	""	""	"1"
"36044"	"29"	"36045"	""	","	"0"	""	""	"1"
"36045"	"28"	"36044"	""	","	"0"	""	""	"1"
"36046"	"21"	"27823"	""	","	"0"	""	""	"1"
"36047"	"21"	"27823"	""	","	"0"	""	""	"1"
"36048"	"10"	"27917"	""	","	"0"	""	""	"1"
"36049"	"4"	"28739"	""	","	"0"	""	""	"1"
"36049"	"3"	"46273"	""	","	"0"	""	""	"1"
"36050"	"161"	"39988"	""	","	"0"	"~ "	""	"1"
"36050"	"161"	"36052"	""	","	"1"	""	""	"2"
"36050"	"3"	"51121"	""	","	"0"	""	""	"1"
"36051"	"3"	"26409"	""	","	"0"	""	""	"1"
"36052"	"28"	"47581"	""	","	"0"	""	""	"1"
"36052"	"3"	"43794"	""	","	"0"	""	""	"1"
"36052"	"10"	"37063"	""	","	"0"	""	""	"1"
"36052"	"13"	"43853"	""	","	"0"	""	""	"1"
"36052"	"21"	"36050"	""	","	"0"	""	""	"1"
"36053"	"28"	"27917"	""	","	"0"	""	""	"1"
"36053"	"3"	"51943"	""	","	"0"	""	""	"1"
"36054"	"3"	"37683"	""	","	"0"	""	""	"1"
"36054"	"3"	"40649"	""	","	"0"	""	""	"2"
"36055"	"21"	"27399"	""	","	"0"	""	""	"1"
"36055"	"16"	"37662"	""	","	"0"	""	""	"1"
"36056"	"3"	"34140"	""	","	"0"	""	""	"1"
"36056"	"3"	"51070"	""	","	"0"	""	""	"2"
"36058"	"10"	"27829"	""	","	"0"	""	""	"1"
"36060"	"3"	"29410"	""	","	"0"	""	""	"1"
"36061"	"28"	"27884"	""	","	"0"	""	""	"1"
"36061"	"3"	"37756"	""	","	"0"	""	""	"1"
"36062"	"2"	"27831"	""	","	"0"	""	""	"1"
"36063"	"3"	"27919"	""	","	"0"	""	""	"1"
"36064"	"366"	"30842"	""	","	"0"	""	""	"1"
"36064"	"3"	"43241"	""	","	"0"	""	""	"1"
"36065"	"3"	"31523"	""	","	"0"	""	""	"1"
"36066"	"21"	"27832"	""	","	"0"	""	""	"1"
"36068"	"10"	"50444"	""	","	"0"	""	""	"1"
"36070"	"28"	"27920"	""	","	"0"	""	""	"1"
"36070"	"20"	"28707"	""	","	"0"	""	""	"1"
"36071"	"28"	"27884"	""	","	"0"	""	""	"1"
"36072"	"683"	"36073"	""	","	"0"	""	""	"1"
"36073"	"387"	"36072"	""	","	"0"	""	""	"1"
"36074"	"387"	"36077"	""	","	"0"	""	""	"1"
"36075"	"16"	"37870"	""	","	"0"	""	""	"1"
"36076"	"28"	"27835"	""	","	"0"	""	""	"1"
"36076"	"10"	"37867"	""	","	"0"	""	""	"1"
"36076"	"3"	"44314"	""	","	"0"	""	""	"1"
"36077"	"683"	"36074"	""	","	"0"	""	""	"1"
"36078"	"23"	"27841"	""	","	"0"	""	""	"1"
"36080"	"10"	"27924"	""	","	"0"	""	""	"1"
"36080"	"366"	"36082"	""	","	"0"	""	""	"1"
"36081"	"10"	"36082"	""	","	"0"	""	""	"1"
"36082"	"10"	"36081"	""	","	"0"	""	""	"1"
"36083"	"3"	"27817"	""	","	"0"	""	""	"1"
"36084"	"594"	"27886"	""	","	"0"	""	""	"1"
"36084"	"594"	"36087"	""	","	"0"	""	""	"2"
"36085"	"594"	"36091"	""	","	"0"	""	""	"1"
"36085"	"594"	"36090"	""	","	"0"	""	""	"2"
"36086"	"21"	"27787"	""	","	"0"	""	""	"1"
"36087"	"683"	"27886"	""	","	"0"	""	""	"1"
"36088"	"3"	"38965"	""	","	"0"	""	""	"1"
"36088"	"29"	"36086"	""	","	"0"	""	""	"1"
"36089"	"21"	"27454"	""	","	"0"	""	""	"1"
"36089"	"29"	"36112"	""	","	"0"	""	""	"1"
"36089"	"23"	"36116"	""	","	"0"	""	""	"1"
"36090"	"683"	"36091"	""	","	"0"	""	""	"1"
"36091"	"387"	"36090"	""	","	"0"	""	""	"1"
"36092"	"29"	"36113"	""	","	"0"	""	""	"1"
"36093"	"3"	"28392"	""	","	"0"	""	""	"1"
"36094"	"28"	"27850"	""	","	"0"	""	""	"1"
"36095"	"23"	"27821"	""	","	"0"	""	""	"1"
"36095"	"3"	"26751"	""	","	"0"	""	""	"1"
"36096"	"10"	"27888"	""	","	"0"	""	""	"1"
"36097"	"3"	"35724"	""	","	"0"	""	""	"1"
"36098"	"28"	"27388"	""	","	"0"	""	""	"1"
"36098"	"20"	"28707"	""	","	"0"	""	""	"1"
"36098"	"362"	"36108"	""	","	"0"	""	""	"1"
"36098"	"362"	"36109"	""	","	"0"	""	""	"2"
"36098"	"104"	"36106"	""	","	"0"	""	""	"1"
"36098"	"31"	"36098"	"~ "	","	"0"	""	""	"1"
"36099"	"375"	"27815"	""	","	"0"	""	""	"1"
"36100"	"683"	"36101"	""	","	"0"	""	""	"1"
"36101"	"387"	"36100"	""	","	"0"	""	""	"1"
"36102"	"31"	"36101"	""	","	"0"	""	""	"1"
"36102"	"31"	"36100"	""	","	"0"	""	""	"2"
"36103"	"3"	"31221"	""	","	"0"	""	""	"1"
"36103"	"3"	"44329"	""	","	"0"	""	""	"2"
"36103"	"3"	"44446"	""	","	"0"	""	""	"3"
"36104"	"21"	"27814"	""	","	"0"	""	""	"1"
"36105"	"10"	"26467"	""	","	"0"	""	""	"1"
"36106"	"594"	"36108"	""	","	"0"	""	""	"1"
"36106"	"594"	"36109"	""	","	"0"	""	""	"2"
"36107"	"138"	"49499"	""	","	"0"	""	""	"1"
"36107"	"20"	"39631"	""	","	"0"	""	""	"1"
"36107"	"102"	"53741"	""	","	"0"	""	""	"1"
"36107"	"8"	"47924"	""	","	"0"	""	""	"1"
"36108"	"387"	"36109"	""	","	"0"	""	""	"1"
"36108"	"104"	"36106"	""	","	"0"	""	""	"1"
"36109"	"683"	"36108"	""	","	"0"	""	""	"1"
"36109"	"104"	"36106"	""	","	"0"	""	""	"1"
"36110"	"35"	"36115"	""	","	"0"	""	""	"1"
"36110"	"35"	"36124"	""	","	"0"	""	""	"2"
"36111"	"2"	"53740"	""	","	"0"	""	""	"1"
"36111"	"4"	"36107"	""	","	"0"	""	""	"1"
"36111"	"20"	"53741"	""	","	"0"	""	""	"1"
"36111"	"63"	"29619"	""	","	"0"	""	""	"1"
"36112"	"21"	"27454"	""	","	"0"	""	""	"1"
"36112"	"23"	"36116"	""	","	"0"	""	""	"1"
"36112"	"28"	"36089"	""	","	"0"	""	""	"1"
"36113"	"21"	"36117"	""	","	"0"	""	""	"1"
"36113"	"28"	"36092"	""	","	"0"	""	""	"1"
"36114"	"21"	"27816"	""	","	"0"	""	""	"1"
"36114"	"29"	"36121"	""	","	"0"	""	""	"1"
"36115"	"387"	"36124"	""	","	"0"	""	""	"1"
"36116"	"21"	"27454"	""	","	"0"	""	""	"1"
"36116"	"28"	"36089"	""	","	"0"	""	""	"1"
"36116"	"29"	"36112"	""	","	"0"	""	""	"1"
"36117"	"28"	"36092"	""	","	"0"	""	""	"1"
"36117"	"29"	"36113"	""	","	"0"	""	""	"1"
"36118"	"23"	"27790"	""	","	"0"	""	""	"1"
"36119"	"594"	"27816"	""	","	"0"	""	""	"1"
"36119"	"594"	"35174"	""	","	"0"	""	""	"2"
"36120"	"28"	"36122"	""	","	"0"	""	""	"1"
"36121"	"21"	"27816"	""	","	"0"	""	""	"1"
"36121"	"28"	"36114"	""	","	"0"	""	""	"1"
"36122"	"29"	"36120"	""	","	"0"	""	""	"1"
"36123"	"3"	"50449"	""	","	"0"	""	""	"1"
"36124"	"683"	"36115"	""	","	"0"	""	""	"1"
"36125"	"4"	"42701"	""	","	"0"	""	""	"1"
"36126"	"21"	"27802"	""	","	"0"	""	""	"1"
"36127"	"3"	"50206"	""	","	"0"	""	""	"1"
"36128"	"20"	"49835"	""	","	"0"	""	""	"1"
"36129"	"10"	"28652"	""	","	"0"	""	""	"1"
"36130"	"23"	"27803"	""	","	"0"	""	""	"1"
"36132"	"28"	"27848"	""	","	"0"	""	""	"1"
"36133"	"2"	"27980"	""	","	"0"	""	""	"1"
"36133"	"2"	"36134"	""	","	"0"	""	""	"2"
"36134"	"2"	"27980"	""	","	"0"	""	"Cf. cette lexie pour les liens lexicaux"	"1"
"36134"	"2"	"36133"	""	","	"0"	""	""	"2"
"36135"	"3"	"36136"	""	","	"0"	""	""	"1"
"36135"	"23"	"27970"	""	","	"0"	""	""	"1"
"36135"	"168"	"35246"	""	","	"0"	"ART ~"	""	"1"
"36135"	"168"	"43792"	""	","	"0"	"ART ~"	""	"2"
"36136"	"23"	"36139"	""	","	"0"	""	""	"1"
"36136"	"28"	"36142"	""	","	"0"	""	""	"1"
"36136"	"168"	"35246"	""	","	"0"	"ART ~"	""	"1"
"36136"	"168"	"27137"	""	","	"0"	"ART ~"	""	"2"
"36136"	"168"	"43792"	""	","	"0"	"ART ~"	""	"3"
"36136"	"168"	"31751"	""	","	"0"	"ART ~"	""	"4"
"36136"	"100"	"47932"	""	","	"0"	""	""	"1"
"36136"	"3"	"36135"	""	","	"0"	""	""	"1"
"36137"	"2"	"27891"	""	","	"0"	""	""	"1"
"36139"	"3"	"27970"	""	","	"0"	""	""	"1"
"36139"	"21"	"36136"	""	","	"0"	""	""	"1"
"36140"	"28"	"49652"	""	","	"0"	""	""	"1"
"36140"	"362"	"36108"	""	","	"0"	""	""	"1"
"36140"	"362"	"36109"	""	","	"0"	""	""	"2"
"36140"	"362"	"52455"	""	";"	"0"	""	""	"3"
"36140"	"362"	"52456"	""	","	"0"	""	""	"4"
"36140"	"20"	"33988"	""	","	"0"	""	""	"1"
"36140"	"109"	"52454"	""	","	"0"	""	""	"1"
"36141"	"13"	"29127"	""	","	"0"	""	""	"1"
"36142"	"21"	"36136"	""	","	"0"	""	""	"1"
"36144"	"3"	"38753"	""	","	"0"	""	""	"1"
"36146"	"23"	"27970"	""	","	"0"	""	""	"1"
"36147"	"10"	"30052"	""	","	"0"	""	""	"1"
"36148"	"2"	"28035"	""	","	"0"	""	""	"1"
"36149"	"4"	"31462"	""	","	"0"	""	""	"1"
"36150"	"21"	"50646"	""	","	"0"	""	""	"1"
"36152"	"23"	"27953"	""	","	"0"	""	""	"1"
"36153"	"13"	"33815"	""	","	"0"	""	""	"1"
"36154"	"3"	"41984"	""	","	"0"	""	""	"1"
"36155"	"21"	"27927"	""	","	"0"	""	""	"1"
"36155"	"29"	"36232"	""	","	"0"	""	""	"1"
"36157"	"28"	"27892"	""	","	"0"	""	""	"1"
"36158"	"3"	"28701"	""	","	"0"	""	""	"1"
"36159"	"21"	"29330"	""	","	"0"	""	""	"1"
"36160"	"3"	"27388"	""	","	"0"	""	""	"1"
"36161"	"21"	"36162"	""	","	"0"	""	""	"1"
"36161"	"48"	"36163"	""	","	"0"	""	""	"1"
"36161"	"48"	"36164"	""	","	"0"	""	""	"2"
"36161"	"330"	"36165"	""	","	"0"	""	""	"1"
"36162"	"23"	"36161"	""	","	"0"	""	""	"1"
"36163"	"387"	"36164"	""	","	"0"	""	""	"1"
"36164"	"683"	"36163"	""	","	"0"	""	""	"1"
"36165"	"3"	"34864"	""	","	"0"	""	""	"1"
"36167"	"3"	"48410"	""	","	"0"	""	""	"1"
"36168"	"28"	"27893"	""	","	"0"	""	""	"1"
"36168"	"28"	"36169"	""	","	"0"	""	""	"2"
"36168"	"2"	"36170"	""	","	"0"	""	""	"1"
"36169"	"29"	"36168"	""	","	"0"	""	""	"1"
"36169"	"29"	"36170"	""	","	"0"	""	""	"2"
"36169"	"2"	"27893"	""	","	"0"	""	""	"1"
"36170"	"28"	"27893"	""	","	"0"	""	""	"1"
"36170"	"28"	"36169"	""	","	"0"	""	""	"2"
"36170"	"2"	"36168"	""	","	"0"	""	""	"1"
"36171"	"21"	"44625"	""	","	"0"	""	""	"1"
"36172"	"3"	"51156"	""	","	"0"	""	""	"1"
"36174"	"21"	"28075"	""	","	"0"	""	""	"1"
"36175"	"5"	"42258"	""	","	"0"	""	""	"1"
"36176"	"10"	"27894"	""	","	"0"	""	""	"1"
"36177"	"28"	"27894"	""	","	"0"	""	""	"1"
