"source"	"lf"	"target"	"form"	"separator"	"merged"	"syntacticframe"	"constraint"	"position"
"35550"	"699"	"26359"	""	","	"0"	"sur N=$2"	""	"1"
"35550"	"699"	"29204"	""	";"	"0"	"sur N=$2"	""	"2"
"35551"	"3"	"53305"	""	","	"0"	""	""	"1"
"35551"	"3"	"30048"	""	","	"0"	""	""	"2"
"35553"	"20"	"26324"	""	","	"0"	""	""	"1"
"35554"	"37"	"26347"	""	","	"0"	""	""	"1"
"35555"	"3"	"33923"	""	","	"0"	""	""	"1"
"35555"	"23"	"27443"	""	","	"0"	""	""	"1"
"35556"	"28"	"27476"	""	","	"0"	""	""	"1"
"35557"	"3"	"51072"	""	","	"0"	""	""	"1"
"35558"	"29"	"35559"	""	","	"0"	""	""	"1"
"35558"	"366"	"35560"	""	","	"0"	""	""	"1"
"35559"	"28"	"35558"	""	","	"0"	""	""	"1"
"35560"	"104"	"35558"	""	","	"0"	""	""	"1"
"35561"	"734"	"43757"	""	","	"1"	"N=$2"	""	"1"
"35562"	"3"	"38362"	""	","	"0"	""	""	"1"
"35563"	"23"	"27444"	""	","	"0"	""	""	"1"
"35564"	"29"	"35566"	""	","	"0"	""	""	"1"
"35565"	"13"	"50909"	""	","	"0"	""	""	"1"
"35567"	"422"	"29760"	""	","	"0"	""	""	"1"
"35568"	"21"	"28106"	""	","	"0"	""	""	"1"
"35569"	"3"	"50945"	""	","	"0"	""	""	"1"
"35570"	"4"	"29173"	""	","	"0"	""	""	"1"
"35570"	"6"	"53372"	""	","	"0"	""	""	"1"
"35570"	"447"	"35331"	""	","	"0"	""	"postposé"	"1"
"35571"	"23"	"27579"	""	","	"0"	""	""	"1"
"35572"	"23"	"27581"	""	","	"0"	""	""	"1"
"35573"	"387"	"35589"	""	","	"0"	""	""	"1"
"35573"	"3"	"39424"	""	","	"0"	""	""	"1"
"35574"	"21"	"27445"	""	","	"0"	""	""	"1"
"35575"	"23"	"27466"	""	","	"0"	""	""	"1"
"35575"	"61"	"35575"	"~"	","	"0"	""	""	"1"
"35575"	"3"	"51335"	""	","	"0"	""	""	"1"
"35576"	"20"	"28817"	""	","	"0"	""	""	"1"
"35577"	"683"	"27960"	""	","	"0"	""	""	"1"
"35578"	"30"	"27960"	""	","	"0"	""	""	"1"
"35578"	"30"	"35577"	""	","	"0"	""	""	"2"
"35579"	"3"	"28890"	""	","	"0"	""	""	"1"
"35580"	"683"	"27944"	""	","	"0"	""	""	"1"
"35581"	"69"	"29648"	""	","	"0"	""	""	"1"
"35581"	"20"	"28817"	""	","	"0"	""	""	"1"
"35582"	"104"	"27447"	""	","	"0"	""	""	"1"
"35582"	"29"	"35583"	""	","	"0"	""	""	"1"
"35583"	"21"	"35582"	""	","	"0"	""	""	"1"
"35583"	"28"	"27447"	""	","	"0"	""	""	"1"
"35583"	"3"	"43884"	""	","	"0"	""	""	"1"
"35585"	"74"	"27676"	""	","	"0"	""	""	"1"
"35585"	"74"	"34256"	""	","	"0"	""	""	"2"
"35585"	"74"	"34257"	""	","	"0"	""	""	"3"
"35586"	"4"	"35470"	""	","	"0"	""	""	"1"
"35587"	"10"	"50915"	""	","	"0"	""	""	"1"
"35589"	"683"	"35573"	""	","	"0"	""	""	"1"
"35591"	"3"	"47138"	""	","	"0"	""	""	"1"
"35592"	"40"	"35593"	""	","	"0"	""	""	"1"
"35592"	"358"	"31676"	""	","	"0"	""	""	"1"
"35593"	"3"	"51925"	""	","	"0"	""	""	"1"
"35594"	"23"	"27582"	""	","	"0"	""	""	"1"
"35596"	"13"	"27698"	""	","	"0"	""	""	"1"
"35597"	"3"	"37262"	""	","	"0"	""	""	"1"
"35598"	"2"	"27653"	""	","	"0"	""	""	"1"
"35598"	"387"	"35602"	""	","	"0"	""	""	"1"
"35599"	"3"	"28315"	""	","	"0"	""	""	"1"
"35600"	"8"	"33006"	""	","	"0"	""	""	"1"
"35601"	"21"	"27590"	""	","	"0"	""	""	"1"
"35602"	"2"	"35603"	""	","	"0"	""	""	"1"
"35602"	"683"	"35598"	""	","	"0"	""	""	"1"
"35603"	"683"	"27653"	""	","	"0"	""	""	"1"
"35603"	"2"	"35602"	""	","	"0"	""	""	"1"
"35603"	"2"	"34310"	""	","	"0"	""	""	"2"
"35604"	"21"	"27590"	""	","	"0"	""	""	"1"
"35605"	"3"	"50204"	""	","	"0"	""	""	"1"
"35605"	"3"	"50203"	""	","	"0"	""	""	"2"
"35606"	"23"	"52529"	""	","	"0"	""	""	"1"
"35607"	"10"	"50911"	""	","	"0"	""	""	"1"
"35608"	"18"	"27658"	""	","	"0"	""	""	"1"
"35609"	"3"	"51336"	""	","	"0"	""	""	"1"
"35611"	"20"	"29314"	""	","	"0"	""	""	"1"
"35611"	"228"	"28235"	""	","	"0"	"ART ~"	""	"1"
"35611"	"446"	"28098"	""	","	"0"	"ART ~"	""	"1"
"35611"	"446"	"32235"	""	","	"0"	"ART ~"	""	"2"
"35611"	"446"	"44236"	""	";"	"0"	"ART ~"	""	"3"
"35611"	"74"	"27529"	""	","	"0"	"de ~"	""	"1"
"35611"	"3"	"43770"	""	","	"0"	""	""	"1"
"35612"	"10"	"27450"	""	","	"0"	""	""	"1"
"35614"	"3"	"28220"	""	","	"0"	""	""	"1"
"35614"	"13"	"31249"	""	","	"0"	""	""	"1"
"35615"	"104"	"27450"	""	","	"0"	""	""	"1"
"35615"	"29"	"35616"	""	","	"0"	""	""	"1"
"35616"	"28"	"27450"	""	","	"0"	""	""	"1"
"35616"	"21"	"35615"	""	","	"0"	""	""	"1"
"35617"	"23"	"27627"	""	","	"0"	""	""	"1"
"35618"	"5"	"33950"	""	","	"0"	""	""	"1"
"35618"	"206"	"38703"	""	","	"0"	"ART ~"	""	"1"
"35618"	"206"	"29682"	""	","	"0"	"ART ~"	""	"2"
"35618"	"206"	"39088"	""	","	"1"	"ART N"	""	"3"
"35618"	"145"	"37569"	"régulière"	","	"0"	""	""	"1"
"35618"	"145"	"38579"	""	","	"0"	""	""	"2"
"35618"	"155"	"39072"	"irrégulière"	","	"0"	""	"postpos"	"1"
"35618"	"155"	"41307"	"indistincte"	";"	"0"	""	"postpos"	"2"
"35619"	"10"	"48259"	""	","	"0"	""	""	"1"
"35620"	"387"	"35637"	""	","	"0"	""	""	"1"
"35621"	"23"	"35622"	""	","	"0"	""	""	"1"
"35622"	"21"	"35621"	""	","	"0"	""	""	"1"
"35622"	"104"	"35624"	""	","	"0"	""	""	"1"
"35623"	"399"	"35636"	""	","	"0"	""	""	"1"
"35625"	"23"	"30007"	""	","	"0"	""	""	"1"
"35625"	"3"	"46578"	""	","	"0"	""	""	"1"
"35625"	"3"	"51549"	""	","	"0"	""	""	"2"
"35626"	"21"	"27668"	""	","	"0"	""	""	"1"
"35627"	"387"	"35628"	""	","	"0"	""	""	"1"
"35628"	"683"	"35627"	""	","	"0"	""	""	"1"
"35630"	"23"	"27607"	""	","	"0"	""	""	"1"
"35631"	"387"	"35632"	""	","	"0"	""	""	"1"
"35632"	"683"	"35631"	""	","	"0"	""	""	"1"
"35633"	"3"	"40926"	""	","	"0"	""	""	"1"
"35634"	"20"	"28106"	""	","	"0"	""	""	"1"
"35635"	"20"	"28817"	""	","	"0"	""	""	"1"
"35635"	"30"	"32875"	""	","	"0"	"de ~s"	""	"1"
"35635"	"30"	"32876"	""	","	"0"	"de ~s"	""	"2"
"35635"	"78"	"35634"	""	","	"0"	""	""	"1"
"35635"	"78"	"27799"	""	","	"0"	""	""	"2"
"35636"	"24"	"27473"	""	","	"0"	""	""	"1"
"35636"	"24"	"35623"	""	","	"0"	""	""	"2"
"35636"	"24"	"52704"	""	","	"0"	""	""	"3"
"35637"	"683"	"35620"	""	","	"0"	""	""	"1"
"35638"	"23"	"27670"	""	","	"0"	""	""	"1"
"35642"	"10"	"50917"	""	","	"0"	""	""	"1"
"35643"	"3"	"32958"	""	","	"0"	""	""	"1"
"35644"	"2"	"35647"	""	","	"0"	""	""	"1"
"35644"	"2"	"54014"	""	","	"0"	""	""	"2"
"35644"	"69"	"27611"	""	","	"0"	""	""	"1"
"35645"	"13"	"27672"	""	","	"0"	""	""	"1"
"35646"	"3"	"28977"	""	","	"0"	""	""	"1"
"35647"	"2"	"35644"	""	","	"0"	""	""	"1"
"35647"	"2"	"54014"	""	","	"0"	""	""	"2"
"35647"	"330"	"35651"	""	","	"0"	""	""	"1"
"35648"	"683"	"27671"	""	","	"0"	""	""	"1"
"35648"	"13"	"50239"	""	","	"0"	""	""	"1"
"35649"	"3"	"35651"	""	","	"0"	""	""	"1"
"35649"	"3"	"35677"	""	";"	"0"	""	""	"2"
"35650"	"28"	"27631"	""	","	"0"	""	""	"1"
"35650"	"10"	"31787"	""	","	"0"	""	""	"1"
"35651"	"3"	"35649"	""	","	"0"	""	""	"1"
"35651"	"3"	"30603"	""	";"	"0"	""	""	"2"
"35652"	"13"	"27671"	""	","	"0"	""	""	"1"
"35652"	"387"	"50239"	""	","	"0"	""	""	"1"
"35654"	"3"	"51088"	""	","	"0"	""	""	"1"
"35655"	"3"	"45649"	""	","	"0"	""	""	"1"
"35656"	"13"	"50782"	""	","	"0"	""	""	"1"
"35657"	"3"	"50281"	""	","	"0"	""	""	"1"
"35658"	"13"	"37930"	""	","	"0"	""	""	"1"
"35660"	"912"	"35662"	""	","	"0"	""	""	"1"
"35661"	"10"	"27673"	""	","	"0"	""	""	"1"
"35662"	"4"	"41894"	""	","	"0"	""	""	"1"
"35662"	"3"	"26217"	""	","	"0"	""	""	"1"
"35662"	"13"	"53374"	""	","	"0"	""	""	"1"
"35662"	"912"	"35660"	""	","	"0"	""	""	"1"
"35663"	"23"	"27673"	""	","	"0"	""	""	"1"
"35665"	"23"	"27981"	""	","	"0"	""	""	"1"
"35666"	"20"	"33401"	""	","	"0"	""	""	"1"
"35667"	"13"	"48592"	""	","	"0"	""	""	"1"
"35668"	"3"	"37089"	""	","	"0"	""	""	"1"
"35669"	"3"	"47074"	""	","	"0"	""	""	"1"
"35670"	"4"	"50283"	""	","	"0"	""	""	"1"
"35672"	"3"	"32915"	""	","	"0"	""	""	"1"
"35673"	"3"	"50268"	""	","	"0"	""	""	"1"
"35674"	"28"	"50829"	""	","	"0"	""	""	"1"
"35674"	"3"	"33040"	""	","	"0"	""	""	"1"
"35675"	"3"	"50271"	""	","	"0"	""	""	"1"
"35677"	"3"	"35649"	""	","	"0"	""	""	"1"
"35678"	"594"	"30016"	""	","	"0"	""	""	"1"
"35679"	"3"	"31483"	""	","	"0"	""	""	"1"
"35679"	"3"	"26531"	""	","	"0"	""	""	"2"
"35679"	"31"	"35687"	""	","	"0"	""	""	"1"
"35679"	"31"	"35689"	""	","	"0"	""	""	"2"
"35680"	"3"	"36050"	""	","	"0"	""	""	"1"
"35681"	"21"	"28087"	""	","	"0"	""	""	"1"
"35682"	"3"	"47319"	""	","	"0"	""	""	"1"
"35682"	"3"	"47320"	""	","	"0"	""	""	"2"
"35682"	"3"	"47514"	""	";"	"0"	""	""	"3"
"35682"	"3"	"47513"	""	","	"0"	""	""	"4"
"35682"	"3"	"47511"	""	","	"0"	""	""	"5"
"35682"	"3"	"47510"	""	","	"0"	""	""	"6"
"35682"	"3"	"47512"	""	","	"0"	""	""	"7"
"35682"	"3"	"43343"	""	";"	"0"	""	""	"8"
"35682"	"28"	"47483"	""	","	"0"	""	""	"1"
"35682"	"126"	"29712"	""	","	"0"	" ~ "	""	"1"
"35682"	"126"	"47552"	""	";"	"1"	""	""	"2"
"35682"	"13"	"35944"	""	","	"0"	""	""	"1"
"35682"	"145"	"39790"	""	","	"0"	"~ "	""	"1"
"35683"	"28"	"27679"	""	","	"0"	""	""	"1"
"35684"	"3"	"31484"	""	","	"0"	""	""	"1"
"35685"	"28"	"27679"	""	","	"0"	""	""	"1"
"35686"	"20"	"28817"	""	","	"0"	""	""	"1"
"35686"	"30"	"32875"	""	","	"0"	"de ~s"	""	"1"
"35686"	"30"	"32876"	""	","	"0"	"de ~s"	""	"2"
"35687"	"387"	"35689"	""	","	"0"	""	""	"1"
"35687"	"10"	"37229"	""	","	"0"	""	""	"1"
"35688"	"683"	"30016"	""	","	"0"	""	""	"1"
"35689"	"683"	"35687"	""	","	"0"	""	""	"1"
"35689"	"10"	"37230"	""	","	"0"	""	""	"1"
"35689"	"366"	"35679"	""	","	"0"	""	""	"1"
"35690"	"23"	"27633"	""	","	"0"	""	""	"1"
"35691"	"683"	"27678"	""	","	"0"	""	""	"1"
"35692"	"21"	"27687"	""	","	"0"	""	""	"1"
"35693"	"21"	"35695"	""	","	"0"	""	""	"1"
"35694"	"3"	"41903"	""	","	"0"	""	""	"1"
"35695"	"28"	"35693"	""	","	"0"	""	""	"1"
"35696"	"21"	"27687"	""	","	"0"	""	""	"1"
"35697"	"4"	"42006"	""	","	"0"	""	""	"1"
"35698"	"21"	"27688"	""	","	"0"	""	""	"1"
"35699"	"23"	"27635"	""	","	"0"	""	""	"1"
"35701"	"20"	"28817"	""	","	"0"	""	""	"1"
"35701"	"30"	"32875"	""	","	"0"	"de ~s"	""	"1"
"35701"	"30"	"32876"	""	","	"0"	"de ~s"	""	"2"
"35702"	"10"	"27635"	""	","	"0"	""	""	"1"
"35703"	"387"	"35706"	""	","	"0"	""	""	"1"
"35704"	"20"	"28817"	""	","	"0"	""	""	"1"
"35704"	"30"	"32875"	""	","	"0"	"de ~s"	""	"1"
"35704"	"30"	"32876"	""	","	"0"	"de ~s"	""	"2"
"35705"	"21"	"27688"	""	","	"0"	""	""	"1"
"35706"	"683"	"35703"	""	","	"0"	""	""	"1"
"35707"	"28"	"30788"	""	","	"0"	""	""	"1"
"35707"	"20"	"33988"	""	","	"0"	""	""	"1"
"35707"	"362"	"35703"	""	","	"0"	""	""	"1"
"35707"	"362"	"35706"	""	","	"0"	""	""	"2"
"35707"	"362"	"52249"	""	";"	"0"	""	""	"3"
"35707"	"362"	"52250"	""	","	"0"	""	""	"4"
"35707"	"104"	"52247"	""	","	"0"	""	""	"1"
"35708"	"2"	"27689"	""	","	"0"	""	""	"1"
"35709"	"21"	"27690"	""	","	"0"	""	""	"1"
"35710"	"21"	"27690"	""	","	"0"	""	""	"1"
"35711"	"23"	"27619"	""	","	"0"	""	""	"1"
"35712"	"10"	"35713"	""	","	"0"	""	""	"1"
"35713"	"10"	"35712"	""	","	"0"	""	""	"1"
"35714"	"3"	"40405"	""	","	"0"	""	""	"1"
"35715"	"13"	"50789"	""	","	"0"	""	""	"1"
"35716"	"28"	"27622"	""	","	"0"	""	""	"1"
"35717"	"893"	"28707"	""	","	"0"	""	""	"1"
"35718"	"203"	"27620"	""	","	"0"	""	""	"1"
"35719"	"20"	"28817"	""	","	"0"	""	""	"1"
"35720"	"4"	"27620"	""	","	"0"	""	""	"1"
"35720"	"21"	"35723"	""	","	"0"	""	""	"1"
"35721"	"4"	"30300"	""	","	"0"	""	""	"1"
"35722"	"3"	"45000"	""	","	"0"	""	""	"1"
"35723"	"23"	"35720"	""	","	"0"	""	""	"1"
"35724"	"3"	"36097"	""	","	"0"	""	""	"1"
"35724"	"371"	"43443"	""	","	"0"	""	""	"1"
"35725"	"25"	"27665"	""	","	"0"	""	""	"1"
"35726"	"3"	"46066"	""	","	"0"	""	""	"1"
"35726"	"3"	"44591"	""	","	"0"	""	""	"2"
"35726"	"3"	"44624"	""	","	"0"	""	""	"3"
"35727"	"3"	"50219"	""	","	"0"	""	""	"1"
"35728"	"3"	"53688"	""	","	"0"	""	""	"1"
"35728"	"3"	"51108"	""	";"	"0"	""	""	"2"
"35729"	"23"	"35730"	""	","	"0"	""	""	"1"
"35730"	"21"	"35729"	""	","	"0"	""	""	"1"
"35731"	"23"	"45211"	""	","	"0"	""	""	"1"
"35731"	"2"	"35732"	""	","	"0"	""	""	"1"
"35732"	"23"	"45211"	""	","	"0"	""	""	"1"
"35732"	"2"	"35731"	""	","	"0"	""	""	"1"
"35733"	"3"	"42662"	""	","	"0"	""	""	"1"
"35734"	"683"	"35735"	""	","	"0"	""	""	"1"
"35734"	"3"	"35809"	""	","	"0"	""	""	"1"
"35735"	"387"	"35734"	""	","	"0"	""	""	"1"
"35735"	"3"	"35803"	""	","	"0"	""	""	"1"
"35736"	"13"	"50216"	""	","	"0"	""	""	"1"
"35737"	"20"	"26324"	""	","	"0"	""	""	"1"
"35738"	"161"	"39988"	""	","	"0"	"~"	""	"1"
"35738"	"161"	"35742"	""	","	"1"	""	""	"2"
"35739"	"387"	"35740"	""	","	"0"	""	""	"1"
"35740"	"683"	"35739"	""	","	"0"	""	""	"1"
"35741"	"23"	"27638"	""	","	"0"	""	""	"1"
"35743"	"23"	"27662"	""	","	"0"	""	""	"1"
"35744"	"3"	"50213"	""	","	"0"	""	""	"1"
"35745"	"13"	"50821"	""	","	"0"	""	""	"1"
"35746"	"25"	"27659"	""	","	"0"	""	""	"1"
"35747"	"104"	"35745"	""	","	"0"	""	""	"1"
"35747"	"4"	"52389"	""	","	"0"	""	""	"1"
"35748"	"3"	"50333"	""	","	"0"	""	""	"1"
"35749"	"25"	"27659"	""	","	"0"	""	""	"1"
"35750"	"3"	"50209"	""	","	"0"	""	""	"1"
"35751"	"2"	"27644"	""	","	"0"	""	""	"1"
"35751"	"3"	"35752"	""	","	"0"	""	""	"1"
"35751"	"3"	"35753"	""	","	"0"	""	""	"2"
"35752"	"2"	"35753"	""	","	"0"	""	""	"1"
"35752"	"3"	"35751"	""	","	"0"	""	""	"1"
"35752"	"3"	"27644"	""	","	"0"	""	""	"2"
"35752"	"3"	"51584"	""	","	"0"	""	""	"3"
"35753"	"3"	"27644"	""	","	"0"	""	""	"1"
"35753"	"3"	"35751"	""	","	"0"	""	""	"2"
"35753"	"3"	"51584"	""	","	"0"	""	""	"3"
"35753"	"2"	"35752"	""	","	"0"	""	""	"1"
"35754"	"387"	"35755"	""	","	"0"	""	""	"1"
"35754"	"3"	"30824"	""	","	"0"	""	""	"1"
"35755"	"683"	"35754"	""	","	"0"	""	""	"1"
"35756"	"228"	"29997"	""	","	"0"	""	""	"1"
"35757"	"3"	"26454"	""	","	"0"	""	""	"1"
"35757"	"3"	"33690"	""	","	"0"	""	""	"2"
"35758"	"3"	"47607"	""	","	"0"	""	""	"1"
"35758"	"3"	"35759"	""	";"	"0"	""	""	"2"
"35759"	"3"	"35758"	""	","	"0"	""	""	"1"
"35760"	"387"	"35761"	""	","	"0"	""	""	"1"
"35761"	"683"	"35760"	""	","	"0"	""	""	"1"
"35762"	"10"	"28681"	""	","	"0"	""	""	"1"
"35762"	"21"	"29954"	""	","	"0"	""	""	"1"
"35762"	"13"	"48539"	""	","	"0"	""	""	"1"
"35762"	"3"	"48075"	""	","	"0"	""	""	"1"
"35762"	"3"	"42883"	""	";"	"0"	""	""	"2"
"35763"	"683"	"27707"	""	","	"0"	""	""	"1"
"35765"	"59"	"35767"	""	","	"0"	""	""	"1"
"35765"	"4"	"27233"	""	","	"0"	""	""	"1"
"35766"	"24"	"28993"	""	","	"0"	""	""	"1"
"35766"	"5"	"31438"	""	","	"0"	""	""	"1"
"35766"	"3"	"54690"	""	","	"0"	""	""	"1"
"35767"	"310"	"35765"	""	","	"1"	""	""	"1"
"35768"	"594"	"35773"	""	","	"0"	""	""	"1"
"35768"	"594"	"35775"	""	","	"0"	""	""	"2"
"35769"	"358"	"35771"	""	","	"0"	""	""	"1"
"35769"	"10"	"35777"	""	","	"0"	""	""	"1"
"35769"	"21"	"35776"	""	","	"0"	""	""	"1"
"35769"	"104"	"35788"	""	","	"0"	""	""	"1"
"35769"	"3"	"35774"	""	","	"0"	""	""	"1"
"35770"	"28"	"27740"	""	","	"0"	""	""	"1"
"35770"	"20"	"28707"	""	","	"0"	""	""	"1"
"35770"	"896"	"35773"	""	","	"0"	""	""	"1"
"35770"	"896"	"35775"	""	","	"0"	""	""	"2"
"35770"	"104"	"35768"	""	","	"0"	""	""	"1"
"35770"	"31"	"35770"	"~"	","	"0"	""	""	"1"
"35771"	"3"	"34651"	""	","	"0"	""	""	"1"
"35772"	"10"	"52893"	""	","	"0"	""	""	"1"
"35773"	"387"	"35775"	""	","	"0"	""	""	"1"
"35773"	"104"	"35768"	""	","	"0"	""	""	"1"
"35774"	"367"	"27704"	""	","	"0"	""	""	"1"
"35774"	"3"	"35769"	""	","	"0"	""	""	"1"
"35775"	"683"	"35773"	""	","	"0"	""	""	"1"
"35776"	"23"	"35769"	""	","	"0"	""	""	"1"
"35777"	"10"	"35769"	""	","	"0"	""	""	"1"
"35778"	"3"	"27740"	""	","	"0"	""	""	"1"
"35779"	"10"	"27704"	""	","	"0"	""	""	"1"
"35780"	"23"	"27704"	""	","	"0"	""	""	"1"
"35782"	"23"	"27750"	""	","	"0"	""	""	"1"
"35783"	"13"	"50527"	""	","	"0"	""	""	"1"
"35784"	"107"	"35785"	""	","	"0"	""	""	"1"
"35785"	"3"	"42272"	""	","	"0"	""	""	"1"
"35786"	"23"	"27650"	""	","	"0"	""	""	"1"
"35787"	"10"	"50467"	""	","	"0"	""	""	"1"
"35788"	"3"	"44684"	""	","	"0"	""	""	"1"
"35789"	"5"	"53596"	""	","	"0"	""	""	"1"
"35793"	"3"	"50534"	""	","	"0"	""	""	"1"
"35794"	"21"	"27708"	""	","	"0"	""	""	"1"
"35795"	"683"	"29118"	""	","	"0"	""	""	"1"
"35796"	"2"	"35814"	""	","	"0"	""	""	"1"
"35796"	"683"	"35797"	""	","	"0"	""	""	"1"
"35797"	"387"	"35796"	""	","	"0"	""	""	"1"
"35797"	"2"	"35810"	""	","	"0"	""	""	"1"
"35798"	"5"	"50589"	""	","	"0"	""	""	"1"
"35799"	"68"	"27708"	""	","	"1"	""	""	"1"
"35801"	"68"	"27708"	""	","	"0"	""	""	"1"
"35802"	"21"	"27754"	""	","	"0"	""	""	"1"
"35803"	"387"	"35809"	""	","	"0"	""	""	"1"
"35804"	"4"	"35805"	""	","	"0"	""	""	"1"
"35805"	"3"	"47108"	""	","	"0"	""	""	"1"
"35805"	"13"	"43902"	""	","	"0"	""	""	"1"
"35805"	"13"	"47102"	""	","	"0"	""	""	"2"
"35805"	"13"	"29774"	""	","	"0"	""	""	"3"
"35805"	"126"	"42009"	""	","	"0"	""	""	"1"
"35805"	"126"	"49484"	""	"<"	"0"	""	""	"2"
"35805"	"40"	"28219"	""	","	"0"	""	""	"1"
"35805"	"59"	"47137"	""	","	"0"	"de N=$1"	""	"1"
"35805"	"31"	"35812"	""	","	"0"	""	""	"1"
"35805"	"31"	"35811"	""	","	"0"	""	""	"2"
"35806"	"683"	"35807"	""	","	"0"	""	""	"1"
"35807"	"387"	"35806"	""	","	"0"	""	""	"1"
"35809"	"683"	"35803"	""	","	"0"	""	""	"1"
"35810"	"387"	"35814"	""	","	"0"	""	""	"1"
"35810"	"2"	"35797"	""	","	"0"	""	""	"1"
"35811"	"387"	"35812"	""	","	"0"	""	""	"1"
"35811"	"40"	"28219"	""	","	"0"	""	""	"1"
"35812"	"683"	"35811"	""	","	"0"	""	""	"1"
"35813"	"5"	"27710"	""	","	"0"	""	""	"1"
"35814"	"683"	"35810"	""	","	"0"	""	""	"1"
"35814"	"2"	"35796"	""	","	"0"	""	""	"1"
"35815"	"683"	"35825"	""	","	"0"	""	""	"1"
"35816"	"3"	"50580"	""	","	"0"	""	""	"1"
"35817"	"3"	"53687"	""	","	"0"	""	""	"1"
"35817"	"3"	"33526"	""	";"	"0"	""	""	"2"
"35818"	"387"	"35819"	""	","	"0"	""	""	"1"
"35819"	"683"	"35818"	""	","	"0"	""	""	"1"
"35820"	"21"	"27713"	""	","	"0"	""	""	"1"
"35821"	"366"	"35822"	""	","	"0"	""	""	"1"
"35821"	"366"	"27713"	""	";"	"0"	""	""	"2"
"35821"	"11"	"50556"	""	","	"0"	""	""	"1"
"35821"	"5"	"53586"	""	","	"0"	""	""	"1"
"35822"	"3"	"27713"	""	","	"0"	""	""	"1"
"35822"	"104"	"35821"	""	","	"0"	""	""	"1"
"35823"	"3"	"35824"	""	","	"0"	""	""	"1"
"35823"	"3"	"42524"	""	";"	"0"	""	""	"2"
"35823"	"4"	"28546"	""	","	"0"	""	""	"1"
"35824"	"3"	"35823"	""	","	"0"	""	""	"1"
"35824"	"4"	"28546"	""	","	"0"	""	""	"1"
"35825"	"387"	"35815"	""	","	"0"	""	""	"1"
"35827"	"23"	"27757"	""	","	"0"	""	""	"1"
"35828"	"23"	"27757"	""	","	"0"	""	""	"1"
"35829"	"2"	"35832"	""	","	"0"	""	""	"1"
"35829"	"2"	"27385"	""	","	"0"	""	""	"2"
"35830"	"3"	"29823"	""	","	"0"	""	""	"1"
"35832"	"2"	"35829"	""	","	"0"	""	""	"1"
"35832"	"2"	"27385"	""	","	"0"	""	""	"2"
"35832"	"20"	"39631"	""	","	"0"	""	""	"1"
"35833"	"23"	"27753"	""	","	"0"	""	""	"1"
"35834"	"13"	"37242"	""	","	"0"	""	""	"1"
"35835"	"13"	"33576"	""	","	"0"	""	""	"1"
"35836"	"3"	"50201"	""	","	"0"	""	""	"1"
"35837"	"387"	"35838"	""	","	"0"	""	""	"1"
"35838"	"683"	"35837"	""	","	"0"	""	""	"1"
"35839"	"683"	"27257"	""	","	"0"	""	""	"1"
"35840"	"21"	"27744"	""	","	"0"	""	""	"1"
"35842"	"23"	"29181"	""	","	"0"	""	""	"1"
"35844"	"21"	"27257"	""	","	"0"	""	""	"1"
"35845"	"23"	"27735"	""	","	"0"	""	""	"1"
"35846"	"3"	"50579"	""	","	"0"	""	""	"1"
"35847"	"683"	"30763"	""	","	"0"	""	""	"1"
"35848"	"387"	"35854"	""	","	"0"	""	""	"1"
"35848"	"3"	"54366"	""	","	"0"	""	""	"1"
"35848"	"3"	"54363"	""	";"	"0"	""	""	"2"
"35848"	"3"	"30563"	""	";"	"0"	""	""	"3"
"35848"	"3"	"44431"	""	","	"0"	""	""	"4"
"35849"	"23"	"27738"	""	","	"0"	""	""	"1"
"35850"	"387"	"35851"	""	","	"0"	""	""	"1"
"35851"	"683"	"35850"	""	","	"0"	""	""	"1"
"35854"	"683"	"35848"	""	","	"0"	""	""	"1"
"35854"	"3"	"54364"	""	","	"0"	""	""	"1"
"35854"	"3"	"30563"	""	";"	"0"	""	""	"2"
"35854"	"3"	"44431"	""	","	"0"	""	""	"3"
"35855"	"3"	"50578"	""	","	"0"	""	""	"1"
"35856"	"20"	"28219"	""	","	"0"	""	""	"1"
"35857"	"3"	"34459"	""	","	"0"	""	""	"1"
"35858"	"23"	"27392"	""	","	"0"	""	""	"1"
"35859"	"387"	"35868"	""	","	"0"	""	""	"1"
"35859"	"3"	"33472"	"antennes"	","	"0"	""	""	"1"
"35859"	"3"	"48027"	""	","	"0"	""	""	"2"
"35859"	"3"	"40569"	"oreilles"	","	"0"	""	""	"3"
"35860"	"2"	"27692"	""	","	"0"	""	""	"1"
"35860"	"23"	"50307"	""	","	"0"	""	""	"1"
"35861"	"29"	"35865"	""	","	"0"	""	""	"1"
"35862"	"3"	"26718"	""	","	"0"	""	""	"1"
"35862"	"104"	"35861"	""	","	"0"	""	""	"1"
"35862"	"161"	"39988"	""	","	"0"	"~"	""	"1"
"35862"	"161"	"35865"	""	","	"1"	""	""	"2"
"35863"	"10"	"27720"	""	","	"0"	""	""	"1"
"35864"	"3"	"50307"	""	","	"0"	""	""	"1"
"35865"	"28"	"35861"	""	","	"0"	""	""	"1"
"35868"	"683"	"35859"	""	","	"0"	""	""	"1"
"35868"	"3"	"33472"	"antennes"	","	"0"	""	""	"1"
"35868"	"3"	"48027"	""	","	"0"	""	""	"2"
"35868"	"3"	"40569"	"oreilles"	","	"0"	""	""	"3"
"35869"	"23"	"27700"	""	","	"0"	""	""	"1"
"35870"	"23"	"27700"	""	","	"0"	""	""	"1"
