"id"	"example"	"occurrence"	"position"	"%"
"26427"	"9513"	"177,183;"	"9"	"100"
"26427"	"9514"	"358,363;"	"10"	"100"
"26428"	"7084"	"83,89;"	"0"	"100"
"26429"	"1653"	"137,143;"	"0"	"100"
"26430"	"4616"	"40,47;"	"0"	"100"
"26430"	"4619"	"62,69;"	"1"	"100"
"26430"	"4620"	"72,79;"	"2"	"100"
"26430"	"4621"	"75,82;"	"3"	"100"
"26430"	"4205"	"335,342;"	"4"	"100"
"26431"	"4328"	"41,45;"	"0"	"100"
"26431"	"4331"	"44,48;"	"1"	"100"
"26431"	"4332"	"46,50;"	"2"	"100"
"26431"	"2729"	"91,95;218,222;"	"3"	"100"
"26431"	"4333"	"96,100;"	"4"	"100"
"26431"	"4334"	"80,85;121,126;184,189;"	"5"	"100"
"26431"	"4336"	"113,118;"	"6"	"100"
"26431"	"4337"	"52,56;"	"7"	"100"
"26431"	"4340"	"53,58;"	"8"	"100"
"26431"	"18378"	"50,54;"	"9"	"100"
"26432"	"8938"	"79,82;"	"0"	"100"
"26433"	"6269"	"47,52;"	"0"	"100"
"26433"	"2712"	"57,62;"	"1"	"100"
"26433"	"4312"	"25,30;"	"2"	"100"
"26433"	"2366"	"47,52;"	"3"	"100"
"26433"	"6270"	"115,120;"	"4"	"100"
"26433"	"6271"	"52,57;"	"5"	"100"
"26433"	"6272"	"201,206;"	"6"	"100"
"26433"	"6273"	"18,23;"	"7"	"100"
"26433"	"6274"	"96,101;"	"8"	"100"
"26434"	"3819"	"94,97;"	"0"	"100"
"26434"	"3012"	"32,36;"	"1"	"100"
"26434"	"759"	"21,26;"	"2"	"100"
"26434"	"10785"	"30,31;"	"3"	"100"
"26434"	"4394"	"140,144;"	"4"	"100"
"26434"	"15377"	"64,69;"	"5"	"100"
"26434"	"2721"	"62,64;"	"6"	"100"
"26434"	"7475"	"24,27;"	"7"	"100"
"26434"	"1721"	"48,52;"	"8"	"100"
"26435"	"447"	"142,148;"	"0"	"100"
"26435"	"3148"	"40,47;"	"1"	"100"
"26436"	"4375"	"48,53;"	"0"	"100"
"26437"	"24816"	"74,78;"	"0"	"100"
"26437"	"7513"	"26,30;"	"1"	"100"
"26438"	"18246"	"82,90;"	"0"	"100"
"26442"	"4361"	"28,36;"	"0"	"100"
"26443"	"1683"	"226,235;"	"0"	"100"
"26443"	"1687"	"116,125;"	"1"	"100"
"26443"	"1689"	"24,33;"	"2"	"100"
"26444"	"482"	"107,115;"	"0"	"100"
"26445"	"9801"	"82,87;"	"0"	"100"
"26446"	"17136"	"64,67;"	"0"	"100"
"26447"	"3708"	"122,127;"	"0"	"100"
"26448"	"5643"	"19,24;"	"0"	"100"
"26449"	"6449"	"141,143;"	"0"	"100"
"26450"	"560"	"36,41;"	"0"	"100"
"26451"	"9840"	"52,57;"	"0"	"100"
"26451"	"9841"	"84,88;"	"1"	"100"
"26451"	"9844"	"183,187;"	"2"	"100"
"26451"	"9935"	"79,83;121,125;"	"3"	"100"
"26451"	"9880"	"248,252;"	"4"	"100"
"26451"	"9931"	"107,111;"	"5"	"100"
"26451"	"9934"	"352,356;"	"6"	"100"
"26451"	"9879"	"187,191;"	"7"	"100"
"26451"	"9895"	"108,112;"	"8"	"100"
"26452"	"9935"	"43,50;"	"0"	"100"
"26453"	"1375"	"41,48;"	"0"	"100"
"26454"	"155"	"171,176;"	"0"	"100"
"26455"	"1094"	"196,200;"	"0"	"100"
"26456"	"11711"	"92,98;"	"0"	"100"
"26458"	"22144"	"110,114;179,183;"	"0"	"100"
"26459"	"710"	"177,182;"	"0"	"100"
"26459"	"2832"	"182,188;"	"1"	"100"
"26459"	"2834"	"107,113;"	"2"	"100"
"26459"	"2836"	"205,211;"	"3"	"100"
"26459"	"2838"	"208,214;"	"4"	"100"
"26459"	"2840"	"159,165;250,256;"	"5"	"100"
"26459"	"2841"	"444,450;"	"6"	"100"
"26459"	"2844"	"314,320;"	"7"	"100"
"26459"	"2847"	"225,231;"	"8"	"100"
"26459"	"2850"	"51,57;"	"9"	"100"
"26460"	"5642"	"338,345;"	"0"	"100"
"26461"	"1195"	"268,273;"	"0"	"100"
"26462"	"6966"	"30,32;"	"0"	"100"
"26463"	"1954"	"39,43;"	"0"	"100"
"26464"	"5394"	"116,121;"	"0"	"100"
"26465"	"13953"	"275,282;"	"0"	"100"
"26466"	"281"	"75,79;"	"0"	"100"
"26467"	"9192"	"73,75;"	"0"	"100"
"26468"	"18464"	"38,40;"	"0"	"100"
"26468"	"500"	"19,21;"	"1"	"100"
"26469"	"9559"	"324,327;"	"0"	"100"
"26470"	"23785"	"36,39;"	"0"	"100"
"26471"	"125"	"30,35;"	"0"	"100"
"26471"	"126"	"120,125;"	"1"	"100"
"26471"	"127"	"163,168;"	"2"	"100"
"26471"	"131"	"115,120;"	"3"	"100"
"26471"	"132"	"104,109;"	"4"	"100"
"26471"	"133"	"171,176;"	"5"	"100"
"26471"	"128"	"145,150;"	"6"	"100"
"26471"	"129"	"42,47;"	"7"	"100"
"26471"	"130"	"105,110;"	"8"	"100"
"26473"	"10012"	"66,71;"	"0"	"100"
"26473"	"10013"	"50,55;"	"1"	"100"
"26473"	"4819"	"19,24;"	"2"	"100"
"26473"	"3996"	"32,37;"	"3"	"100"
"26473"	"11633"	"39,44;"	"4"	"100"
"26473"	"10015"	"54,59;"	"5"	"100"
"26473"	"4351"	"113,118;"	"6"	"100"
"26473"	"5209"	"92,98;"	"7"	"100"
"26473"	"10016"	"158,163;"	"8"	"100"
"26473"	"10018"	"19,24;"	"9"	"100"
"26473"	"10019"	"156,162;"	"10"	"100"
"26473"	"10027"	"311,316;"	"11"	"100"
"26474"	"644"	"113,121;"	"0"	"100"
"26475"	"24111"	"134,138;"	"0"	"100"
"26476"	"19"	"159,163;177,181;"	"0"	"100"
"26477"	"3033"	"173,179;"	"0"	"100"
"26478"	"257"	"111,118;"	"0"	"100"
"26479"	"10442"	"95,99;"	"0"	"100"
"26480"	"3515"	"98,105;"	"0"	"100"
"26480"	"3902"	"59,66;"	"1"	"100"
"26480"	"12570"	"110,117;"	"2"	"100"
"26481"	"10471"	"238,243;"	"0"	"100"
"26482"	"17994"	"20,23;"	"0"	"100"
"26483"	"6343"	"132,134;"	"0"	"100"
"26483"	"17197"	"48,51;"	"1"	"100"
"26483"	"19427"	"308,311;"	"2"	"100"
"26483"	"10487"	"69,71;"	"4"	"100"
"26483"	"4187"	"98,100;"	"5"	"100"
"26484"	"7819"	"80,84;"	"0"	"100"
"26485"	"16772"	"57,64;"	"0"	"100"
"26486"	"1202"	"130,135;"	"0"	"100"
"26487"	"11489"	"158,161;"	"0"	"100"
"26488"	"17658"	"111,114;"	"0"	"100"
"26489"	"115"	"126,131;137,142;"	"0"	"100"
"26490"	"15684"	"224,228;"	"0"	"100"
"26491"	"1120"	"153,158;"	"0"	"100"
"26492"	"380"	"94,104;"	"0"	"100"
"26492"	"382"	"292,301;443,452;"	"1"	"100"
"26492"	"383"	"19,28;"	"2"	"100"
"26492"	"384"	"44,53;"	"3"	"100"
"26492"	"385"	"85,94;"	"4"	"100"
"26492"	"386"	"127,136;"	"5"	"100"
"26492"	"387"	"32,41;"	"6"	"100"
"26492"	"388"	"78,88;"	"7"	"100"
"26492"	"390"	"164,173;"	"8"	"100"
"26492"	"392"	"81,91;"	"9"	"100"
"26492"	"393"	"81,90;"	"10"	"100"
"26492"	"395"	"194,203;"	"11"	"100"
"26493"	"12453"	"86,89;"	"0"	"100"
"26493"	"12463"	"82,85;"	"1"	"100"
"26493"	"12467"	"24,27;"	"2"	"100"
"26493"	"12470"	"91,94;"	"3"	"100"
"26493"	"12473"	"146,149;"	"4"	"100"
"26494"	"11916"	"79,82;"	"0"	"100"
"26494"	"11914"	"55,58;"	"1"	"100"
"26495"	"479"	"152,159;"	"0"	"100"
"26495"	"8394"	"16,23;"	"1"	"100"
"26496"	"1356"	"16,23;"	"0"	"100"
"26497"	"5537"	"62,68;"	"0"	"100"
"26498"	"5868"	"58,62;"	"0"	"100"
"26498"	"5869"	"127,131;"	"1"	"100"
"26498"	"5871"	"122,126;"	"2"	"100"
"26498"	"5872"	"45,49;"	"3"	"100"
"26498"	"5874"	"47,51;"	"4"	"100"
"26498"	"5876"	"147,151;"	"5"	"100"
"26498"	"5883"	"88,92;"	"6"	"100"
"26498"	"5884"	"33,37;106,110;"	"7"	"100"
"26498"	"5885"	"206,210;"	"8"	"100"
"26499"	"7346"	"58,64;"	"0"	"100"
"26499"	"9944"	"123,130;"	"1"	"100"
"26499"	"2551"	"71,77;"	"2"	"100"
"26499"	"18313"	"74,80;"	"3"	"100"
"26499"	"18307"	"87,96;"	"4"	"100"
"26499"	"18321"	"60,67;"	"5"	"100"
"26499"	"18323"	"60,66;"	"6"	"100"
"26499"	"18325"	"68,74;"	"7"	"100"
"26499"	"18328"	"45,51;"	"8"	"100"
"26499"	"18350"	"48,54;"	"9"	"100"
"26502"	"685"	"156,163;"	"0"	"100"
"26502"	"8393"	"211,218;"	"1"	"100"
"26502"	"9792"	"150,157;"	"2"	"100"
"26502"	"10775"	"93,100;"	"3"	"100"
"26502"	"12161"	"61,68;"	"4"	"100"
"26502"	"24927"	"40,47;"	"5"	"100"
"26502"	"18236"	"36,43;"	"6"	"100"
"26502"	"17223"	"157,164;"	"7"	"100"
"26503"	"21396"	"79,82;"	"0"	"100"
"26504"	"19546"	"104,110;"	"0"	"100"
"26505"	"4184"	"132,137;"	"0"	"100"
"26506"	"5555"	"41,45;94,100;"	"0"	"100"
"26507"	"24593"	"106,114;"	"0"	"100"
"26508"	"3620"	"185,187;"	"0"	"100"
"26509"	"17155"	"34,40;"	"0"	"100"
"26510"	"20673"	"49,53;"	"0"	"100"
"26510"	"498"	"97,101;"	"1"	"100"
"26511"	"717"	"62,66;"	"0"	"100"
"26512"	"8674"	"36,41;"	"0"	"100"
"26513"	"797"	"65,72;"	"0"	"100"
"26514"	"6992"	"29,33;"	"0"	"100"
"26514"	"8585"	"38,42;"	"1"	"100"
"26514"	"8587"	"167,172;"	"2"	"100"
"26514"	"8591"	"189,194;"	"3"	"100"
"26514"	"8592"	"100,105;"	"4"	"100"
"26514"	"8593"	"55,60;107,111;160,165;229,233;"	"5"	"100"
"26514"	"8594"	"47,52;"	"6"	"100"
"26514"	"8595"	"157,161;"	"7"	"100"
"26514"	"8597"	"66,71;"	"8"	"100"
"26515"	"16033"	"38,42;"	"0"	"100"
"26515"	"2856"	"86,90;"	"1"	"100"
"26515"	"18630"	"145,148;"	"2"	"100"
"26515"	"18641"	"151,155;"	"3"	"100"
"26515"	"18633"	"109,113;"	"4"	"100"
"26515"	"18634"	"68,71;"	"5"	"100"
"26515"	"18646"	"141,145;"	"6"	"100"
"26515"	"18648"	"254,257;"	"7"	"100"
"26515"	"18650"	"279,283;"	"8"	"100"
"26516"	"371"	"27,31;"	"0"	"100"
"26516"	"9319"	"105,109;"	"1"	"100"
"26516"	"8010"	"68,71;"	"2"	"100"
"26516"	"12862"	"293,297;"	"3"	"100"
"26516"	"6122"	"48,52;"	"4"	"100"
"26516"	"6468"	"103,107;"	"5"	"100"
"26516"	"8829"	"108,112;"	"6"	"100"
"26516"	"13833"	"386,394;"	"7"	"100"
"26516"	"14876"	"99,102;"	"8"	"100"
"26517"	"7207"	"126,129;"	"0"	"100"
"26518"	"1974"	"121,128;"	"0"	"100"
"26519"	"1036"	"69,74;"	"0"	"100"
"26520"	"8745"	"159,161;"	"0"	"100"
"26520"	"6479"	"138,141;"	"1"	"100"
"26520"	"7993"	"132,135;"	"2"	"100"
"26520"	"8818"	"19,21;213,215;"	"4"	"100"
"26520"	"8819"	"46,49;"	"5"	"100"
"26520"	"8820"	"190,192;280,282;314,316;"	"6"	"100"
"26520"	"8821"	"138,140;"	"7"	"100"
"26520"	"8822"	"122,124;"	"8"	"100"
"26520"	"8823"	"24,26;"	"9"	"100"
"26521"	"13380"	"233,241;"	"0"	"100"
"26522"	"727"	"242,246;"	"0"	"100"
"26523"	"6194"	"77,79;"	"0"	"100"
"26523"	"316"	"314,318;"	"1"	"100"
"26523"	"3584"	"34,36;"	"2"	"100"
"26524"	"23927"	"87,97;"	"0"	"100"
"26525"	"2715"	"206,212;"	"0"	"100"
"26526"	"6126"	"42,48;"	"0"	"100"
"26526"	"3697"	"98,104;"	"1"	"100"
"26527"	"23523"	"233,240;"	"0"	"100"
"26528"	"22599"	"243,249;"	"0"	"100"
"26529"	"1926"	"29,34;"	"0"	"100"
"26529"	"1929"	"46,51;"	"1"	"100"
"26529"	"1934"	"79,84;"	"2"	"100"
"26529"	"1947"	"64,69;"	"3"	"100"
"26529"	"1954"	"84,89;"	"4"	"100"
"26529"	"1967"	"116,121;"	"5"	"100"
"26529"	"1973"	"47,52;"	"6"	"100"
"26529"	"1970"	"16,21;"	"7"	"100"
"26529"	"1974"	"54,60;"	"8"	"100"
"26530"	"14104"	"137,143;"	"0"	"100"
"26531"	"20068"	"105,109;"	"0"	"100"
"26532"	"2851"	"225,229;"	"0"	"100"
"26532"	"2857"	"56,59;"	"1"	"100"
"26532"	"2886"	"260,263;"	"2"	"100"
"26532"	"12164"	"35,38;"	"3"	"100"
"26533"	"6454"	"153,157;"	"0"	"100"
"26533"	"9105"	"358,362;"	"1"	"100"
"26534"	"882"	"28,33;"	"0"	"100"
"26535"	"371"	"72,77;"	"0"	"100"
"26535"	"2186"	"154,159;"	"1"	"100"
"26535"	"3376"	"289,294;"	"2"	"100"
"26536"	"3152"	"147,153;"	"0"	"100"
"26537"	"6979"	"19,25;"	"0"	"100"
"26537"	"6978"	"199,205;"	"1"	"100"
"26537"	"7006"	"89,95;"	"2"	"100"
"26537"	"7212"	"44,50;"	"3"	"100"
"26537"	"7214"	"196,202;"	"4"	"100"
"26537"	"7216"	"33,39;"	"5"	"100"
"26537"	"6980"	"193,199;"	"6"	"100"
"26537"	"7157"	"225,231;"	"7"	"100"
"26537"	"7211"	"47,54;"	"8"	"100"
"26538"	"23943"	"162,168;"	"0"	"100"
"26539"	"9057"	"99,105;"	"0"	"100"
"26539"	"5816"	"138,144;405,411;"	"1"	"100"
"26539"	"20274"	"57,63;"	"2"	"100"
"26539"	"17215"	"50,56;"	"3"	"100"
"26539"	"20275"	"82,89;103,110;128,135;297,303;"	"4"	"100"
"26539"	"16779"	"65,71;"	"5"	"100"
"26539"	"12235"	"41,48;"	"6"	"100"
"26539"	"23169"	"157,163;"	"7"	"100"
"26540"	"1530"	"286,292;"	"0"	"100"
"26541"	"4187"	"83,86;"	"0"	"100"
"26542"	"403"	"123,129;"	"0"	"100"
"26542"	"404"	"119,128;"	"1"	"100"
"26542"	"11894"	"193,197;"	"2"	"100"
"26543"	"14575"	"37,43;"	"0"	"100"
"26544"	"10047"	"22,25;"	"0"	"100"
"26545"	"7352"	"46,54;"	"0"	"100"
"26545"	"7357"	"158,166;"	"1"	"100"
"26545"	"7359"	"120,129;"	"2"	"100"
"26545"	"7365"	"20,29;"	"3"	"100"
"26545"	"7367"	"310,318;"	"4"	"100"
"26545"	"7368"	"94,102;"	"5"	"100"
"26545"	"4759"	"95,104;"	"6"	"100"
"26545"	"4085"	"135,143;365,373;"	"7"	"100"
"26545"	"7354"	"102,110;"	"8"	"100"
"26546"	"2800"	"20,30;"	"0"	"100"
"26547"	"23265"	"87,91;"	"0"	"100"
"26548"	"1220"	"92,100;"	"0"	"100"
"26549"	"11756"	"33,44;"	"0"	"100"
"26550"	"284"	"213,219;"	"0"	"100"
"26551"	"22506"	"70,79;"	"0"	"100"
"26551"	"23234"	"156,165;"	"1"	"100"
"26551"	"9476"	"90,97;"	"2"	"100"
"26551"	"14060"	"71,85;"	"3"	"100"
"26551"	"3264"	"16,25;"	"4"	"100"
"26551"	"16624"	"29,38;"	"5"	"100"
"26552"	"4491"	"82,85;"	"0"	"100"
"26552"	"15228"	"60,63;"	"1"	"100"
"26552"	"15229"	"37,40;"	"2"	"100"
"26552"	"14878"	"50,53;"	"3"	"100"
"26552"	"675"	"27,30;"	"4"	"100"
"26553"	"1120"	"72,81;"	"0"	"100"
"26553"	"4786"	"136,145;"	"1"	"100"
"26553"	"5290"	"296,305;"	"2"	"100"
"26553"	"9048"	"154,162;"	"3"	"100"
"26553"	"15984"	"80,88;"	"4"	"100"
"26553"	"1810"	"173,182;"	"5"	"100"
"26553"	"9211"	"228,236;"	"6"	"100"
"26554"	"7978"	"74,81;"	"0"	"100"
"26555"	"836"	"641,646;"	"0"	"100"
"26556"	"24072"	"76,83;"	"0"	"100"
"26557"	"138"	"132,135;"	"0"	"100"
"26557"	"139"	"72,75;"	"1"	"100"
"26557"	"1959"	"117,120;"	"2"	"100"
"26557"	"143"	"91,94;"	"3"	"100"
"26557"	"144"	"35,38;117,120;"	"4"	"100"
"26557"	"145"	"74,77;"	"5"	"100"
"26557"	"140"	"39,42;"	"6"	"100"
"26557"	"141"	"264,267;289,292;"	"7"	"100"
"26557"	"142"	"222,225;"	"8"	"100"
"26558"	"146"	"53,58;"	"0"	"100"
"26558"	"147"	"60,65;"	"1"	"100"
"26558"	"148"	"301,307;"	"2"	"100"
"26558"	"152"	"194,199;"	"3"	"100"
"26558"	"153"	"106,111;"	"4"	"100"
"26558"	"154"	"69,74;"	"5"	"100"
"26558"	"149"	"60,65;"	"6"	"100"
"26558"	"150"	"323,329;"	"7"	"100"
"26558"	"151"	"225,230;"	"8"	"100"
"26559"	"1674"	"155,162;"	"0"	"100"
"26560"	"5531"	"40,48;"	"0"	"100"
"26561"	"676"	"26,33;"	"0"	"100"
"26562"	"1669"	"75,82;306,313;"	"0"	"100"
"26563"	"19827"	"66,69;"	"0"	"100"
"26563"	"426"	"104,107;"	"1"	"100"
"26564"	"8062"	"18,24;"	"0"	"100"
"26565"	"20743"	"96,99;"	"0"	"100"
"26566"	"21189"	"220,227;"	"0"	"100"
"26566"	"406"	"51,56;"	"1"	"100"
"26567"	"4961"	"48,54;"	"0"	"100"
"26568"	"12715"	"138,144;"	"0"	"100"
"26569"	"10093"	"75,84;"	"0"	"100"
"26570"	"485"	"210,215;"	"0"	"100"
"26570"	"7707"	"153,159;"	"1"	"100"
"26570"	"7826"	"105,110;"	"2"	"100"
"26570"	"12171"	"174,179;"	"3"	"100"
"26570"	"11906"	"16,21;"	"4"	"100"
"26570"	"12053"	"195,201;215,220;"	"5"	"100"
"26570"	"12057"	"126,131;"	"6"	"100"
"26570"	"7697"	"184,190;"	"7"	"100"
"26570"	"3950"	"89,95;"	"8"	"100"
"26570"	"2257"	"109,115;"	"9"	"100"
"26571"	"12410"	"181,186;"	"0"	"100"
"26571"	"12411"	"190,195;"	"1"	"100"
"26571"	"12412"	"81,87;"	"2"	"100"
"26571"	"12413"	"26,33;"	"3"	"100"
"26571"	"7947"	"450,456;"	"4"	"100"
"26571"	"3002"	"130,136;"	"5"	"100"
"26571"	"12414"	"80,86;"	"6"	"100"
"26571"	"12415"	"51,57;"	"7"	"100"
"26571"	"12416"	"189,194;"	"8"	"100"
"26571"	"12417"	"264,270;"	"9"	"100"
"26571"	"12418"	"112,118;136,142;"	"10"	"100"
"26571"	"12699"	"202,208;"	"11"	"100"
"26572"	"1320"	"341,350;"	"0"	"100"
"26572"	"2521"	"124,133;"	"1"	"100"
"26572"	"2821"	"48,58;"	"2"	"100"
"26572"	"7833"	"59,68;"	"3"	"100"
"26572"	"22092"	"140,149;155,164;"	"4"	"100"
"26573"	"24093"	"129,136;"	"0"	"100"
"26574"	"8269"	"268,276;"	"0"	"100"
"26575"	"14521"	"121,129;"	"0"	"100"
"26576"	"345"	"112,116;"	"0"	"100"
"26576"	"3100"	"65,69;"	"1"	"100"
"26576"	"7210"	"235,241;"	"2"	"100"
"26577"	"482"	"85,92;"	"0"	"100"
"26578"	"20993"	"108,113;"	"0"	"100"
"26579"	"18812"	"44,50;"	"0"	"100"
"26579"	"9635"	"97,103;"	"1"	"100"
"26580"	"5545"	"194,198;"	"0"	"100"
"26580"	"2825"	"102,107;"	"1"	"100"
"26580"	"22763"	"115,119;"	"2"	"100"
"26581"	"17280"	"96,100;"	"0"	"100"
"26582"	"421"	"31,37;"	"0"	"100"
"26583"	"3612"	"35,41;"	"0"	"100"
"26584"	"208"	"309,314;"	"0"	"100"
"26585"	"2319"	"55,62;"	"0"	"100"
"26586"	"21334"	"166,169;"	"0"	"100"
"26587"	"940"	"189,196;"	"0"	"100"
"26588"	"22519"	"72,77;"	"0"	"100"
"26589"	"2120"	"85,90;"	"0"	"100"
"26589"	"4031"	"105,110;"	"1"	"100"
"26589"	"1573"	"45,50;"	"2"	"100"
"26589"	"3080"	"329,334;"	"3"	"100"
"26589"	"726"	"132,137;"	"4"	"100"
"26589"	"7739"	"105,110;"	"5"	"100"
"26589"	"824"	"60,65;"	"6"	"100"
"26589"	"17517"	"163,168;"	"7"	"100"
"26589"	"1046"	"105,110;"	"8"	"100"
"26590"	"4781"	"41,43;"	"0"	"100"
"26590"	"4782"	"122,124;"	"1"	"100"
"26590"	"4785"	"50,52;194,196;"	"2"	"100"
"26590"	"4787"	"168,170;"	"3"	"100"
"26590"	"4788"	"114,116;"	"4"	"100"
"26590"	"4790"	"31,33;"	"5"	"100"
"26590"	"4791"	"180,182;"	"6"	"100"
"26590"	"4795"	"32,34;76,78;158,160;"	"7"	"100"
"26590"	"4798"	"48,50;"	"8"	"100"
"26590"	"4800"	"19,21;"	"9"	"100"
"26590"	"4803"	"112,114;"	"10"	"100"
"26590"	"4807"	"76,78;"	"11"	"100"
"26590"	"7397"	"213,215;"	"12"	"100"
"26591"	"3261"	"19,21;"	"0"	"100"
"26592"	"126"	"97,98;"	"0"	"100"
"26593"	"23935"	"20,25;"	"0"	"100"
"26595"	"21209"	"115,120;"	"0"	"100"
"26596"	"669"	"123,134;"	"0"	"100"
"26597"	"23774"	"53,61;"	"0"	"100"
"26598"	"16198"	"65,70;"	"0"	"100"
"26598"	"28042"	"51,56;"	"1"	"100"
"26598"	"28044"	"173,178;"	"3"	"100"
"26599"	"6287"	"248,254;"	"0"	"100"
"26599"	"13030"	"98,105;"	"1"	"100"
"26599"	"10559"	"207,213;"	"2"	"100"
"26599"	"20992"	"20,27;"	"3"	"100"
"26599"	"22722"	"161,168;"	"4"	"100"
"26599"	"22723"	"19,25;"	"5"	"100"
"26599"	"22660"	"206,212;"	"6"	"100"
"26599"	"22678"	"33,39;"	"7"	"100"
"26599"	"22760"	"47,53;"	"8"	"100"
"26600"	"16325"	"35,40;"	"0"	"100"
"26601"	"17087"	"274,280;"	"0"	"100"
"26602"	"14357"	"164,169;"	"0"	"100"
"26603"	"10222"	"33,37;"	"0"	"100"
"26604"	"13429"	"89,92;"	"0"	"100"
"26605"	"368"	"159,167;"	"0"	"100"
"26606"	"1373"	"255,258;"	"0"	"100"
"26607"	"4524"	"122,128;"	"0"	"100"
"26608"	"4482"	"44,51;"	"0"	"100"
"26609"	"8006"	"27,33;"	"0"	"100"
"26610"	"2258"	"292,298;"	"0"	"100"
"26611"	"24026"	"37,46;91,100;"	"0"	"100"
"26612"	"5272"	"161,165;"	"0"	"100"
"26613"	"11208"	"88,94;"	"0"	"100"
"26614"	"11817"	"124,132;"	"0"	"100"
"26615"	"3023"	"19,29;"	"0"	"100"
"26615"	"3059"	"206,216;"	"1"	"100"
"26615"	"3060"	"347,356;"	"2"	"100"
"26615"	"3070"	"499,509;"	"3"	"100"
"26615"	"3071"	"122,131;"	"4"	"100"
"26615"	"3061"	"34,43;"	"5"	"100"
"26615"	"3063"	"67,76;"	"6"	"100"
"26615"	"3064"	"170,179;"	"7"	"100"
"26615"	"3065"	"102,111;"	"8"	"100"
"26615"	"3067"	"43,52;"	"9"	"100"
"26615"	"3069"	"104,113;"	"10"	"100"
"26616"	"21431"	"125,130;"	"0"	"100"
"26617"	"8085"	"75,81;"	"0"	"100"
"26617"	"9565"	"85,90;"	"1"	"100"
"26617"	"8084"	"104,109;"	"2"	"100"
"26617"	"992"	"229,235;"	"3"	"100"
"26617"	"1067"	"19,24;"	"4"	"100"
"26617"	"2913"	"26,32;"	"5"	"100"
"26617"	"3322"	"58,63;"	"6"	"100"
"26617"	"8084"	"104,109;"	"7"	"100"
"26617"	"8910"	"104,109;"	"8"	"100"
"26617"	"9141"	"197,203;"	"9"	"100"
"26617"	"9302"	"32,37;"	"10"	"100"
"26617"	"9565"	"85,90;"	"11"	"100"
"26617"	"8087"	"66,72;"	"30"	"100"
"26617"	"8086"	"20,26;"	"31"	"100"
"26617"	"8087"	"66,72;"	"32"	"100"
"26617"	"9567"	"186,191;"	"33"	"100"
"26617"	"9567"	"186,191;"	"34"	"100"
"26617"	"8092"	"22,28;"	"39"	"100"
"26617"	"8091"	"55,60;"	"40"	"100"
"26617"	"8089"	"150,156;"	"41"	"100"
"26617"	"8090"	"20,26;"	"42"	"100"
"26617"	"763"	"307,313;"	"43"	"100"
"26618"	"9741"	"86,96;161,171;"	"0"	"100"
"26618"	"9742"	"20,30;"	"1"	"100"
"26618"	"9743"	"108,118;"	"2"	"100"
"26618"	"9744"	"183,193;"	"3"	"100"
"26618"	"9745"	"19,29;"	"4"	"100"
"26618"	"9746"	"20,30;"	"5"	"100"
"26618"	"379"	"170,180;"	"6"	"100"
"26618"	"9748"	"137,147;"	"7"	"100"
"26618"	"1038"	"47,57;"	"8"	"100"
"26618"	"9750"	"179,189;"	"9"	"100"
"26619"	"11079"	"34,37;103,106;"	"0"	"100"
"26620"	"8181"	"54,61;"	"0"	"100"
"26622"	"9725"	"37,41;"	"0"	"100"
"26622"	"4873"	"145,149;"	"1"	"100"
"26623"	"325"	"94,99;"	"0"	"100"
"26623"	"327"	"113,118;"	"1"	"100"
"26623"	"340"	"121,126;"	"2"	"100"
"26623"	"353"	"81,86;"	"3"	"100"
"26623"	"355"	"65,70;"	"4"	"100"
"26623"	"358"	"131,137;"	"5"	"100"
"26623"	"344"	"70,75;"	"6"	"100"
"26623"	"348"	"99,104;"	"7"	"100"
"26623"	"351"	"24,29;"	"8"	"100"
"26624"	"4389"	"162,168;"	"0"	"100"
"26625"	"6398"	"138,143;"	"0"	"100"
"26626"	"11930"	"62,70;"	"0"	"100"
"26627"	"410"	"55,62;"	"0"	"100"
"26628"	"24112"	"83,88;"	"0"	"100"
"26629"	"16528"	"88,93;"	"0"	"100"
"26630"	"12836"	"302,308;"	"0"	"100"
"26631"	"1495"	"99,108;"	"0"	"100"
"26632"	"1775"	"89,96;"	"0"	"100"
"26633"	"22872"	"420,427;"	"0"	"100"
"26634"	"346"	"105,113;"	"0"	"100"
"26635"	"7271"	"181,188;"	"0"	"100"
"26636"	"19198"	"118,128;"	"0"	"100"
"26637"	"10689"	"139,146;"	"0"	"100"
"26638"	"24150"	"76,86;"	"0"	"100"
"26639"	"5813"	"95,101;"	"0"	"100"
"26640"	"6804"	"85,87;"	"0"	"100"
"26640"	"6805"	"71,73;"	"1"	"100"
"26640"	"6826"	"54,56;"	"2"	"100"
"26640"	"6828"	"114,116;"	"3"	"100"
"26640"	"6846"	"98,100;"	"4"	"100"
"26640"	"6847"	"67,69;"	"5"	"100"
"26640"	"6849"	"49,51;"	"6"	"100"
"26640"	"6815"	"134,136;"	"7"	"100"
"26640"	"6816"	"164,166;"	"8"	"100"
"26640"	"6817"	"75,77;"	"9"	"100"
"26641"	"1652"	"32,34;"	"0"	"100"
"26641"	"4834"	"51,53;"	"1"	"100"
"26641"	"4841"	"113,116;"	"2"	"100"
"26641"	"4844"	"88,90;"	"3"	"100"
"26641"	"4846"	"20,23;260,263;"	"4"	"100"
"26641"	"4847"	"115,118;"	"5"	"100"
"26641"	"4849"	"143,146;"	"6"	"100"
"26641"	"4851"	"71,74;"	"7"	"100"
"26641"	"4854"	"20,23;"	"8"	"100"
