"id"	"example"	"occurrence"	"position"	"%"
"41429"	"2987"	"18,24;"	"1"	"100"
"41429"	"4685"	"255,262;"	"2"	"100"
"41430"	"4685"	"265,272;"	"0"	"100"
"41431"	"5449"	"19,22;53,56;134,137;"	"0"	"100"
"41431"	"6588"	"19,22;"	"1"	"100"
"41431"	"6356"	"43,46;"	"2"	"100"
"41431"	"4426"	"97,100;"	"3"	"100"
"41432"	"4690"	"63,72;"	"0"	"100"
"41433"	"5320"	"197,207;"	"0"	"100"
"41433"	"5322"	"99,109;"	"1"	"100"
"41433"	"5324"	"96,106;"	"2"	"100"
"41433"	"5465"	"81,91;"	"3"	"100"
"41433"	"5466"	"77,87;"	"4"	"100"
"41433"	"5467"	"53,63;"	"5"	"100"
"41433"	"5468"	"58,68;"	"6"	"100"
"41433"	"5469"	"27,37;"	"7"	"100"
"41434"	"8392"	"144,149;"	"0"	"100"
"41434"	"8394"	"102,107;179,184;"	"1"	"100"
"41434"	"8395"	"29,34;"	"2"	"100"
"41434"	"8397"	"159,165;"	"3"	"100"
"41434"	"16906"	"183,188;"	"4"	"100"
"41434"	"16908"	"78,84;"	"5"	"100"
"41434"	"16911"	"173,179;"	"6"	"100"
"41435"	"8388"	"73,78;195,200;"	"0"	"100"
"41435"	"8390"	"154,159;198,203;"	"1"	"100"
"41435"	"8391"	"42,47;"	"2"	"100"
"41435"	"16907"	"90,95;232,237;"	"3"	"100"
"41435"	"16912"	"173,178;334,340;"	"4"	"100"
"41435"	"16913"	"228,233;"	"5"	"100"
"41435"	"16892"	"119,124;"	"6"	"100"
"41435"	"16893"	"135,140;"	"7"	"100"
"41435"	"16894"	"102,107;"	"8"	"100"
"41436"	"7574"	"136,140;"	"0"	"100"
"41436"	"7586"	"232,235;"	"1"	"100"
"41436"	"7991"	"50,53;"	"2"	"100"
"41436"	"7561"	"16,19;"	"3"	"100"
"41436"	"7378"	"207,210;"	"4"	"100"
"41436"	"7994"	"181,184;"	"5"	"100"
"41436"	"7608"	"132,135;"	"6"	"100"
"41436"	"8005"	"249,252;"	"7"	"100"
"41436"	"8009"	"118,121;"	"8"	"100"
"41438"	"1553"	"242,250;"	"0"	"100"
"41439"	"4709"	"16,21;"	"0"	"100"
"41440"	"4710"	"59,64;"	"0"	"100"
"41441"	"4711"	"135,139;"	"0"	"100"
"41441"	"4715"	"47,51;"	"1"	"100"
"41441"	"10328"	"203,208;"	"2"	"100"
"41441"	"10329"	"134,138;"	"3"	"100"
"41441"	"10330"	"200,204;"	"4"	"100"
"41442"	"4712"	"91,95;"	"0"	"100"
"41442"	"8454"	"41,45;"	"1"	"100"
"41442"	"864"	"115,119;"	"2"	"100"
"41442"	"3555"	"63,67;"	"3"	"100"
"41442"	"4712"	"91,95;"	"4"	"100"
"41442"	"8499"	"35,39;"	"5"	"100"
"41442"	"10475"	"321,325;"	"6"	"100"
"41442"	"10476"	"140,144;"	"7"	"100"
"41442"	"10477"	"82,86;"	"8"	"100"
"41442"	"10478"	"88,92;"	"9"	"100"
"41442"	"10479"	"47,51;"	"10"	"100"
"41442"	"10480"	"305,309;"	"11"	"100"
"41446"	"3454"	"19,23;"	"0"	"100"
"41446"	"6845"	"121,124;"	"1"	"100"
"41446"	"389"	"85,87;"	"2"	"100"
"41446"	"7565"	"26,28;"	"3"	"100"
"41446"	"838"	"116,119;371,374;"	"4"	"100"
"41446"	"967"	"71,74;144,149;"	"5"	"100"
"41446"	"10296"	"72,74;"	"6"	"100"
"41446"	"4666"	"33,37;137,140;"	"7"	"100"
"41446"	"2129"	"78,83;137,143;"	"8"	"100"
"41446"	"7037"	"79,79;86,88;"	"9"	"100"
"41446"	"3511"	"211,215;"	"10"	"100"
"41447"	"3158"	"27,29;68,70;89,89;100,102;110,113;"	"0"	"100"
"41447"	"1588"	"38,42;100,104;154,156;"	"1"	"100"
"41447"	"3956"	"34,36;"	"2"	"100"
"41447"	"33"	"132,136;"	"3"	"100"
"41447"	"645"	"27,34;"	"4"	"100"
"41447"	"2909"	"156,161;"	"5"	"100"
"41447"	"6854"	"103,107;"	"6"	"100"
"41447"	"6869"	"25,29;93,97;"	"7"	"100"
"41447"	"6620"	"270,273;"	"8"	"100"
"41447"	"15929"	"37,41;147,151;"	"10"	"100"
"41447"	"1936"	"130,130;136,138;203,207;268,270;"	"11"	"100"
"41447"	"15940"	"143,145;"	"12"	"100"
"41447"	"511"	"55,58;"	"13"	"100"
"41447"	"7036"	"27,29;87,89;"	"14"	"100"
"41447"	"7037"	"51,53;"	"15"	"100"
"41447"	"14247"	"150,152;"	"17"	"100"
"41448"	"4716"	"247,254;"	"0"	"100"
"41448"	"6403"	"53,59;"	"1"	"100"
"41448"	"6790"	"19,25;"	"2"	"100"
"41448"	"6750"	"20,27;"	"5"	"100"
"41448"	"8579"	"47,54;"	"6"	"100"
"41448"	"8580"	"216,223;"	"7"	"100"
"41448"	"6713"	"95,102;"	"8"	"100"
"41448"	"6745"	"173,179;"	"9"	"100"
"41448"	"6842"	"118,125;"	"10"	"100"
"41449"	"4717"	"88,92;"	"0"	"100"
"41450"	"4718"	"40,47;"	"0"	"100"
"41450"	"6791"	"64,71;"	"1"	"100"
"41450"	"6918"	"308,315;"	"2"	"100"
"41451"	"4731"	"226,232;"	"0"	"100"
"41451"	"6925"	"243,250;"	"1"	"100"
"41451"	"4723"	"48,54;"	"2"	"100"
"41451"	"6408"	"99,106;"	"3"	"100"
"41451"	"7120"	"63,70;"	"4"	"100"
"41451"	"7149"	"66,72;"	"5"	"100"
"41451"	"7150"	"65,71;"	"6"	"100"
"41451"	"7151"	"92,98;"	"7"	"100"
"41451"	"8310"	"42,48;"	"8"	"100"
"41452"	"4739"	"121,127;"	"0"	"100"
"41452"	"6285"	"44,50;"	"1"	"100"
"41452"	"6286"	"48,54;"	"2"	"100"
"41452"	"6355"	"519,525;"	"3"	"100"
"41452"	"6357"	"87,93;"	"4"	"100"
"41453"	"4742"	"185,191;"	"0"	"100"
"41453"	"6405"	"47,53;"	"1"	"100"
"41453"	"6399"	"43,49;"	"2"	"100"
"41453"	"6573"	"94,100;"	"3"	"100"
"41453"	"4745"	"113,120;"	"4"	"100"
"41453"	"6619"	"68,74;"	"5"	"100"
"41455"	"618"	"171,174;"	"0"	"100"
"41455"	"4581"	"153,156;"	"1"	"100"
"41455"	"4584"	"89,92;"	"2"	"100"
"41455"	"24930"	"207,210;"	"4"	"100"
"41455"	"6578"	"34,37;"	"5"	"100"
"41455"	"26201"	"63,69;"	"6"	"100"
"41455"	"4189"	"121,124;"	"7"	"100"
"41455"	"4157"	"270,273;"	"8"	"100"
"41456"	"4756"	"201,204;"	"0"	"100"
"41456"	"4757"	"37,40;"	"1"	"100"
"41456"	"6388"	"83,86;"	"2"	"100"
"41456"	"6398"	"20,23;93,96;"	"3"	"100"
"41456"	"10658"	"25,28;"	"4"	"100"
"41456"	"10659"	"80,83;"	"5"	"100"
"41456"	"6089"	"57,60;"	"6"	"100"
"41456"	"6401"	"90,93;"	"7"	"100"
"41456"	"6404"	"40,43;"	"8"	"100"
"41456"	"10506"	"49,52;"	"9"	"100"
"41456"	"10507"	"190,193;"	"10"	"100"
"41456"	"10537"	"58,61;94,97;"	"11"	"100"
"41457"	"19993"	"31,52;"	"0"	"100"
"41458"	"4930"	"334,344;"	"0"	"100"
"41459"	"4962"	"28,33;"	"0"	"100"
"41459"	"4958"	"141,146;"	"1"	"100"
"41460"	"4959"	"34,48;"	"0"	"100"
"41462"	"26413"	"164,169;"	"0"	"100"
"41463"	"597"	"31,39;"	"0"	"100"
"41464"	"4977"	"164,186;"	"0"	"100"
"41465"	"312"	"136,142;"	"0"	"100"
"41466"	"4984"	"69,78;"	"0"	"100"
"41467"	"4986"	"28,38;"	"0"	"100"
"41468"	"11128"	"110,117;"	"0"	"100"
"41468"	"4995"	"29,36;"	"1"	"100"
"41468"	"5004"	"261,268;"	"2"	"100"
"41469"	"5000"	"51,58;"	"0"	"100"
"41470"	"4999"	"21,28;"	"0"	"100"
"41470"	"1344"	"122,137;"	"1"	"100"
"41470"	"11110"	"206,214;"	"2"	"100"
"41471"	"5001"	"167,181;"	"0"	"100"
"41474"	"5004"	"106,110;"	"0"	"100"
"41475"	"5005"	"104,111;123,129;"	"0"	"100"
"41476"	"5007"	"178,184;"	"0"	"100"
"41477"	"24339"	"109,114;"	"0"	"100"
"41477"	"5009"	"71,71;186,192;"	"1"	"100"
"41478"	"5008"	"18,22;"	"0"	"100"
"41479"	"5012"	"183,187;"	"0"	"100"
"41480"	"5048"	"226,228;"	"0"	"100"
"41481"	"4720"	"88,95;244,251;"	"0"	"100"
"41481"	"8291"	"141,147;"	"1"	"100"
"41481"	"8297"	"19,25;"	"2"	"100"
"41481"	"8292"	"85,91;"	"3"	"100"
"41481"	"8622"	"183,189;"	"4"	"100"
"41482"	"7856"	"170,181;"	"0"	"100"
"41482"	"7857"	"90,101;"	"1"	"100"
"41482"	"7858"	"110,121;"	"2"	"100"
"41482"	"374"	"83,94;"	"4"	"100"
"41482"	"3170"	"38,49;"	"5"	"100"
"41483"	"4727"	"155,169;"	"0"	"100"
"41484"	"5079"	"33,39;"	"0"	"100"
"41485"	"5109"	"83,88;"	"0"	"100"
"41485"	"18942"	"119,124;"	"1"	"100"
"41486"	"5120"	"70,75;"	"0"	"100"
"41487"	"5121"	"191,196;"	"0"	"100"
"41488"	"5059"	"116,122;"	"0"	"100"
"41490"	"839"	"138,143;"	"0"	"100"
"41490"	"3631"	"80,85;"	"1"	"100"
"41490"	"5014"	"44,49;"	"2"	"100"
"41491"	"5137"	"141,146;"	"0"	"100"
"41492"	"5142"	"195,202;"	"0"	"100"
"41493"	"5143"	"103,110;"	"0"	"100"
"41494"	"5146"	"130,136;"	"0"	"100"
"41494"	"16927"	"265,272;"	"1"	"100"
"41495"	"5143"	"90,96;"	"0"	"100"
"41496"	"5151"	"167,172;"	"0"	"100"
"41497"	"4737"	"47,62;"	"0"	"100"
"41498"	"5160"	"47,50;"	"0"	"100"
"41499"	"4818"	"127,130;"	"0"	"100"
"41500"	"5154"	"99,105;"	"0"	"100"
"41501"	"5184"	"78,100;"	"0"	"100"
"41502"	"5187"	"58,74;"	"0"	"100"
"41502"	"23856"	"151,167;"	"1"	"100"
"41504"	"5195"	"232,246;"	"0"	"100"
"41505"	"5211"	"82,96;"	"0"	"100"
"41506"	"5409"	"58,64;"	"0"	"100"
"41507"	"5214"	"59,89;"	"0"	"100"
"41508"	"5216"	"28,52;"	"0"	"100"
"41509"	"5217"	"130,149;"	"0"	"100"
"41510"	"5218"	"40,52;"	"0"	"100"
"41511"	"5221"	"29,35;"	"0"	"100"
"41511"	"5222"	"27,35;"	"1"	"100"
"41512"	"5225"	"30,36;"	"0"	"100"
"41514"	"19187"	"125,133;"	"0"	"100"
"41514"	"5259"	"158,166;"	"1"	"100"
"41515"	"5263"	"51,75;"	"0"	"100"
"41516"	"5267"	"112,130;"	"0"	"100"
"41517"	"5276"	"139,151;"	"0"	"100"
"41517"	"25075"	"460,472;"	"1"	"100"
"41518"	"5281"	"63,70;"	"0"	"100"
"41519"	"5289"	"129,137;"	"0"	"100"
"41519"	"24099"	"21,29;"	"1"	"100"
"41519"	"5190"	"21,28;"	"2"	"100"
"41519"	"24100"	"115,123;"	"3"	"100"
"41520"	"5294"	"33,60;"	"0"	"100"
"41521"	"5297"	"66,87;"	"0"	"100"
"41523"	"4072"	"135,140;"	"0"	"100"
"41524"	"5362"	"222,230;"	"0"	"100"
"41525"	"3709"	"83,89;"	"0"	"100"
"41525"	"5051"	"209,215;"	"1"	"100"
"41527"	"5368"	"233,239;"	"0"	"100"
"41530"	"4550"	"184,190;"	"0"	"100"
"41530"	"2859"	"216,222;"	"1"	"100"
"41530"	"18477"	"203,209;"	"2"	"100"
"41532"	"5372"	"73,78;"	"0"	"100"
"41532"	"5046"	"22,27;"	"1"	"100"
"41533"	"8822"	"408,413;"	"0"	"100"
"41534"	"18886"	"204,213;"	"0"	"100"
"41535"	"5841"	"89,97;"	"0"	"100"
"41535"	"5840"	"82,90;"	"1"	"100"
"41535"	"5843"	"55,63;"	"2"	"100"
"41535"	"5844"	"137,145;"	"3"	"100"
"41535"	"13280"	"72,80;"	"4"	"100"
"41535"	"13385"	"19,27;"	"5"	"100"
"41535"	"13384"	"77,85;"	"6"	"100"
"41535"	"13389"	"59,67;187,195;325,333;"	"7"	"100"
"41535"	"5382"	"37,45;"	"8"	"100"
"41536"	"5383"	"35,43;"	"0"	"100"
"41537"	"5384"	"82,96;"	"0"	"100"
"41538"	"5385"	"39,53;"	"0"	"100"
"41540"	"6462"	"173,179;"	"0"	"100"
"41540"	"6463"	"20,26;"	"1"	"100"
"41540"	"6464"	"79,85;"	"2"	"100"
"41540"	"11725"	"78,84;"	"3"	"100"
"41540"	"11726"	"153,158;"	"4"	"100"
"41540"	"11727"	"95,100;"	"5"	"100"
"41541"	"6423"	"102,110;"	"0"	"100"
"41541"	"643"	"205,213;"	"1"	"100"
"41541"	"13278"	"145,153;"	"2"	"100"
"41541"	"17809"	"222,230;"	"3"	"100"
"41541"	"5386"	"78,86;210,218;"	"4"	"100"
"41542"	"5392"	"260,268;"	"0"	"100"
"41542"	"7707"	"40,48;"	"1"	"100"
"41542"	"7709"	"373,381;"	"2"	"100"
"41542"	"7738"	"133,141;"	"3"	"100"
"41542"	"7739"	"73,81;"	"4"	"100"
"41542"	"7740"	"149,157;"	"5"	"100"
"41542"	"7710"	"269,277;"	"6"	"100"
"41542"	"7711"	"198,207;"	"7"	"100"
"41542"	"7712"	"317,326;"	"8"	"100"
"41543"	"340"	"106,112;"	"0"	"100"
"41544"	"2309"	"21,36;"	"0"	"100"
"41544"	"3783"	"19,39;"	"1"	"100"
"41546"	"5399"	"109,110;113,124;"	"0"	"100"
"41546"	"5404"	"113,127;"	"1"	"100"
"41547"	"5412"	"48,52;"	"0"	"100"
"41548"	"5414"	"125,131;"	"0"	"100"
"41549"	"5418"	"16,28;"	"0"	"100"
"41550"	"5422"	"110,119;"	"0"	"100"
"41551"	"5423"	"19,26;"	"0"	"100"
"41552"	"5424"	"45,56;"	"0"	"100"
"41553"	"5427"	"68,79;"	"0"	"100"
"41553"	"5428"	"250,261;"	"1"	"100"
"41554"	"2354"	"44,51;"	"0"	"100"
"41554"	"3811"	"432,437;"	"1"	"100"
"41556"	"6449"	"28,36;"	"0"	"100"
"41556"	"6451"	"143,151;"	"1"	"100"
"41556"	"6907"	"204,212;"	"2"	"100"
"41556"	"6450"	"191,199;"	"3"	"100"
"41556"	"13388"	"293,301;"	"4"	"100"
"41556"	"13401"	"118,126;"	"5"	"100"
"41556"	"13479"	"21,29;"	"6"	"100"
"41557"	"5449"	"61,68;"	"0"	"100"
"41558"	"31447"	"42,50;"	"0"	"100"
"41558"	"31448"	"51,58;"	"1"	"100"
"41558"	"156"	"244,251;"	"2"	"100"
"41559"	"23660"	"276,284;"	"0"	"100"
"41560"	"7373"	"31,35;"	"0"	"100"
"41560"	"7377"	"151,154;"	"1"	"100"
"41560"	"4696"	"36,39;"	"2"	"100"
"41560"	"7560"	"151,154;"	"3"	"100"
"41560"	"7382"	"16,19;"	"4"	"100"
"41560"	"7379"	"47,50;"	"5"	"100"
"41560"	"7995"	"364,367;"	"6"	"100"
"41560"	"7383"	"83,86;"	"7"	"100"
"41560"	"7385"	"96,99;"	"8"	"100"
"41560"	"7384"	"89,92;"	"9"	"100"
"41560"	"7607"	"201,204;"	"10"	"100"
"41561"	"7336"	"35,38;"	"0"	"100"
"41561"	"7355"	"156,159;"	"1"	"100"
"41561"	"7356"	"396,400;"	"2"	"100"
"41561"	"7358"	"288,292;"	"3"	"100"
"41561"	"7360"	"164,168;"	"4"	"100"
"41561"	"7364"	"177,181;"	"5"	"100"
"41562"	"131"	"29,39;"	"0"	"100"
"41562"	"976"	"163,175;"	"1"	"100"
"41563"	"6608"	"109,118;"	"0"	"100"
"41564"	"4697"	"106,120;"	"0"	"100"
"41565"	"1830"	"210,216;"	"0"	"100"
"41565"	"21046"	"25,31;"	"1"	"100"
"41565"	"1330"	"75,81;"	"2"	"100"
"41566"	"1031"	"178,184;"	"0"	"100"
"41568"	"1916"	"350,354;"	"0"	"100"
"41568"	"5271"	"136,145;"	"1"	"100"
"41569"	"5409"	"79,88;"	"0"	"100"
"41569"	"8971"	"94,104;"	"1"	"100"
"41570"	"823"	"117,123;"	"0"	"100"
"41571"	"3541"	"47,50;74,77;"	"0"	"100"
"41572"	"5638"	"70,75;90,94;110,114;"	"0"	"100"
"41572"	"5639"	"60,64;"	"1"	"100"
"41572"	"5637"	"120,124;"	"2"	"100"
"41573"	"14639"	"75,85;"	"0"	"100"
"41574"	"5642"	"53,58;"	"0"	"100"
"41576"	"9281"	"45,52;"	"0"	"100"
"41576"	"5648"	"97,102;"	"1"	"100"
"41577"	"5663"	"164,170;"	"0"	"100"
"41578"	"5674"	"228,234;"	"0"	"100"
"41580"	"25885"	"65,73;"	"0"	"100"
"41581"	"5680"	"401,407;"	"0"	"100"
"41582"	"5693"	"204,210;"	"0"	"100"
"41583"	"5738"	"128,135;"	"0"	"100"
"41584"	"5740"	"273,280;"	"0"	"100"
"41585"	"72"	"191,198;"	"0"	"100"
"41586"	"5750"	"54,63;"	"0"	"100"
"41587"	"5767"	"102,120;"	"0"	"100"
"41588"	"5725"	"73,78;"	"0"	"100"
"41589"	"966"	"96,105;"	"0"	"100"
"41589"	"88"	"128,132;"	"1"	"100"
"41589"	"2048"	"21,25;"	"2"	"100"
"41590"	"5816"	"92,97;"	"0"	"100"
"41591"	"5818"	"162,172;"	"0"	"100"
"41593"	"3528"	"24,30;"	"0"	"100"
"41593"	"555"	"29,39;"	"1"	"100"
"41593"	"4667"	"29,36;"	"2"	"100"
"41594"	"5824"	"55,65;"	"0"	"100"
"41595"	"1530"	"39,49;"	"0"	"100"
"41596"	"5839"	"131,153;"	"0"	"100"
"41596"	"13351"	"162,184;"	"1"	"100"
"41598"	"723"	"47,61;"	"0"	"100"
"41598"	"1268"	"365,382;"	"1"	"100"
"41598"	"5892"	"45,61;"	"2"	"100"
"41599"	"5895"	"76,93;"	"0"	"100"
"41600"	"5899"	"179,185;"	"0"	"100"
"41601"	"5931"	"160,168;"	"0"	"100"
"41602"	"5938"	"74,96;"	"0"	"100"
"41603"	"5940"	"247,270;"	"0"	"100"
"41604"	"23477"	"277,295;"	"0"	"100"
"41605"	"5957"	"77,84;"	"0"	"100"
"41606"	"5960"	"30,38;"	"0"	"100"
"41607"	"5959"	"81,89;"	"0"	"100"
"41608"	"5961"	"107,111;"	"0"	"100"
"41608"	"6289"	"145,149;"	"1"	"100"
"41609"	"4194"	"44,50;"	"0"	"100"
"41610"	"5243"	"188,195;"	"0"	"100"
"41611"	"5985"	"160,170;"	"0"	"100"
"41611"	"6209"	"121,121;122,130;131,133;"	"1"	"100"
"41611"	"6196"	"131,141;"	"2"	"100"
"41611"	"6212"	"81,89;90,91;"	"3"	"100"
"41611"	"6215"	"280,290;"	"4"	"100"
"41611"	"6217"	"146,156;"	"5"	"100"
"41611"	"6268"	"65,75;"	"6"	"100"
"41611"	"6276"	"88,98;"	"7"	"100"
"41611"	"6284"	"94,104;"	"8"	"100"
"41612"	"5899"	"198,212;"	"0"	"100"
"41613"	"5337"	"107,113;"	"0"	"100"
"41613"	"6038"	"155,161;"	"1"	"100"
"41614"	"6053"	"23,31;"	"0"	"100"
"41615"	"9059"	"44,49;"	"0"	"100"
"41615"	"20157"	"115,126;"	"1"	"100"
"41616"	"21139"	"79,84;"	"0"	"100"
"41616"	"6059"	"31,36;"	"1"	"100"
"41620"	"4616"	"272,278;"	"0"	"100"
"41622"	"864"	"45,47;"	"0"	"100"
"41624"	"27719"	"48,56;"	"0"	"100"
"41624"	"27723"	"135,143;"	"1"	"100"
"41624"	"27725"	"79,87;"	"2"	"100"
"41624"	"5935"	"149,157;"	"3"	"100"
"41626"	"10012"	"140,145;"	"0"	"100"
"41626"	"13131"	"211,216;"	"1"	"100"
"41626"	"5295"	"125,130;"	"2"	"100"
"41626"	"1107"	"20,26;113,118;"	"3"	"100"
"41626"	"13132"	"67,72;"	"4"	"100"
"41626"	"10134"	"153,159;"	"5"	"100"
"41627"	"2350"	"301,306;"	"0"	"100"
"41628"	"6094"	"58,69;"	"0"	"100"
"41629"	"1950"	"218,225;"	"0"	"100"
"41630"	"6945"	"135,141;"	"0"	"100"
"41630"	"6133"	"165,171;"	"1"	"100"
"41633"	"6162"	"130,134;"	"0"	"100"
"41634"	"6160"	"89,99;"	"0"	"100"
"41634"	"21992"	"77,81;"	"1"	"100"
"41636"	"6095"	"78,86;"	"0"	"100"
"41636"	"6098"	"102,110;"	"1"	"100"
"41636"	"6102"	"154,162;"	"2"	"100"
"41636"	"6141"	"235,243;"	"3"	"100"
"41636"	"6150"	"56,64;"	"4"	"100"
"41636"	"6156"	"226,226;227,234;235,235;"	"5"	"100"
"41636"	"6159"	"118,126;"	"6"	"100"
"41636"	"6166"	"97,105;"	"7"	"100"
"41636"	"6170"	"317,325;"	"8"	"100"
"41638"	"5700"	"113,126;"	"0"	"100"
"41639"	"1970"	"85,101;"	"0"	"100"
"41640"	"6171"	"238,248;"	"0"	"100"
"41643"	"11802"	"83,86;"	"0"	"100"
"41643"	"11803"	"130,133;"	"1"	"100"
"41643"	"11804"	"107,110;"	"2"	"100"
"41643"	"11871"	"91,94;"	"3"	"100"
"41643"	"11873"	"186,189;"	"4"	"100"
"41643"	"11876"	"74,77;"	"5"	"100"
"41643"	"11897"	"68,71;"	"6"	"100"
"41643"	"11898"	"60,63;"	"7"	"100"
"41644"	"6181"	"299,309;"	"0"	"100"
"41646"	"23480"	"232,244;"	"0"	"100"
"41649"	"6193"	"111,120;"	"0"	"100"
"41650"	"6221"	"55,60;"	"0"	"100"
"41651"	"6228"	"143,148;"	"0"	"100"
"41652"	"6230"	"206,212;"	"0"	"100"
"41653"	"6242"	"100,104;"	"0"	"100"
"41654"	"6223"	"91,94;"	"0"	"100"
"41654"	"17941"	"93,96;"	"1"	"100"
"41654"	"7611"	"24,27;"	"2"	"100"
"41654"	"13281"	"76,79;"	"3"	"100"
"41655"	"6244"	"37,44;"	"0"	"100"
"41656"	"6315"	"231,238;"	"0"	"100"
"41656"	"6316"	"48,55;86,93;"	"1"	"100"
"41656"	"6317"	"286,294;"	"2"	"100"
"41656"	"6318"	"51,59;"	"3"	"100"
"41656"	"6319"	"55,62;"	"4"	"100"
"41656"	"6320"	"110,118;"	"5"	"100"
"41658"	"6262"	"55,61;"	"0"	"100"
"41659"	"6263"	"141,146;"	"0"	"100"
"41660"	"6297"	"234,237;"	"0"	"100"
"41661"	"1527"	"164,168;"	"0"	"100"
"41662"	"179"	"65,73;"	"0"	"100"
"41662"	"574"	"290,298;"	"1"	"100"
"41662"	"6147"	"134,142;"	"2"	"100"
"41662"	"1795"	"116,124;"	"3"	"100"
"41663"	"26181"	"220,223;"	"0"	"100"
"41663"	"30719"	"69,72;"	"1"	"100"
"41664"	"6325"	"19,22;"	"0"	"100"
"41664"	"6331"	"33,36;"	"1"	"100"
"41664"	"3726"	"55,58;"	"2"	"100"
"41664"	"3983"	"94,97;"	"3"	"100"
"41664"	"3677"	"251,254;"	"4"	"100"
"41664"	"9615"	"93,96;"	"5"	"100"
"41664"	"8187"	"203,206;"	"6"	"100"
"41664"	"16658"	"104,107;"	"7"	"100"
"41665"	"6311"	"37,44;"	"0"	"100"
"41665"	"6312"	"116,123;"	"1"	"100"
"41666"	"6324"	"83,89;"	"0"	"100"
"41667"	"465"	"104,116;"	"0"	"100"
"41668"	"4828"	"186,202;"	"0"	"100"
"41670"	"677"	"24,30;"	"0"	"100"
"41671"	"6329"	"138,141;"	"0"	"100"
"41671"	"6333"	"247,250;"	"1"	"100"
"41671"	"7666"	"167,170;"	"2"	"100"
"41671"	"7667"	"107,110;"	"4"	"100"
"41671"	"7669"	"53,56;"	"5"	"100"
"41671"	"7670"	"57,60;"	"6"	"100"
"41671"	"7674"	"177,180;"	"7"	"100"
"41671"	"7676"	"49,52;57,60;"	"8"	"100"
"41672"	"6332"	"38,45;"	"0"	"100"
"41673"	"6334"	"19,22;"	"0"	"100"
"41673"	"6335"	"94,97;"	"1"	"100"
"41673"	"5586"	"61,64;"	"2"	"100"
"41674"	"6344"	"167,170;"	"0"	"100"
"41674"	"6347"	"56,59;"	"1"	"100"
"41674"	"13186"	"293,296;"	"3"	"100"
"41674"	"2501"	"276,279;"	"4"	"100"
"41674"	"7241"	"71,74;"	"5"	"100"
"41674"	"13568"	"354,357;"	"6"	"100"
"41675"	"19282"	"85,90;"	"0"	"100"
"41676"	"6336"	"73,81;"	"0"	"100"
"41678"	"6339"	"58,63;"	"0"	"100"
"41679"	"6340"	"140,146;"	"0"	"100"
"41680"	"6341"	"87,91;99,103;"	"0"	"100"
"41683"	"6350"	"143,146;"	"0"	"100"
"41683"	"6351"	"94,97;"	"1"	"100"
"41683"	"2323"	"58,61;"	"2"	"100"
"41684"	"6345"	"73,75;"	"0"	"100"
"41686"	"6349"	"53,55;"	"0"	"100"
"41687"	"6353"	"134,136;"	"0"	"100"
"41687"	"6107"	"26,28;"	"1"	"100"
"41688"	"8656"	"162,164;"	"1"	"100"
"41689"	"6467"	"411,415;"	"0"	"100"
"41689"	"6472"	"142,146;"	"1"	"100"
"41689"	"6469"	"126,130;"	"2"	"100"
"41689"	"6470"	"189,193;"	"3"	"100"
"41689"	"6474"	"29,33;"	"4"	"100"
"41689"	"6475"	"78,82;"	"5"	"100"
"41689"	"6476"	"84,88;"	"6"	"100"
"41690"	"6360"	"357,360;"	"0"	"100"
"41691"	"6361"	"74,79;"	"0"	"100"
"41692"	"6378"	"113,119;"	"0"	"100"
"41692"	"6369"	"255,261;"	"1"	"100"
"41692"	"6371"	"187,193;"	"2"	"100"
"41692"	"6374"	"53,59;"	"3"	"100"
"41692"	"6379"	"120,126;"	"4"	"100"
"41692"	"6380"	"59,65;"	"5"	"100"
"41692"	"6381"	"53,59;"	"6"	"100"
"41693"	"6385"	"134,143;"	"0"	"100"
"41694"	"6384"	"19,28;"	"0"	"100"
"41696"	"6390"	"124,137;"	"0"	"100"
"41696"	"6387"	"174,188;"	"1"	"100"
"41698"	"3464"	"25,35;"	"0"	"100"
"41699"	"6407"	"125,130;"	"0"	"100"
"41700"	"2741"	"67,70;"	"0"	"100"
"41700"	"25013"	"20,23;"	"1"	"100"
"41700"	"12384"	"135,138;"	"2"	"100"
"41700"	"21274"	"20,23;"	"3"	"100"
"41701"	"6409"	"76,87;"	"0"	"100"
"41702"	"3810"	"123,126;"	"0"	"100"
"41702"	"2868"	"44,47;"	"1"	"100"
"41702"	"7690"	"49,52;"	"2"	"100"
"41702"	"29849"	"23,26;"	"3"	"100"
"41702"	"3827"	"68,71;"	"4"	"100"
"41702"	"5918"	"61,64;"	"5"	"100"
"41702"	"13113"	"111,114;"	"6"	"100"
"41702"	"9378"	"125,128;"	"7"	"100"
"41702"	"9334"	"30,33;"	"8"	"100"
"41702"	"13125"	"239,242;"	"9"	"100"
"41703"	"6412"	"79,92;"	"0"	"100"
"41704"	"6413"	"98,103;"	"0"	"100"
"41705"	"6400"	"35,38;"	"0"	"100"
"41705"	"6402"	"213,216;"	"1"	"100"
"41706"	"6416"	"78,85;"	"0"	"100"
"41708"	"6419"	"45,51;"	"0"	"100"
"41709"	"6504"	"161,183;"	"0"	"100"
"41709"	"6422"	"61,86;"	"1"	"100"
"41710"	"6423"	"77,90;"	"0"	"100"
"41711"	"5430"	"54,59;"	"0"	"100"
"41712"	"6432"	"431,434;"	"0"	"100"
"41712"	"2539"	"36,39;"	"1"	"100"
"41713"	"6440"	"130,139;"	"0"	"100"
